term_italian,is_base,base_lemma_italian,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
trovare,True,trovare,verb,to find,"finding,location",,,,,non-finite,infinitive,False,False,False,,,,,base lemma,Voglio trovare le chiavi.,I want to find the keys.
trovando,False,trovare,verb,finding,"finding,location",,,,,non-finite,gerund,False,False,False,,,,,,Sto trovando una soluzione.,I am finding a solution.
trovato,False,trovare,verb,found (masculine singular),"finding,location",,,masculine,singular,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses,Il libro è stato trovato.,The book was found.
trovata,False,trovare,verb,found (feminine singular),"finding,location",,,feminine,singular,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses,La lettera è stata trovata.,The letter was found.
trovati,False,trovare,verb,found (masculine plural),"finding,location",,,masculine,plural,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses,I documenti sono stati trovati.,The documents were found.
trovate,False,trovare,verb,found (feminine plural),"finding,location",,,feminine,plural,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses,Le chiavi sono state trovate.,The keys were found.
trovo,False,trovare,verb,I find / I am finding,"finding,location",,1s,,singular,indicative,present,False,False,False,,,,,,Io trovo sempre ciò che cerco.,I always find what I look for.
trovi,False,trovare,verb,you find / you are finding,"finding,location",,2s,,singular,indicative,present,False,False,False,,,,,,Tu trovi spesso buone offerte.,You often find good deals.
trova,False,trovare,verb,he/she/it finds,"finding,location",,3s,,singular,indicative,present,False,False,False,,,,,also 'you (formal)',Lui trova il tempo per leggere.,He finds time to read.
troviamo,False,trovare,verb,we find,"finding,location",,1p,,plural,indicative,present,False,False,False,,,,,,Noi troviamo la soluzione insieme.,We find the solution together.
trovate,False,trovare,verb,you (plural) find,"finding,location",,2p,,plural,indicative,present,False,False,False,,,,,,Voi trovate gli errori facilmente.,You (plural) find mistakes easily.
trovano,False,trovare,verb,they find,"finding,location",,3p,,plural,indicative,present,False,False,False,,,,,,Loro trovano la casa ideale.,They find the ideal house.
trovavo,False,trovare,verb,I was finding / I found (imperfect),"finding,location",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io trovavo spesso cose interessanti.,I often found interesting things.
trovavi,False,trovare,verb,you were finding,"finding,location",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu trovavi sempre una scusa.,You always found an excuse.
trovava,False,trovare,verb,he/she/it was finding,"finding,location",,3s,,singular,indicative,imperfect,False,False,False,,,,,also 'you were (formal)',Lui trovava difficile concentrarsi.,He found it difficult to concentrate.
trovavamo,False,trovare,verb,we were finding,"finding,location",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi trovavamo piacere in piccoli gesti.,We found pleasure in small gestures.
trovavate,False,trovare,verb,you (plural) were finding,"finding,location",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi trovavate conforto negli amici.,You (plural) found comfort in friends.
trovavano,False,trovare,verb,they were finding,"finding,location",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro trovavano la strada giusta.,They found the right way.
ho trovato,False,trovare,verb,I have found / I found,"finding,location",,1s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject,Ho trovato il portafoglio.,I have found the wallet.
ho trovato,False,trovare,verb,I have found / I found,"finding,location",,1s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject,Io ho trovato la borsa.,I have found the handbag.
hai trovato,False,trovare,verb,you have found / you found,"finding,location",,2s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject,Hai trovato le chiavi?,Did you find the keys?
hai trovato,False,trovare,verb,you have found / you found,"finding,location",,2s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject,Hai trovato la tua spilla?,Did you find your pin?
ha trovato,False,trovare,verb,he/she has found / he/she found,"finding,location",,3s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject; also 'you (formal)',Lui ha trovato la soluzione.,He has found the solution.
ha trovato,False,trovare,verb,he/she has found / he/she found,"finding,location",,3s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject; also 'you (formal)',Lei ha trovato un lavoro.,She has found a job.
abbiamo trovato,False,trovare,verb,we have found / we found,"finding,location",,1p,masculine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject,Noi abbiamo trovato i documenti.,We have found the documents.
abbiamo trovato,False,trovare,verb,we have found / we found,"finding,location",,1p,feminine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject,Noi abbiamo trovato le borse.,We have found the bags.
avete trovato,False,trovare,verb,you (plural) have found / you (plural) found,"finding,location",,2p,masculine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject,Voi avete trovato i biglietti?,Have you (pl.) found the tickets?
avete trovato,False,trovare,verb,you (plural) have found / you (plural) found,"finding,location",,2p,feminine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject,Voi avete trovato le ricevute?,Have you (pl.) found the receipts?
hanno trovato,False,trovare,verb,they have found / they found,"finding,location",,3p,masculine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject,Loro hanno trovato i soldi.,They have found the money.
hanno trovato,False,trovare,verb,they have found / they found,"finding,location",,3p,feminine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject,Loro hanno trovato le chiavi.,They have found the keys.
ho trovato,False,trovare,verb,I have found / I found,"finding,location",,1s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject,Ho trovato un vecchio diario.,I found an old diary.
ho trovato,False,trovare,verb,I have found / I found,"finding,location",,1s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject,Ho trovato una vecchia foto.,I found an old photo.
hai trovato,False,trovare,verb,you have found / you found,"finding,location",,2s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject,Hai trovato il documento?,Did you find the document?
hai trovato,False,trovare,verb,you have found / you found,"finding,location",,2s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject,Hai trovato la chiave di casa?,Did you find the house key?
ha trovato,False,trovare,verb,he/she has found / he/she found,"finding,location",,3s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject; also 'you (formal)',Marco ha trovato il regalo.,Marco has found the gift.
ha trovato,False,trovare,verb,he/she has found / he/she found,"finding,location",,3s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject; also 'you (formal)',La signora ha trovato il suo ombrello.,The lady has found her umbrella.
abbiamo trovato,False,trovare,verb,we have found / we found,"finding,location",,1p,masculine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject,Abbiamo trovato un accordo.,We have found an agreement.
abbiamo trovato,False,trovare,verb,we have found / we found,"finding,location",,1p,feminine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject,Abbiamo trovato le informazioni richieste.,We have found the requested information.
avete trovato,False,trovare,verb,you (plural) have found / you (plural) found,"finding,location",,2p,masculine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere'; past participle does not agree with subject,Avete trovato i risultati?,Have you (pl.) found the results?
