term_italian,is_base,base_lemma_italian,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
dare,True,dare,verb,to give,"giving,transactions",,,,,non-finite,infinitive,False,False,False,,,,,base lemma,Voglio dare un regalo.,I want to give a gift.
dando,False,dare,verb,giving,"giving,transactions",,,,,non-finite,gerund,False,False,False,,,,,,Sto dando un regalo.,I am giving a gift.
dato,False,dare,verb,given (masculine singular),"giving,transactions",,,masculine,singular,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses; agrees with subject when used in passive with 'essere',Il regalo è stato dato a Marco.,The gift was given to Marco.
data,False,dare,verb,given (feminine singular),"giving,transactions",,,feminine,singular,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses; agrees with subject when used in passive with 'essere',La risposta è stata data.,The answer was given.
dati,False,dare,verb,given (masculine plural),"giving,transactions",,,masculine,plural,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses; agrees with subject when used in passive with 'essere',I dettagli sono stati dati nel rapporto.,The details were given in the report.
date,False,dare,verb,given (feminine plural),"giving,transactions",,,feminine,plural,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses; agrees with subject when used in passive with 'essere',Le informazioni sono state date all'inizio.,The information was given at the beginning.
do,False,dare,verb,I give,"giving,transactions",,1s,,singular,indicative,present,False,False,False,,,,,,Io do il libro a Maria.,I give the book to Maria.
dai,False,dare,verb,you give,"giving,transactions",,2s,,singular,indicative,present,False,False,False,,,,,,Tu dai buoni consigli.,You give good advice.
dà,False,dare,verb,he/she/it gives,"giving,transactions",,3s,,singular,indicative,present,False,False,False,,,,,also 'you (formal)',Lui dà il regalo a lei.,He gives the gift to her.
diamo,False,dare,verb,we give,"giving,transactions",,1p,,plural,indicative,present,False,False,False,,,,,,Noi diamo una mano.,We give a hand.
date,False,dare,verb,you (plural) give,"giving,transactions",,2p,,plural,indicative,present,False,False,False,,,,,,Voi date troppa importanza.,You (plural) give too much importance.
danno,False,dare,verb,they give,"giving,transactions",,3p,,plural,indicative,present,False,False,False,,,,,,Loro danno soldi ai bambini.,They give money to the children.
davo,False,dare,verb,I was giving,"giving,transactions",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io davo il cibo al cane.,I was giving food to the dog.
davi,False,dare,verb,you were giving,"giving,transactions",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu davi sempre una mano.,You were always giving a hand.
dava,False,dare,verb,he/she/it was giving,"giving,transactions",,3s,,singular,indicative,imperfect,False,False,False,,,,,also 'you were (formal)',Lui dava il suo tempo ai volontari.,He was giving his time to the volunteers.
davamo,False,dare,verb,we were giving,"giving,transactions",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi davamo regali ogni Natale.,We used to give presents every Christmas.
davate,False,dare,verb,you (plural) were giving,"giving,transactions",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi davate buoni consigli.,You (plural) were giving good advice.
davano,False,dare,verb,they were giving,"giving,transactions",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro davano importanza all'istruzione.,They were giving importance to education.
ho dato,False,dare,verb,I have given / I gave,"giving,transactions",,1s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject,Io ho dato il libro.,I have given the book.
ho dato,False,dare,verb,I have given / I gave,"giving,transactions",,1s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject,Io ho dato il libro.,I have given the book.
hai dato,False,dare,verb,you have given / you gave,"giving,transactions",,2s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject,Tu hai dato il regalo.,You have given the gift.
hai dato,False,dare,verb,you have given / you gave,"giving,transactions",,2s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject,Tu hai dato il regalo.,You have given the gift.
ha dato,False,dare,verb,she has given / she gave,"giving,transactions",,3s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject; also 'you (formal)',Lei ha dato la risposta.,She has given the answer.
ha dato,False,dare,verb,he has given / he gave,"giving,transactions",,3s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject; also 'you (formal)',Lui ha dato il suo tempo.,He has given his time.
abbiamo dato,False,dare,verb,we have given / we gave,"giving,transactions",,1p,feminine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject,Noi abbiamo dato le informazioni.,We have given the information.
abbiamo dato,False,dare,verb,we have given / we gave,"giving,transactions",,1p,masculine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject,Noi abbiamo dato i libri.,We have given the books.
avete dato,False,dare,verb,you (plural) have given / you (plural) gave,"giving,transactions",,2p,feminine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject,Voi avete dato le risposte.,You (plural) have given the answers.
avete dato,False,dare,verb,you (plural) have given / you (plural) gave,"giving,transactions",,2p,masculine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject,Voi avete dato i regali.,You (plural) have given the gifts.
hanno dato,False,dare,verb,they have given / they gave,"giving,transactions",,3p,feminine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject,Loro hanno dato le borse.,They have given the bags.
hanno dato,False,dare,verb,they have given / they gave,"giving,transactions",,3p,masculine,plural,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; generally no agreement with subject,Loro hanno dato i soldi.,They have given the money.
