term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
chiamare,True,chiamare,to call,verb,to call,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb,Voglio chiamare mia madre.,I want to call my mother.
chiamando,False,chiamare,to call,verb,calling,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto chiamando adesso.,I am calling now.
chiamato,False,chiamare,to call,verb,called,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle; used with auxiliary avere; agrees with preceding direct object,L'ho chiamato.,I called him.
chiamata,False,chiamare,to call,verb,called,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle; used with auxiliary avere; agrees with preceding direct object,L'ho chiamata.,I called her.
chiamati,False,chiamare,to call,verb,called,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle; used with auxiliary avere; agrees with preceding direct object,Li ho chiamati.,I called them.
chiamate,False,chiamare,to call,verb,called,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle; used with auxiliary avere; agrees with preceding direct object,Le ho chiamate.,I called them.
chiamo,False,chiamare,to call,verb,I call,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Chiamo spesso mia madre.,I call my mother often.
chiami,False,chiamare,to call,verb,you call,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu chiami il medico?,Do you call the doctor?
chiama,False,chiamare,to call,verb,he calls/she calls/you (formal) call,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui chiama sua madre.,He calls his mother.
chiamiamo,False,chiamare,to call,verb,we call,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Chiamiamo un taxi.,We call a taxi.
chiamate,False,chiamare,to call,verb,you (plural) call,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi chiamate gli amici.,You (plural) call your friends.
chiamano,False,chiamare,to call,verb,they call,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Loro chiamano ogni giorno.,They call every day.
chiamavo,False,chiamare,to call,verb,I was calling,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Da bambino chiamavo spesso i nonni.,As a child I used to call my grandparents often.
chiamavi,False,chiamare,to call,verb,you were calling,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Ieri sera chiamavi?,Were you calling last night?
chiamava,False,chiamare,to call,verb,he was calling/she was calling/you (formal) were calling,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei chiamava ogni mattina.,You (formal) were calling every morning.
chiamavamo,False,chiamare,to call,verb,we were calling,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Chiamavamo l'ufficio ogni ora.,We were calling the office every hour.
chiamavate,False,chiamare,to call,verb,you (plural) were calling,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Ieri chiamavate troppo tardi.,Yesterday you (plural) were calling too late.
chiamavano,False,chiamare,to call,verb,they were calling,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro chiamavano spesso.,They were calling often.
ho chiamato,False,chiamare,to call,verb,I have called,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'chiamato',Ho chiamato il dottore.,I have called the doctor.
hai chiamato,False,chiamare,to call,verb,you have called,"core,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'chiamato',Hai chiamato tua madre?,Have you called your mother?
ha chiamato,False,chiamare,to call,verb,he has called/she has called/you (formal) have called,"core,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei',Ha chiamato il taxi.,He has called the taxi.
abbiamo chiamato,False,chiamare,to call,verb,we have called,"core,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'chiamato',Abbiamo chiamato l'albergo.,We have called the hotel.
avete chiamato,False,chiamare,to call,verb,you (plural) have called,"core,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'chiamato',Avete chiamato i clienti?,Have you (plural) called the clients?
hanno chiamato,False,chiamare,to call,verb,they have called,"core,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'chiamato',Hanno chiamato ieri.,They have called yesterday.
