term_italian,is_base,base_lemma_italian,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
volere,True,volere,verb,to want,"desire,requests",,,,,non-finite,infinitive,False,False,False,,,,,base lemma,È difficile volere sempre la stessa cosa.,It's hard to always want the same thing.
volendo,False,volere,verb,wanting,"desire,requests",,,,,non-finite,gerund,False,False,False,,,,,,"Volendo, posso aiutare.","If desired, I can help."
voluto,False,volere,verb,wanted (masculine singular),"desire,requests",,,masculine,singular,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses,Il risultato voluto è arrivato.,The desired result has arrived.
voluta,False,volere,verb,wanted (feminine singular),"desire,requests",,,feminine,singular,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses,La scelta voluta non era facile.,The wanted choice was not easy.
voluti,False,volere,verb,wanted (masculine plural),"desire,requests",,,masculine,plural,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses,I cambiamenti voluti sono stati molti.,The wanted changes were many.
volute,False,volere,verb,wanted (feminine plural),"desire,requests",,,feminine,plural,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses,Le condizioni volute non si sono verificate.,The desired conditions did not occur.
voglio,False,volere,verb,I want,"desire,requests",,1s,,singular,indicative,present,False,False,False,,,,,,Io voglio un caffè.,I want a coffee.
vuoi,False,volere,verb,you want,"desire,requests",,2s,,singular,indicative,present,False,False,False,,,,,,Tu vuoi uscire?,Do you want to go out?
vuole,False,volere,verb,he/she/it wants,"desire,requests",,3s,,singular,indicative,present,False,False,False,,,,,also 'you want (formal)',Lui vuole restare.,He wants to stay.
vogliamo,False,volere,verb,we want,"desire,requests",,1p,,plural,indicative,present,False,False,False,,,,,,Noi vogliamo partire.,We want to leave.
volete,False,volere,verb,you (plural) want,"desire,requests",,2p,,plural,indicative,present,False,False,False,,,,,,Voi volete venire?,Do you (plural) want to come?
vogliono,False,volere,verb,they want,"desire,requests",,3p,,plural,indicative,present,False,False,False,,,,,,Loro vogliono cambiare.,They want to change.
volevo,False,volere,verb,I wanted,"desire,requests",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io volevo andare.,I wanted to go.
volevi,False,volere,verb,you wanted,"desire,requests",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu volevi restare.,You wanted to stay.
voleva,False,volere,verb,he/she/it wanted,"desire,requests",,3s,,singular,indicative,imperfect,False,False,False,,,,,also 'you wanted (formal)',Lui voleva parlare.,He wanted to speak.
volevamo,False,volere,verb,we wanted,"desire,requests",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi volevamo imparare.,We wanted to learn.
volevate,False,volere,verb,you (plural) wanted,"desire,requests",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi volevate restare.,You (plural) wanted to stay.
volevano,False,volere,verb,they wanted,"desire,requests",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro volevano aiutare.,They wanted to help.
ho voluto,False,volere,verb,I have wanted / I wanted,"desire,requests",,1s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,uses auxiliary 'avere'; no agreement with subject gender/number,Io ho voluto venire.,I have wanted to come.
ho voluto,False,volere,verb,I have wanted / I wanted,"desire,requests",,1s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,uses auxiliary 'avere'; no agreement with subject gender/number,Io ho voluto rischiare.,I have wanted to take the risk.
hai voluto,False,volere,verb,you have wanted / you wanted,"desire,requests",,2s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,uses auxiliary 'avere'; no agreement with subject gender/number,Tu hai voluto partire.,You have wanted to leave.
hai voluto,False,volere,verb,you have wanted / you wanted,"desire,requests",,2s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,uses auxiliary 'avere'; no agreement with subject gender/number,Tu hai voluto venire.,You have wanted to come.
ha voluto,False,volere,verb,she has wanted / she wanted,"desire,requests",,3s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,uses auxiliary 'avere'; no agreement with subject gender/number; also 'you (formal)',Maria ha voluto cambiare.,Maria has wanted to change.
ha voluto,False,volere,verb,he has wanted / he wanted,"desire,requests",,3s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,uses auxiliary 'avere'; no agreement with subject gender/number; also 'you (formal)',Luca ha voluto parlare.,Luca has wanted to speak.
abbiamo voluto,False,volere,verb,we have wanted / we wanted,"desire,requests",,1p,feminine,plural,indicative,passato_prossimo,False,False,True,,,,,uses auxiliary 'avere'; no agreement with subject gender/number,Noi abbiamo voluto cambiare.,We have wanted to change.
abbiamo voluto,False,volere,verb,we have wanted / we wanted,"desire,requests",,1p,masculine,plural,indicative,passato_prossimo,False,False,True,,,,,uses auxiliary 'avere'; no agreement with subject gender/number,Noi abbiamo voluto aiutare.,We have wanted to help.
avete voluto,False,volere,verb,you (plural) have wanted / you (plural) wanted,"desire,requests",,2p,feminine,plural,indicative,passato_prossimo,False,False,True,,,,,uses auxiliary 'avere'; no agreement with subject gender/number,Voi avete voluto partecipare.,You (plural) have wanted to participate.
avete voluto,False,volere,verb,you (plural) have wanted / you (plural) wanted,"desire,requests",,2p,masculine,plural,indicative,passato_prossimo,False,False,True,,,,,uses auxiliary 'avere'; no agreement with subject gender/number,Voi avete voluto venire.,You (plural) have wanted to come.
hanno voluto,False,volere,verb,they have wanted / they wanted,"desire,requests",,3p,feminine,plural,indicative,passato_prossimo,False,False,True,,,,,uses auxiliary 'avere'; no agreement with subject gender/number,Le donne hanno voluto partecipare.,The women have wanted to participate.
hanno voluto,False,volere,verb,they have wanted / they wanted,"desire,requests",,3p,masculine,plural,indicative,passato_prossimo,False,False,True,,,,,uses auxiliary 'avere'; no agreement with subject gender/number,Gli uomini hanno voluto partecipare.,The men have wanted to participate.
