term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
panificio,True,panificio,bakery,noun,bakery,"Food & Drink,Shopping & Retail,Objects & Things",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco un panificio vicino.,I am looking for a bakery nearby.,eece5ef3c06eee8064cf6ebcadefabfc8c9224e3eaac214aa8d518c6e3b59d83,1200.0,41b3288dd502d17a188dbd23931428b9427cc4bc698f8678549ff8e77af63d33,1608.0,pah-nee-FEE-choh
un panificio,False,panificio,bakery,noun,a bakery,"Food & Drink,Shopping & Retail,Objects & Things",,,masculine,singular,,,False,False,False,indefinite,un,un,,regular indefinite article,Ho comprato il pane in un panificio.,I bought bread in a bakery.,bf24247786a66ffb7a128e728bbdb00759c3ffa4efe602d10c04e189e0dd28d3,1320.0,122e721b8518f2d4d0bf37257201645a6939aa3d58d041747d653032c1de70d9,1776.0,OON pah-nee-FEE-choh
il panificio,False,panificio,bakery,noun,the bakery,"Food & Drink,Shopping & Retail,Objects & Things",,,masculine,singular,,,False,False,False,definite,il,il,,,Il panificio apre alle sette.,The bakery opens at seven.,4fa07b0c36488b4f6349c0ddc8941b40aace06fb9a0a0ca6c0c2c37813892d15,1320.0,d9b5419d8c738e4f24118f215029ade15940b83a801bddca150c0650c73515cf,1800.0,EEL pah-nee-FEE-choh
panifici,False,panificio,bakery,noun,bakeries,"Food & Drink,Shopping & Retail,Objects & Things",,,masculine,plural,,,False,False,False,,,,,plural form,Panifici artigianali sono apprezzati.,Artisanal bakeries are appreciated.,09d51c6e6846baf57c4d28ca236705aa2d0314e60709366aeb98d9f627211a12,1296.0,c573ecdd1a3703980f45069d697739b5fa739cdc649cbbe3e90f2efe3f9c2492,1608.0,pah-nee-FEE-ch
i panifici,False,panificio,bakery,noun,the bakeries,"Food & Drink,Shopping & Retail,Objects & Things",,,masculine,plural,,,False,False,False,definite,i,i,,,I panifici chiudono la domenica.,The bakeries close on Sunday.,517a9ec9ce014677b8e7691dc4a5997a851fc015b3257c7cde56c049765ba745,1416.0,c6a8445bb76cbc7bcf5c2322df5b588fe053b44651b3bed32404caa0484606e7,1728.0,EE pah-nee-FEE-ch
dei panifici,False,panificio,bakery,noun,some bakeries,"Food & Drink,Shopping & Retail,Objects & Things",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho visitato dei panifici durante il viaggio.,I visited some bakeries during the trip.,64a4c3c36173ea7114485520731b5c4609079e69b7e835b438d6b66d4fc83c7a,1560.0,ab86e2fd4fc952a4883cc1204ef60dd02401503189509a88cee82a788a99aedc,1872.0,DAY pah-nee-FEE-ch
del panificio,False,panificio,bakery,noun,of the bakery,"Food & Drink,Shopping & Retail,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,L'aroma del panificio è forte.,The smell of the bakery is strong.,9da39dfc828d45059faf6699a20e8855f98be10ee78df0c11738966291eac267,1416.0,ac534331ac2d70bfbebc2fa5483215b8193adc5b8c929616d0dba1624149e52d,1872.0,DEHL pah-nee-FEE-choh
al panificio,False,panificio,bakery,noun,to the bakery,"Food & Drink,Shopping & Retail,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Domani vado al panificio.,I am going to the bakery tomorrow.,fb162419a7e49b264c17f87bcf22c7efd1a5fc31e10e6fa9af3f0b4d667b2b04,1440.0,3346d17ac5bd2725e97cdfb88a4fa55434acefaabd6f91d39be1f2dae3e0e877,1776.0,AHL pah-nee-FEE-choh
ai panifici,False,panificio,bakery,noun,to the bakeries,"Food & Drink,Shopping & Retail,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Andiamo ai panifici del centro.,We go to the downtown bakeries.,271bab92e31cba3a85429a02edfb2539400a865782834ced5431478cf5660491,1536.0,3d9a3178289c299841328fa254aec7d39e741d541b25379c4c74578293d33f47,1800.0,EYE pah-nee-FEE-ch
dal panificio,False,panificio,bakery,noun,from the bakery,"Food & Drink,Shopping & Retail,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Sono appena uscito dal panificio.,I just left the bakery.,f5f517bdba828a7a4e011df4a3af2e0244e189ab052b3a7e77973e4b5c135978,1488.0,c836a6c243e72e3f93e01986acc0b4f23a5499dedf3b084890fc718c89f1c165,1896.0,DAHL pah-nee-FEE-choh
