term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
piazza,True,piazza,square,noun,square,"places,travel",,,feminine,singular,,,False,False,False,,,,,common feminine noun,La piazza è affollata.,The square is crowded.,c901f18e4ecd251eee68b03567e8a71a14e1b2c36f88f77ae12b678191c283d3,1152.0,38246a6289da70d21ce5d6e31eadc42012519678d2ae775737c96a6eabdbb192,1344.0
una piazza,False,piazza,square,noun,a square,"places,travel",,,feminine,singular,,,False,False,False,indefinite,una,una,,indefinite article feminine,Conosco una piazza carina.,I know a nice square.,c9beca2eaa104fa358517cafe34a7c7cd5ad583b562451cffda9d7532eb466b9,1248.0,fee539ab427f010f4ae98b58f9af76c820ff158ecb68931698c56234a6fb60f5,1632.0
la piazza,False,piazza,square,noun,the square,"places,travel",,,feminine,singular,,,False,False,False,definite,la,la,,definite article feminine,La piazza è il cuore della città.,The square is the heart of the city.,1a62a96d6abf5bab7aeaec7401d193b3778acd32d4e7f2776c993d46708d75d7,1296.0,4b0edc46f8f72cbbdc516f76fab4fcadddab7934942bbd3188c99f3faf86c2b7,1560.0
piazze,False,piazza,square,noun,squares,"places,travel",,,feminine,plural,,,False,False,False,,,,,plural form,Piazze storiche attirano turisti.,Historic squares attract tourists.,6771f0a87b3d4f66675f7351c51b857e6c62d383d2e7de64c00dea73b14546c0,1272.0,db06e04bce043ddc6579890386c5e8b418b5a280af375ad7508c55accbd4a0b7,1320.0
le piazze,False,piazza,square,noun,the squares,"places,travel",,,feminine,plural,,,False,False,False,definite,le,le,,definite plural,Le piazze sono piene oggi.,The squares are full today.,7bae686ff709a76b55c975de933b6dcb61667956c0c1e1d0332bd9305719bd4d,1392.0,3ca6ad02c02de0553c705e9c3d28da0164a52689b9d2b640086deb05af20ab5b,1512.0
delle piazze,False,piazza,square,noun,some squares,"places,travel",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural; contraction of di + le,Ho visitato delle piazze interessanti.,I visited some interesting squares.,5840ef96a32e6fe7e00ee7715343dd1e7e6bbd80a98629317f2487e2b7f75058,1512.0,495698114f53ddb533c7f9d937baedb44b03f8407567938118ced13d8695b04a,1728.0
della piazza,False,piazza,square,noun,of the square,"places,travel",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il nome della piazza è antico.,The name of the square is old.,0405f77bd0d915cd3d87c1a623522ba9115bde7818c6ac0fffb06b273d22abec,1392.0,b263bc550d4ae50b08ab003e0236251642683c51a6e67b3bb755346a49d8201f,1728.0
alla piazza,False,piazza,square,noun,to the square,"places,travel",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Andiamo alla piazza principale.,We are going to the main square.,edde1d936fa728f67d769528190f3c9db90b2b826f1489114c4e28d2feac51c1,1392.0,e449e4c2b57d0842ac934d57ac9877fa217eda71f0f9eb353888a5265302372c,1656.0
alle piazze,False,piazza,square,noun,to the squares,"places,travel",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Ci sono concerti alle piazze cittadine.,There are concerts at the city squares.,7922e6b7622a2ab9407934aae6e8b8d6855f56c74942848e4d58a00aa434f21b,1512.0,9a7b1e15ce4dbf2918930a1c6a981e2f0b2b62ff7e71710b9ea56203407f9aa2,1632.0
dalla piazza,False,piazza,square,noun,from the square,"places,travel",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Sono partita dalla piazza stamattina.,I left from the square this morning.,cfd26c85309eac08e4ffbda67b5ac6de4f427f51b70320aa5ac81b47dc57c3aa,1464.0,403cb4f96c92dfb4f4d397db7ac60b379e1e0a73f97afb3deffd4e6f1835f18d,1728.0
