term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
barbiere,True,barbiere,barber,noun,barber (masculine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,masculine,singular,,,False,False,False,,,,,masculine dictionary form; feminine 'barbiera'; feminine plural 'barbiere',Cerco barbiere bravo.,I am looking for a good barber.,a6bb7f3e01fb7566bc074b2dcc0c738e2e9725f9d8d78cc0eb378fccc61f2665,2136.0,604e6ba16642d34721cf35460eb0fe1a9d90a2ba4f74000f649b393ce49470b9,1488.0,bahr-BYEH-reh
un barbiere,False,barbiere,barber,noun,a barber (masculine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Conosco un barbiere economico.,I know an inexpensive barber.,b29427d41a3446758969636fc7d9221a06de31a013ddcb7c3f77bcfa50b07755,2256.0,597d496706738cfee746f4533197bd7aa016485755ee7b94e453476bebab9eb2,1584.0,OON bahr-BYEH-reh
il barbiere,False,barbiere,barber,noun,the barber (masculine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,masculine,singular,,,False,False,False,definite,il,il,,,Il barbiere apre alle nove.,The barber opens at nine.,27eabe530307726c20f6aac0cb771a46ea7e09415e4e1008b202705a3a35839a,2280.0,058f525babd5b7466a6d1bdb0c036473b213874f73270d537e3bcd175374aa21,1608.0,EEL bahr-BYEH-reh
barbieri,False,barbiere,barber,noun,barbers (masculine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,masculine,plural,,,False,False,False,,,,,plural form,Barbieri bravi sono richiesti.,Good barbers are in demand.,79c73e8b999eed2439e7534420c99abd5f12d4cf9c84725a37cf140f64b8e9c8,2256.0,d3f002ba724275842073a8e5227c8442da860757305642c6eb0e13d13a71092a,1488.0,bahr-BYEH-ree
i barbieri,False,barbiere,barber,noun,the barbers (masculine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,masculine,plural,,,False,False,False,definite,i,i,,,I barbieri del quartiere sono gentili.,The neighborhood barbers are kind.,aec7b46e587b06468a82b701683ea48bb8288ad7ca634ebdebecb7863aa463d8,2400.0,71e4c325df52a325cf6002be84d5e6d2fb98e832e21ca33dc830f69f8e8148bb,1536.0,EE bahr-BYEH-ree
dei barbieri,False,barbiere,barber,noun,some barbers (masculine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho visto dei barbieri al lavoro.,I saw some barbers at work.,35704099050eb17432935ee30b5d4d1b711b9055b77f9a5b6bd5ca75a8bad0b5,2544.0,5926592c4cdad7187fc4b5a39feca0b2141d0b49650a4419e66f4ec93e622011,1680.0,DAY bahr-BYEH-ree
del barbiere,False,barbiere,barber,noun,of the barber (masculine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il negozio del barbiere è pieno.,The barber's shop is full.,07dc72d60cfcdc2ad01d0f5da6bcf8f25118fc639456e1fdee5696c07ac42957,2400.0,516a499ae8976566abe920f1613d902a6e5c13a93838ff2737685b631b7a1e5c,1680.0,DEHL bahr-BYEH-reh
al barbiere,False,barbiere,barber,noun,to the barber (masculine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Vado al barbiere oggi.,I am going to the barber today.,18e3a26bade7f37e6ade223a5ae7111d8ebc07b6a29f9bae8bfb05b384955b60,2376.0,d0f2df58bf5eebae89a5fc1b5e1db82f95599ddcefb265ae8e9bb9503c9d891f,1608.0,AHL bahr-BYEH-reh
ai barbieri,False,barbiere,barber,noun,to the barbers (masculine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Parlo ai barbieri prima.,I speak to the barbers first.,7c0ca318ac3da6a46c03125bba93899e815d28da8494e049a478773d46cc361c,2496.0,53f92460b7b655541c0e4ed05be9374ee00b638a198cff59ddfb45e9a7159e52,1608.0,EYE bahr-BYEH-ree
dal barbiere,False,barbiere,barber,noun,from the barber (masculine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Taglio i capelli dal barbiere.,I get my hair cut at the barber's.,fd8c695ffbeea04cfa2c0d890642e9c8f911557bd587abe6c3dacf277bd35254,2472.0,f7234563c32fe922ae5cd66f16290d96bdd43f9f2c81dfef1ecc2b34cd14ea13,1704.0,DAHL bahr-BYEH-reh
dai barbieri,False,barbiere,barber,noun,from the barbers (masculine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Andiamo dai barbieri del centro.,We go from the downtown barbers.,9405c5b94a546a10e031f376d96505649e1f2e6284846803acc01135f2ba6fec,2568.0,fcf3bbb1a3dadf5c2ce315e23eb419a8e8c418fab70c35bfa6e6ec0d77ea0565,1680.0,DEYE bahr-BYEH-ree
nel barbiere,False,barbiere,barber,noun,in the barber (masculine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Aspetto nel barbiere.,I wait in the barber's.,2c589ca466eff0484d10cc5987f0d0f710fcb85c062f3c4014be86885b8bc539,2376.0,44b2c2ed79b7783f8abfc5ca77d037bbadece86a190c92c7ad4e8ca7afccb8d1,1704.0,NEHL bahr-BYEH-reh
nei barbieri,False,barbiere,barber,noun,in the barbers (masculine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Non si fuma nei barbieri.,You cannot smoke in barbers.,bf716a3456eb10bb16439e518547d854e1aee3b964631f665997ec79fde716da,2496.0,3df147fefe91ffcb1c6ae503d037258088b816603dd29abbbaaef38d3efd274f,1680.0,NAY bahr-BYEH-ree
sul barbiere,False,barbiere,barber,noun,about the barber (masculine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Leggo un articolo sul barbiere.,I read an article about the barber.,8cc7d283a5e62252c7066e8848fc12c124bd20d145997b447ce5f0fe659d27b7,2544.0,93727c0eace21d673c2f3c47c096928360abb8107bfedb4843daa9791789c260,1752.0,SOOL bahr-BYEH-reh
sui barbieri,False,barbiere,barber,noun,about the barbers (masculine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ho dati sui barbieri locali.,I have data about local barbers.,0679a14ef29b95cba17dd9a6061471d17e2c3af0343a2c58941740a646ec7389,2664.0,369078c276bf3e472003fe9fd158071dfa48231cac50a3255a4b9fb5bd1f89e3,1800.0,SWEE bahr-BYEH-ree
col barbiere,False,barbiere,barber,noun,with the barber (masculine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Parlo col barbiere.,I talk with the barber.,6f8f280250161c8e16d23791518476862bc601f674ca10a070188bf24077387c,2424.0,5478096c51160108f302c65324de4a5f8453d03766e5ae9f9a0b26ca7a44d521,1680.0,KOHL bahr-BYEH-reh
coi barbieri,False,barbiere,barber,noun,with the barbers (masculine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Lavoriamo coi barbieri.,We work with the barbers.,683438e1ddb5ba6f774234b83058b2d9f56f8fc355ef03671680fba4309a87ea,2544.0,5331ab8ee31f45ba3769b14a73549d83bb24a0e24549f3383eeec6cf7343bc46,1704.0,KOY bahr-BYEH-ree
barbiera,False,barbiere,barber,noun,barber (feminine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,feminine,singular,,,False,False,False,,,,,feminine form,Cerco barbiera esperta.,I am looking for an experienced female barber.,7b1ed8ed024d8b64f291eb8363a8607bee023db3fb10d88855356dc2a0dcf2c7,1968.0,990a1cc73eda5f4108781eb4ee3a58e84b4708dab9f75f58f34deaf5573bcd57,1488.0,bahr-BYEH-rah
una barbiera,False,barbiere,barber,noun,a barber (feminine),"Professions & Occupations,Verbs & Actions,Spotify Lessons",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Conosco una barbiera bravissima.,I know a very skilled female barber.,83a0dcdb0725f9624c384828a82a73a68fc37f8a4d254703ae12cf0aca9a9f4d,2064.0,8ba60efa0b467f9afd631cbfaca96259f86165157c7f38416ff880a0d1e2ab07,1728.0,OO-nah bahr-BYEH-rah
