term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
buonanotte,True,buonanotte,good night,noun,good night,"Time & Temporal,Greetings & Courtesy,Objects & Things,Qualities & Descriptions",,,feminine,singular,,,False,False,False,,,,,used mainly as a greeting; also written as 'buona notte',Buonanotte!,Good night!,c302c9352c3cd3e1c252a6ec05465bef90ff40908d159f1269687a50627d5f86,1224.0,ba218e7d1eb7d6b4bf012f8e138a92872da7349b831a1e82c9c128d55875fc2b,1608.0,bwoh-nah-NOHT-teh
una buonanotte,False,buonanotte,good night,noun,a good night,"Time & Temporal,Greetings & Courtesy,Objects & Things,Qualities & Descriptions",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Mi dai una buonanotte?,Will you give me a good night?,71c25704a1d6dddf4d815c9bc4b0dcca956bbe2edca46e23566a05dc4fc06db9,1368.0,fd73fd3ff6448eb62698a6c6edd6b9f65c8a9591c38b6c80288253530f39d9e6,1872.0,OO-nah bwoh-nah-NOHT-teh
la buonanotte,False,buonanotte,good night,noun,the good night,"Time & Temporal,Greetings & Courtesy,Objects & Things,Qualities & Descriptions",,,feminine,singular,,,False,False,False,definite,la,la,,,La buonanotte del papà è dolce.,The good night from Dad is sweet.,f6e991ae31c72ebfdb76fae7ddce9736a17ae04e3f6cbe3cca225b2e6d3cc7ba,1368.0,5f49d747591a5be7beb95bec9aa44f852e9dfbe96f0a4b9d163a23d7da622621,1800.0,LAH bwoh-nah-NOHT-teh
buonanotti,False,buonanotte,good night,noun,good nights,"Time & Temporal,Greetings & Courtesy,Objects & Things,Qualities & Descriptions",,,feminine,plural,,,False,False,False,,,,,rare plural,Ci scambiamo buonanotti ogni sera.,We exchange good nights every evening.,b18b8e6d1fdfb9481631b2438d7902ff4cceab2dd33f3f544f22272b54b26830,1368.0,70af7da3471b47856f8b6100a749af9a9eda284bb37a774e2e1f2e2f33e68ad6,1656.0,bwoh-nah-NOHT-tee
le buonanotti,False,buonanotte,good night,noun,the good nights,"Time & Temporal,Greetings & Courtesy,Objects & Things,Qualities & Descriptions",,,feminine,plural,,,False,False,False,definite,le,le,,rare plural,Le buonanotti in famiglia sono un rito.,The good nights in the family are a ritual.,4b682f5919d2b85f1636c32391afc8685903e905c6e7a64d508a8de6a9e64a8f,1464.0,913e0c695ac862a8e1067e607ee46387fa62965798cc2e1ad0097036fd11cb95,1824.0,LEH bwoh-nah-NOHT-tee
delle buonanotti,False,buonanotte,good night,noun,some good nights,"Time & Temporal,Greetings & Courtesy,Objects & Things,Qualities & Descriptions",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ci siamo detti delle buonanotti rapide.,We said some quick good nights to each other.,95dfd43c76ed9169614de12e1f9016920d2b42b83e4d33ab3e9773ce6a1912e0,1608.0,c77d2574604fa79eba28d53f74b6d4fd595c69c2c0931ee1b81289d0fba42734,1992.0,DEH-lleh bwoh-nah-NOHT-tee
della buonanotte,False,buonanotte,good night,noun,of the good night,"Time & Temporal,Greetings & Courtesy,Objects & Things,Qualities & Descriptions",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Ricordo la dolcezza della buonanotte.,I remember the sweetness of the good night.,02f80ae27d7b58dd6bd61f909a0e0837f4eebf3fafe2326bafbf819d49d5e1c7,1488.0,73b2a3355b1be4c6ff105b835e9aa431c6fee539854b22a81f677f15932bfd7f,1968.0,DEH-llah bwoh-nah-NOHT-teh
alla buonanotte,False,buonanotte,good night,noun,to the good night,"Time & Temporal,Greetings & Courtesy,Objects & Things,Qualities & Descriptions",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Sono abituato alla buonanotte dei genitori.,I am used to the parents' good night.,6ea138587d4f81b799dbc82430f77b9a1b24f9a6e5e08d3087f32dd921b41915,1464.0,146c90c5ce26f8870c6fa425908d39ff22766f35d6ac9724a104f1351c4df242,1896.0,AH-llah bwoh-nah-NOHT-teh
dalla buonanotte,False,buonanotte,good night,noun,from the good night,"Time & Temporal,Greetings & Courtesy,Objects & Things,Qualities & Descriptions",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Dalla buonanotte capisco che è stanco.,From the good night I understand he is tired.,589469f4a943686cc634d47eccd6f305972e5700eac41c186d1df45f897cdaba,1560.0,6e4c3f2f1fe64a3d566078854e2cea896486ce791adefd159dadc18b8864bc90,1968.0,DAH-llah bwoh-nah-NOHT-teh
nella buonanotte,False,buonanotte,good night,noun,in the good night,"Time & Temporal,Greetings & Courtesy,Objects & Things,Qualities & Descriptions",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,C'è calma nella buonanotte del paese.,There is calm in the town's good night.,0c0a49dd388d0f65c39170cc959f8047dc9d126139b232baf18e51f42b4d2de9,1488.0,f500cb575b7f15ef02f1f2b9e9c8b73550d024443caebdb026eca01c0537d85a,1992.0,NEH-llah bwoh-nah-NOHT-teh
sulla buonanotte,False,buonanotte,good night,noun,on the good night,"Time & Temporal,Greetings & Courtesy,Objects & Things,Qualities & Descriptions",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Hanno scritto un messaggio sulla buonanotte.,They wrote a message on the good night.,280c83c569edd1cac926830b446db1d7db39e617d9d7ad587a2ba6ddb93fea19,1488.0,bbaaa9ecaa26b655f8a653d91e2c7e227f14cd327b8bba4c7e49767eca652826,2040.0,SOO-llah bwoh-nah-NOHT-teh
con la buonanotte,False,buonanotte,good night,noun,with the good night,"Time & Temporal,Greetings & Courtesy,Objects & Things,Qualities & Descriptions",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction with con,Con la buonanotte chiudo la giornata.,With the good night I end the day.,fcd9810376033e47ab9bf264575d18abb02773c735fb3906bd7554e6b5878df3,1536.0,a76cd244bd5de524c52970f18c8eb83df98fbfb7c42141bb4947b4446e80bdbf,1968.0,KOHN LAH bwoh-nah-NOHT-teh
delle buonanotti,False,buonanotte,good night,noun,of the good nights,"Time & Temporal,Greetings & Courtesy,Objects & Things,Qualities & Descriptions",,,feminine,plural,,,False,False,False,articulated_preposition,le,delle,di,contraction of di + le,Dalle foto ricordo i toni delle buonanotti.,From the photos I remember the tones of the good nights.,54341a04d5d4c4c8145d56bf1880af8d9396e4b5d794dda146844447d7e228d5,1608.0,c77d2574604fa79eba28d53f74b6d4fd595c69c2c0931ee1b81289d0fba42734,1992.0,DEH-lleh bwoh-nah-NOHT-tee
alle buonanotti,False,buonanotte,good night,noun,to the good nights,"Time & Temporal,Greetings & Courtesy,Objects & Things,Qualities & Descriptions",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Non sono abituato alle buonanotti rumorose.,I am not used to the noisy good nights.,050c79f25d8f035acbada8ddca2e2f79fc521085e90562736f9443c6f8f87ead,1584.0,079e106a1f906129b8f709b43a4e72f0320b6d464fe9fa19739a734826484ee3,1920.0,AH-lleh bwoh-nah-NOHT-tee
dalle buonanotti,False,buonanotte,good night,noun,from the good nights,"Time & Temporal,Greetings & Courtesy,Objects & Things,Qualities & Descriptions",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Dalle buonanotti capiamo l'affetto.,From the good nights we understand the affection.,2a9acc12532de374bb55171c6fa9ed3eacd80524c5138710c462e0bcf1bce5db,1680.0,164ce6315d4c5f8e23b1e60338e99e0595c2016d1f9217bcd102efc7015f1291,2016.0,DAH-lleh bwoh-nah-NOHT-tee
nelle buonanotti,False,buonanotte,good night,noun,in the good nights,"Time & Temporal,Greetings & Courtesy,Objects & Things,Qualities & Descriptions",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Nelle buonanotti di agosto c'è silenzio.,In the August good nights there is silence.,44ab03cc03c6d6b373eda3c591dd39ca9f77a704d71f45cbc6fd8ef8fa568074,1608.0,66b55785751d0bdcd9ec903f197e2205aeb8d45978853906c7511ab2d0099efd,2016.0,NEH-lleh bwoh-nah-NOHT-tee
sulle buonanotti,False,buonanotte,good night,noun,on the good nights,"Time & Temporal,Greetings & Courtesy,Objects & Things,Qualities & Descriptions",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Discutiamo spesso sulle buonanotti frettolose.,We often discuss the hurried good nights.,0dd166a0c10a9bacfc48cd49e089def51a35200dbc679586a378f838f11404e4,1608.0,5386b77060433541a2f703e7465b201b9e32c1c6f174fe7d977f9f8b7efd4306,2064.0,SOO-lleh bwoh-nah-NOHT-tee
con le buonanotti,False,buonanotte,good night,noun,with the good nights,"Time & Temporal,Greetings & Courtesy,Objects & Things,Qualities & Descriptions",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction with con,Con le buonanotti dei nonni i bimbi si calmano.,With the grandparents' good nights the children calm down.,50988e347a2880a33330e69201de22f0797b656b6a581dba34a4b9df5514c44e,1656.0,d9e7d35ab520b49c2b47b18970f450b80e25760e6e2a277b46fb15bdbc747f1e,2016.0,KOHN LEH bwoh-nah-NOHT-tee
