term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
dolce,True,dolce,sweet,noun,dessert,"Food & Drink,Objects & Things",,,masculine,singular,,,False,False,False,,,,,can mean dessert or sweet confection,Ho preparato un dolce.,I made a dessert.,a4c7a01ec5bc6d6a8716f37fee48a9db1db1e8117b28bfc0c8cd6a7aa305bef5,1152.0,1a1b505eae7f69fca9e88b14042aff3e4eda8db1c6c88df481d8d458420a0281,1344.0,DOHL-cheh
un dolce,False,dolce,sweet,noun,a dessert,"Food & Drink,Objects & Things",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Vorrei un dolce.,I would like a dessert.,6d4a3ded3a90f2bf9dfdc9831abefe5a58ff967e565e8916cd74d146ed1bb2a4,1248.0,526c64d8198a603a98aa1e03d49bfaf3eb9f20a48046a024d5a62ce3c425e7b7,1464.0,OON DOHL-cheh
il dolce,False,dolce,sweet,noun,the dessert,"Food & Drink,Objects & Things",,,masculine,singular,,,False,False,False,definite,il,il,,,Il dolce è sul tavolo.,The dessert is on the table.,05bfe9f3197c4661bdc526b53b0d616194fb2ebce0ea8dc9332faf997b0deab1,1272.0,95d3dedec1d82a765f702c44e295d62bdad98754979e30825b01489d2ea357db,1488.0,EEL DOHL-cheh
dolci,False,dolce,sweet,noun,desserts,"Food & Drink,Objects & Things",,,masculine,plural,,,False,False,False,,,,,,Ci sono dolci nel frigo.,There are desserts in the fridge.,808aa9079b37688df8f306fcd1f288a5bcdb1cf72d2e75a1b80d82d8d5410469,1272.0,bd9d81f920868a5c37ad2f9968861263442b02c7667b760e167bfc18aacb43a9,1344.0,DOHL-ch
i dolci,False,dolce,sweet,noun,the desserts,"Food & Drink,Objects & Things",,,masculine,plural,,,False,False,False,definite,i,i,,,I dolci sono pronti.,The desserts are ready.,2c72299cd0208965a7c93df162516daa47575d67952818ad4ba37990c5beafab,1392.0,21801bf065a4c7df29b2786584ca92bfa2ea8e8e93540860af3cc312351a8e10,1416.0,EE DOHL-ch
dei dolci,False,dolce,sweet,noun,some desserts,"Food & Drink,Objects & Things",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho assaggiato dei dolci.,I tasted some desserts.,76240887bc4ab7404d52f3010fb6e4c673d3dc141b4afae66c408eb1236ee0ac,1536.0,ded44f553437b2f6cb66ad8fb8a3fe7a8adef5cdebc3e1551becabb85e5362d7,1560.0,DAY DOHL-ch
del dolce,False,dolce,sweet,noun,of the dessert,"Food & Drink,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il sapore del dolce è buono.,The taste of the dessert is good.,03f4d0746c354557076935634a636c0b31fdda511ff2d58b2eb3bc9d4d0833b3,1392.0,411904eeccf2703ea29a43c62b5b1e3b2ffaa751dcffa32891b4f428a80258dd,1560.0,DEHL DOHL-cheh
al dolce,False,dolce,sweet,noun,to the dessert,"Food & Drink,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Passiamo al dolce.,Let's move on to the dessert.,c7b8bb82bf26f6a33fbdebe5d017d3e6c3e84f7ae5f7606ccec2713817fc6559,1368.0,ccf1a7b367aa636bc824bbd5e930d22200852440871eed5d0cefda0898fa2841,1488.0,AHL DOHL-cheh
ai dolci,False,dolce,sweet,noun,to the desserts,"Food & Drink,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Non sono abituato ai dolci.,I am not used to sweets.,eff556863a7d3536b3b97f1bedcd756eae8ad9744effbf73749372180aab4aa5,1488.0,f110cc5b7b69a066ac4f6b280303c2ad4a725544e5d19a76e99d725083030648,1488.0,EYE DOHL-ch
dal dolce,False,dolce,sweet,noun,from the dessert,"Food & Drink,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Prendo un cucchiaino dal dolce.,I take a spoonful from the dessert.,0853c6d116256b9f43c83706a199293a8e1ac9f5bfdadd799405288c198514bc,1464.0,20983ddd7e3d58ee898327e76d09d75b542416338d04bf18b0bba08a6126ee8e,1584.0,DAHL DOHL-cheh
