term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
tegola,True,tegola,roof tile,noun,roof tile,"home,construction",,,feminine,singular,,,False,False,False,,,,,base lemma,Cerco tegola nuova.,I am looking for a new roof tile.,06ca6b559d996bff83590ac782b60d35b6cde17bd4cbdf36f427c8ee696826e5,d16310af240577168420a20e14744c4d0b2164a2a9b46eb9f25f7a00ce5326aa,1272.0,1296.0
una tegola,False,tegola,roof tile,noun,a roof tile,"home,construction",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Ho bisogno di una tegola.,I need a roof tile.,fcd1c329206cee51d8aab9fde51308c6533a74bffecfba8931212350d78781ed,c4ad9682ac2fb731e91765ce88ffeed8870fa95f39e442abda5ac727786bf963,1392.0,1608.0
la tegola,False,tegola,roof tile,noun,the roof tile,"home,construction",,,feminine,singular,,,False,False,False,definite,la,la,,,La tegola è rotta.,The roof tile is broken.,2d903772e8c24bce9eec642ebdb9e014574e16fb2384bc0a6604324cb06fa2c1,1ffa341fa5229e4f80e2496dea219069313f6651f662a68db6e7d1d5eff96a15,1440.0,1536.0
tegole,False,tegola,roof tile,noun,roof tiles,"home,construction",,,feminine,plural,,,False,False,False,,,,,plural form,Mancano tegole sul tetto.,Tiles are missing on the roof.,8b3f069a80c1877dd7be51239199e19432fd2597894d63ff350ea1b724b707a8,0761df0ac01da24e0b65053292a2da7596548258274a48fc87611a20a510240d,1440.0,1296.0
le tegole,False,tegola,roof tile,noun,the roof tiles,"home,construction",,,feminine,plural,,,False,False,False,definite,le,le,,,Le tegole sono scivolate.,The roof tiles slid.,6ab04a3cddf4d7a8929707e176e3e4c2d5d14bc2f3df748cd5e7a26f614ebefa,9119827bba1f8cf804a4715dd164760b947a3656afc7ac07e01a6f775a312adc,1608.0,1512.0
delle tegole,False,tegola,roof tile,noun,some roof tiles,"home,construction",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Compriamo delle tegole.,We are buying some roof tiles.,e099b91907ad0cc307ee25546d5ec108428698e35898d5f9b3dd4cae291afbaf,472532b7501403cf2259dad83b3e1ab1aaed1c8b320d97208f32f278e8a1b11f,1728.0,1704.0
della tegola,False,tegola,roof tile,noun,of the roof tile,"home,construction",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il colore della tegola è chiaro.,The color of the roof tile is light.,14d1511f84a337109cb979265dff07a0d28f222424e9ba80a993ebf9eda65adf,2dcaed7a5a44fa482decd8c6637e2387758ec895b383696508f967280d536a75,1560.0,1728.0
alla tegola,False,tegola,roof tile,noun,to the roof tile,"home,construction",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Metto il sigillante alla tegola.,I apply sealant to the roof tile.,ed67a42593678faf0c8d86702cc58c1dd0ce8a8e8e85371a71e42bf6c6ffb3e5,47192ed8cdade70a8b830256318142c4b00b6eeb5ae0b6704f691af640cfc35f,1560.0,1632.0
dalla tegola,False,tegola,roof tile,noun,from the roof tile,"home,construction",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,L'acqua cola dalla tegola.,Water drips from the roof tile.,051ff83e937ac2f60d1e754e0fdd000753c04755f102a2302c1e690c95638d53,15b5704a75b4fab66d5add648d1beba6a6574d9caf4d68e67fe173116c107e00,1632.0,1728.0
nella tegola,False,tegola,roof tile,noun,in the roof tile,"home,construction",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,C'è una crepa nella tegola.,There is a crack in the roof tile.,aafce1fe8152daa274de4e3dffb1e4b97f7671591659e1f52e5beb6fae05e08c,7537f547471a6db14e70fb4bf27a852948425f82ccfcb5ecc4117f2398c7148c,1560.0,1728.0
