term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
lista,True,lista,list,noun,list,"Objects & Things,Communication & Media,Spotify Lessons",,,feminine,singular,,,False,False,False,,,,,base lemma,La lista è pronta.,The list is ready.,0688ffd7cfa2548a2b965d32bd3a00d333c8495e7437dd7d3c4c15d7af49e767,1056.0,82c7f4baa37b8b71fcda52b66ada298f204ca1f2a3fbffc6ef3f3a252feb272f,1320.0,LEES-tah
una lista,False,lista,list,noun,a list,"Objects & Things,Communication & Media,Spotify Lessons",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Ho una lista di cose da fare.,I have a list of things to do.,f275f2be0a8c87be2aa5a998b59efea39add5ad1609556c7f1904f72b96b7f71,1176.0,7d913c7d552a3d3b261a0ca43fbd64bb34d9772e737644a514220d0a1f61f50a,1512.0,OO-nah LEES-tah
la lista,False,lista,list,noun,the list,"Objects & Things,Communication & Media,Spotify Lessons",,,feminine,singular,,,False,False,False,definite,la,la,,,La lista è sul tavolo.,The list is on the table.,2820dfb898c2cbbcefd7b0acb008ff70f28d67a0458bcef056d6c981e038fec3,1200.0,4f6e07562ea75b9385ded3c06b3925bd3d109b88b30c3e2b78e835710fe27ec3,1464.0,LAH LEES-tah
liste,False,lista,list,noun,lists,"Objects & Things,Communication & Media,Spotify Lessons",,,feminine,plural,,,False,False,False,,,,,plural form,Le liste sono aggiornate.,The lists are updated.,425399579fc7d523891bcadc56023abd14b949be068f33ab937cf3cff9a04984,1176.0,bd82c4706e212fad88f2c25d1a4f8e3d797b37e5a81c6294820b1358f25058d9,1296.0,LEES-teh
le liste,False,lista,list,noun,the lists,"Objects & Things,Communication & Media,Spotify Lessons",,,feminine,plural,,,False,False,False,definite,le,le,,,Le liste sono aggiornate.,The lists are updated.,c121508780f4c824240117a4a753a89c37625e5021dcd32b6afc225b3756ac68,1344.0,ca899a57d1530e9ccd152e1a201c87f41a5bd5ea1379581d7614df7992764a4e,1440.0,LEH LEES-teh
delle liste,False,lista,list,noun,some lists,"Objects & Things,Communication & Media,Spotify Lessons",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho controllato delle liste.,I checked some lists.,72a9f87a022f2baf0542f07b66ccce85c9624d09833ebab6fe701c9046c54571,1464.0,41d86e3b88319e697200980dae32f175dd5ae603a98f34942fdb23d108df195c,1632.0,DEH-lleh LEES-teh
della lista,False,lista,list,noun,of the list,"Objects & Things,Communication & Media,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il titolo della lista è lungo.,The title of the list is long.,e85a1063331550b9f6830a026494fcb66cad34e3c3d2d8d3ded705f463837bda,1320.0,94e6186fdb790400a7b197f7f3ebd2b00cf2821ddf888b72ec680b9941be1f7d,1632.0,DEH-llah LEES-tah
alla lista,False,lista,list,noun,to the list,"Objects & Things,Communication & Media,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Aggiungi un elemento alla lista.,Add an item to the list.,d8274f219ad7f50af3d403c6d797c20cde2e67712eb7a0232994b5ed09220200,1320.0,f652040c40bfc7cb973cd5bc654713bb97640fa57dac68322f08125309df753d,1560.0,AH-llah LEES-tah
dalla lista,False,lista,list,noun,from the list,"Objects & Things,Communication & Media,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Ho tolto l'elemento dalla lista.,I removed the item from the list.,d28d80298753e985b72c3d0f76e3286d9c2bdce9084c9cf6dcbb44f1c5bd3023,1392.0,701e4825cb5ff4d1def2dc474a86c4b02c953f1c73e18843efe132a2a98040dd,1632.0,DAH-llah LEES-tah
nella lista,False,lista,list,noun,in the list,"Objects & Things,Communication & Media,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,C'è un errore nella lista.,There is an error in the list.,3d76a85eafdfcb85138eea2cca1ec5bc5898e0f9352326c355898b9540c92528,1320.0,8026ecf9c62148ecfb04ba4cacb576f271d0a012a131c950f9927f1cba3f275f,1656.0,NEH-llah LEES-tah
sulla lista,False,lista,list,noun,on the list,"Objects & Things,Communication & Media,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Il nome è sulla lista.,The name is on the list.,a15a05055c85a58edb189b19e96012b48696e109a672f03fa97baeee34170e2e,1344.0,e34dc24bbeea61aace3209d34c5647cc6567e7e25822d464cadda83f6f4f3c4e,1704.0,SOO-llah LEES-tah
con la lista,False,lista,list,noun,with the list,"Objects & Things,Communication & Media,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction,Lavoro con la lista.,I work with the list.,e0b5c40b4db77bad173475946e4cb47e0febb9f15c6734ace9885296983cd4b6,1368.0,cd3e0651643d8994cf2c6cd4d4cbe7bb4dc750a3a374c6805e7f1617ccd14baa,1656.0,KOHN LAH LEES-tah
alle liste,False,lista,list,noun,to the lists,"Objects & Things,Communication & Media,Spotify Lessons",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Mi riferisco alle liste.,I refer to the lists.,eb0eca6863fcebd5ecadec305d4d45856a74300573e2147676e1b140db74bef9,1440.0,f8a8d143050ece9c57813fa64a764c7b829814524ad26e2acb1d3deacc104e62,1536.0,AH-lleh LEES-teh
