term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
piccolo,True,piccolo,small/little,noun,little one,"Objects & Things,Qualities & Descriptions",,,masculine,singular,,,False,False,False,,,,,base lemma; used as a noun meaning 'little one' (child/young animal),Serve piccolo per la scena.,We need a little one for the scene.,fe55cfb0d2ed367449ce9403246642dad1181a4c77b96e9c142fbe694976ad27,b6498bb43b2d0918c2e06c27f75b2927c1cd7a498152943140924e62fdc118b6,1248.0,1368.0,peek-KOH-loh
un piccolo,False,piccolo,small/little,noun,a little one,"Objects & Things,Qualities & Descriptions",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Abbiamo adottato un piccolo.,We adopted a little one.,6620c42295b5ecc9cc44d021029cc3515330e525c03d40d001781fa13b5e597a,d0c4a1076269b00c853efe7147ccba5114d7944b5f3246bfd15922c017160708,1344.0,1584.0,OON peek-KOH-loh
il piccolo,False,piccolo,small/little,noun,the little one,"Objects & Things,Qualities & Descriptions",,,masculine,singular,,,False,False,False,definite,il,il,,,Il piccolo dorme.,The little one is sleeping.,5d811a5a8382213548e28f662e767a4e74af4d45a26e832af2a88f7e1de62291,b4d98595ee40bb94bf2d371599c24e8bf580b1028eea3fa7e1f17191a87920d9,1368.0,1584.0,EEL peek-KOH-loh
piccoli,False,piccolo,small/little,noun,little ones,"Objects & Things,Qualities & Descriptions",,,masculine,plural,,,False,False,False,,,,,plural form,Cercano piccoli da adottare.,They are looking for little ones to adopt.,9aa339a4994e12770c02705e8c7a8a04f50db22ee050dfd18e22522ce218939f,eedab72d8a7c7c8e58bb552b99afdb04ef8d5e8098965418d37eb6fbd061b3fc,1368.0,1344.0,peek-KOH-lee
i piccoli,False,piccolo,small/little,noun,the little ones,"Objects & Things,Qualities & Descriptions",,,masculine,plural,,,False,False,False,definite,i,i,,,I piccoli giocano nel parco.,The little ones play in the park.,455911dd5b65ce158ca2ef000f89c2822e6fa3994219cead04060c0d459f3ed3,fedabbfe80362b4c5d8b67b97d69abfbc896514f37d43efcdc2201fc93010a9b,1464.0,1464.0,EE peek-KOH-lee
dei piccoli,False,piccolo,small/little,noun,some little ones,"Objects & Things,Qualities & Descriptions",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Abbiamo visto dei piccoli vicino al nido.,We saw some little ones near the nest.,8c12ad11094f5cfc81c2db1e0b38aceb09f65bba38773922805aac12d2d3e49e,d2349a51231b2672cb8f4bd5b23dcc0233a196acbd8192a1dbbc5def9ef9e933,1584.0,1608.0,DAY peek-KOH-lee
del piccolo,False,piccolo,small/little,noun,of the little one,"Objects & Things,Qualities & Descriptions",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,La madre del piccolo arriva.,The mother of the little one is arriving.,32cac1c916b2210588f022576a2219ee82bc6d60ede2694c77a5a013f5ce24de,bfac2e3b6eebeae485ccdcd967087d2f313ea4561ad19c47f1d398a26a6008d6,1464.0,1656.0,DEHL peek-KOH-loh
al piccolo,False,piccolo,small/little,noun,to the little one,"Objects & Things,Qualities & Descriptions",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Do il latte al piccolo.,I give milk to the little one.,c77be3bddb086f2d7317fcecf98b323fa7b6c3e21c49981f7d155518fd7ce82b,ed02eb9c7f044eb72dddd6997700ae6ab664cc5adcc92d924a75bd6f9b3d97de,1464.0,1560.0,AHL peek-KOH-loh
ai piccoli,False,piccolo,small/little,noun,to the little ones,"Objects & Things,Qualities & Descriptions",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Parlo ai piccoli con calma.,I speak to the little ones calmly.,2b4b0dcab7ea9ec5c235931cc456dad0b1dab1703fe8684ddaf7e5c7ca453436,307f1cd833d2f15ab17e33e30a05b0b8cbf1a1e1c88496f8ed786669beb424b1,1584.0,1560.0,EYE peek-KOH-lee
dal piccolo,False,piccolo,small/little,noun,from the little one,"Objects & Things,Qualities & Descriptions",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Vado dal piccolo subito.,I am going to the little one right away.,60539152115ac38668316007d5382f5c28deeeafa0379bf11c7574296534d371,b576b33d4716a10347c2dd96296818cb66e9350047a089b10a2bff7954edcc63,1536.0,1656.0,DAHL peek-KOH-loh
dai piccoli,False,piccolo,small/little,noun,from the little ones,"Objects & Things,Qualities & Descriptions",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Imparo dai piccoli ogni giorno.,I learn from the little ones every day.,a58bdf541ccc04f342b7dc0787aab5bd112b020594d79dd7e608efed7460d283,37af5be8e306ad0086dd70f558ba9592e2e1a92a5a4452c941db89abf82f7a3c,1656.0,1632.0,DEYE peek-KOH-lee
nel piccolo,False,piccolo,small/little,noun,in the little one,"Objects & Things,Qualities & Descriptions",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Proviamo a cambiare le cose nel piccolo.,We try to change things on a small scale.,d71baed319af48e2b0fea1a1b8da163d6d982bb1929cc9f5043c167566d4acd0,d0ba4e5c9f67d87929829f1644d8d0bad1afd28b7718963b0961ddf205e5c439,1464.0,1656.0,NEHL peek-KOH-loh
nei piccoli,False,piccolo,small/little,noun,in the little ones,"Objects & Things,Qualities & Descriptions",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Nei piccoli c'è molta curiosità.,In little ones there is a lot of curiosity.,d01df47bad491145947d303af89a1175cab608f58127bc616dff634d0ee85062,bfb7f4140959b9904f452f4f420476fce7e9098e97d5361891681ddf22d3f50f,1584.0,1632.0,NAY peek-KOH-lee
sul piccolo,False,piccolo,small/little,noun,on the little one,"Objects & Things,Qualities & Descriptions",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Mi concentro sul piccolo.,I focus on the little one.,cc415f2e85433aba9bba8e8ffa740e076d65f0ca5c7b3af322b836d85d949b31,db59c886ee7ec3c862b5b7935e9a01f2c0083d42cb38b791dbabe05b2f30127a,1488.0,1704.0,SOOL peek-KOH-loh
sui piccoli,False,piccolo,small/little,noun,on the little ones,"Objects & Things,Qualities & Descriptions",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Sui piccoli facciamo attenzione.,We pay attention to the little ones.,151de254cc65c081d3231d2796e0198af1d800384ecfc8525f6de36e7781bf2a,5bc348b2ec1baf3166d08201e98c81c515e28383f495005c539c2fea911e453c,1608.0,1752.0,SWEE peek-KOH-lee
col piccolo,False,piccolo,small/little,noun,with the little one,"Objects & Things,Qualities & Descriptions",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Esco col piccolo.,I am going out with the little one.,86c7fc3572037407fa6e1d71838a8b98d4f4b2fc5c5e3b545f3e6a20e5d544a5,b9da4fd10e36bb45ed8a00a96b2d4ad1ba01d0b08db73536c6f567280cd5a940,1536.0,1656.0,KOHL peek-KOH-loh
coi piccoli,False,piccolo,small/little,noun,with the little ones,"Objects & Things,Qualities & Descriptions",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Lavoro coi piccoli.,I work with the little ones.,fd1ee4bec1505ca38b187ad7d1ec188647fccca2c7945f61d7b059d0bf67b24e,fac3f2f26700e7cb416d0eee7017cb9c989c1e6155a19edf8383c3f936807ba8,1656.0,1656.0,KOY peek-KOH-lee
