term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
secondo,True,secondo,second,noun,second (masculine),"Objects & Things,Qualities & Descriptions",,,masculine,singular,,,False,False,False,,,,,ordinal noun; person or item in second place,Il secondo è arrivato tardi.,The second arrived late.,6cb9e0dd5d4860c9ce6085750f226299b4727f3f33051157105f9f118112bc96,2112.0,58eff3a16dd13832257068182bd5b5891c75017a5b24332077b40e8ac78b8688,1608.0,seh-KOHN-doh
un secondo,False,secondo,second,noun,a second (masculine),"Objects & Things,Qualities & Descriptions",indefinite,,masculine,singular,,,False,False,False,indefinite,un,un,,used also as short time unit,Aspetta un secondo.,Wait a second.,4d63c9b042075004c8a3483e56cdc107f093e0e87d284383cddbe4dfe19b53d1,2208.0,adf5a15cb917bd0dba77552f60a8c65bdcfae2c99d18bb534a809d31c4b6f3bb,1656.0,OON seh-KOHN-doh
il secondo,False,secondo,second,noun,the second (masculine),"Objects & Things,Qualities & Descriptions",definite,,masculine,singular,,,False,False,False,definite,il,il,,,Ho visto il secondo sul palco.,I saw the second on stage.,7df8467f175a03186099170f2b620a9649d6953d44a86e57b48ba1184e78ec20,2232.0,5bdf3bd22a135a3e7a0ef8beca58c78f378708d2a40d5377d1840747074585d7,1680.0,EEL seh-KOHN-doh
secondi,False,secondo,second,noun,seconds (masculine),"Objects & Things,Qualities & Descriptions",,,masculine,plural,,,False,False,False,,,,,plural form,I secondi sono serviti.,The main courses are served.,ae33d234dd3cfb892edf55097ce246c909ef2d8ae23966df9cca923f3734a3cb,2232.0,6311c34cab06eea65bd34651796b56a1ac74f88e924dfbcf923289259cd6b186,1608.0,seh-KOHN-dee
i secondi,False,secondo,second,noun,the seconds (masculine),"Objects & Things,Qualities & Descriptions",definite,,masculine,plural,,,False,False,False,definite,i,i,,,I secondi erano buoni.,The main courses were good.,205f247402a9a0ed796429084480e5a3cf8882030b45fff8354d6066eae963b7,2352.0,6bafe715aca226c2040a6de56f91c2d7cb96a2b879cad98faef0f9e930da1e1c,1584.0,EE seh-KOHN-dee
dei secondi,False,secondo,second,noun,some seconds (masculine),"Objects & Things,Qualities & Descriptions",indefinite,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho assaggiato dei secondi al buffet.,I tried some main courses at the buffet.,e78ae838527d4a73cc44fcf94c24481e2bf724c2a7671c280e0639f988f7b7e4,2520.0,983952673710e593eb4ae2a736e80aaf57cae861ee3bc49e61da049ad65d86af,1728.0,DAY seh-KOHN-dee
del secondo,False,secondo,second,noun,of the second (masculine),"Objects & Things,Qualities & Descriptions",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il commento del secondo era breve.,The comment of the second was short.,cb283f302d4600438a95dcf5720a32a7254dc09ff7302bfeb113831d057f8530,2376.0,c1397d01ef3ff791ab18bea25b2846d6d3c5a808c69dda70cb3cf845ca2c1873,1752.0,DEHL seh-KOHN-doh
al secondo,False,secondo,second,noun,to the second (masculine),"Objects & Things,Qualities & Descriptions",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Vai al secondo capitolo.,Go to the second chapter.,de194f36dcd69304a2d8a4552349767a03b26e9800e60f964f44b1bb6fdab9fe,2376.0,927f86cd6a0e4fd9752911864917f432da3beec23e0129080125039d81219fc6,1656.0,AHL seh-KOHN-doh
ai secondi,False,secondo,second,noun,to the seconds (masculine),"Objects & Things,Qualities & Descriptions",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Mi rivolgo ai secondi in classifica.,I address the seconds in the ranking.,00d30e3d679771f3617861306ecb485ccc24b79a3711e710803a3cf580f44b53,2472.0,6ce55f6102032eb65abc05d3bfb1ad3fb1745cefd358c29ecccdc29c1c8527c0,1656.0,EYE seh-KOHN-dee
dal secondo,False,secondo,second,noun,from the second (masculine),"Objects & Things,Qualities & Descriptions",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Vengo dal secondo piano.,I come from the second floor.,3538e5193ea16946b6d867950426cf661fbba61ce67f53bdc17dc2134a75cb79,2448.0,eb95d63a6449dee66d544e8da7599876b0d7c11e4153d746ade0c20d8efb9f3e,1752.0,DAHL seh-KOHN-doh
dai secondi,False,secondo,second,noun,from the seconds (masculine),"Objects & Things,Qualities & Descriptions",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Ho ricevuto messaggi dai secondi.,I received messages from the seconds.,e0648d64886ff3e2ee3ea6fc9e49d44905c056df0549606dc90b8c94f152ac97,2544.0,83d253b70d660edc28fee9766787fa099e18f85110fee14897a01141a7dff9fd,1752.0,DEYE seh-KOHN-dee
nel secondo,False,secondo,second,noun,in the second (masculine),"Objects & Things,Qualities & Descriptions",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Nel secondo tempo abbiamo segnato.,In the second half we scored.,745bf1388f592e53abd5f819286bf463c36029c8b2aed1b1d8dcd1d5d6d7d72f,2352.0,3c58e897b41742adb8a144606151a2b83b08c5c72dcdd1d5f5768e21ec4c7738,1776.0,NEHL seh-KOHN-doh
nei secondi,False,secondo,second,noun,in the seconds (masculine),"Objects & Things,Qualities & Descriptions",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Nei secondi finali ho vinto.,In the final seconds I won.,cc30709bf55216c947a9adc70adcec87dd0a3f032602d3a9d594ef85959d6b07,2472.0,f89e3d7d9183d74950d76ac9030adbd8e6a69b5726445a9a4a825be56728765e,1728.0,NAY seh-KOHN-dee
sul secondo,False,secondo,second,noun,about the second (masculine),"Objects & Things,Qualities & Descriptions",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Leggi la nota sul secondo.,Read the note about the second.,535ba39de14d8854b4ab31e50a4f6a2a67c81f5e2bf056e9002529b3cf1c4a2d,2520.0,7789353a0529e96cacd88ab7532f6869556bde83d195b7d60aff4e75a61ab895,1824.0,SOOL seh-KOHN-doh
sui secondi,False,secondo,second,noun,about the seconds (masculine),"Objects & Things,Qualities & Descriptions",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ho appunti sui secondi piatti.,I have notes on the main courses.,7a10115a9649d8596fe4ac204d6b70f79490e36191f9c6e23de5a1d7eee56d76,2640.0,1809ffa6746eefdd2cfb7e98c6176dfe4b152ef5b8bf8b16165aa958d61495fa,1872.0,SWEE seh-KOHN-dee
col secondo,False,secondo,second,noun,with the second (masculine),"Objects & Things,Qualities & Descriptions",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Parlo col secondo arrivato.,I speak with the second who arrived.,566c2813bfbd82be067753a2e66bd3dab44b9f13ae701bb913d3b66057a79d37,2424.0,c949c09f0de376013af882c65ff73782863c33b0e520c8722aea68daca268d96,1752.0,KOHL seh-KOHN-doh
coi secondi,False,secondo,second,noun,with the seconds (masculine),"Objects & Things,Qualities & Descriptions",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Lavoro coi secondi della squadra.,I work with the seconds of the team.,4209d4310ddeba2400a89141b9da4c2c15fb254dfaabe48465f8c6c253e6d671,2520.0,4427bbaf44898cad2b777569f99856cffd0f941c9290e750048ecd635d6fb74d,1776.0,KOY seh-KOHN-dee
seconda,False,secondo,second,noun,second (feminine),"Objects & Things,Qualities & Descriptions",,,feminine,singular,,,False,False,False,,,,,feminine form of ordinal noun,La seconda è arrivata tardi.,The second (female) arrived late.,d53d6caa8e41087e03706ba57cec0442d478af6c674566e4e310dcbd3f4497e9,1920.0,0f5a15d3ae3c84005aedce1aa21e696c536db791b263fa8f3e1746ab26aa9ba3,1560.0,seh-KOHN-dah
una seconda,False,secondo,second,noun,a second (feminine),"Objects & Things,Qualities & Descriptions",indefinite,,feminine,singular,,,False,False,False,indefinite,una,una,,used for a second helping,Voglio una seconda.,I want a second helping.,b90af4b0171fc34abeec5cbf7a71cc390e8590e55a50771b1e4cb94aa5d84a5e,2040.0,cb55a474079b51cffb8b04629d4d19bbc58e1dcab4fc9b4c8440b2a1062be620,1728.0,OO-nah seh-KOHN-dah
