term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
acqua,True,acqua,water,noun,water,"core,environment",,,feminine,singular,,,False,False,False,,,,,mass noun; usually uncountable; plural 'acque' for bodies of water,Bevo acqua.,I drink water.,7eb955768161589be5ecfd2572cddcf7cd28d0e041b2280faca99de47d629a97,303dda9739e7b849c59b77197ae77b9eb6dcd5f03f5a00a99ed4869f3e6a71a5,1080.0,1200.0,AHK-kwah
un'acqua,False,acqua,water,noun,a water,"core,environment",,,feminine,singular,,,False,False,False,indefinite,un',un',,indefinite with elision before vowel,Vorrei un'acqua per favore.,I would like a water please.,b0ee5685190551fad27f84fb07b0c245a6a65efb64d027129c8742ddedca16e1,ef538f07a27c4612af02ef6cbd6372a0b3687079ccf1f2d288a39757517a8129,1200.0,1344.0,oo-NAHK-kwah
l'acqua,False,acqua,water,noun,the water,"core,environment",,,feminine,singular,,,False,False,False,definite,l',l',,elision of la before vowel,L'acqua è fredda.,The water is cold.,5689dfe46a156488ee492fd830922cc29816c7c48ea9cdcddacaa3a92fe47663,05ecb0b27867872a47eebe0a91366edd60fa665f1451c3509fc4c47a42def84b,1200.0,1320.0,LAHK-kwah
acque,False,acqua,water,noun,waters,"core,environment",,,feminine,plural,,,False,False,False,,,,,plural used for bodies of water and poetic contexts,Le acque del lago sono calme.,The waters of the lake are calm.,331fe8e37a7875b4cf862d61ff47904448ddb0b36a77a0a3d7f2ee255b51029c,fab23457d40fa5a2967643df3e86340cb3727f4678eb3279ab9a63a28686ad19,1200.0,1176.0,AHK-kweh
le acque,False,acqua,water,noun,the waters,"core,environment",,,feminine,plural,,,False,False,False,definite,le,le,,definite plural usage,Le acque sono limpide.,The waters are clear.,1ae12ad8815ca704bc5919d29d0843746dcac873a3aaad8a3d1626c7837c6728,2b6f814e7af2c2c268f50cf9623a506af1399908850f6d9930b189e0b30bfffc,1344.0,1392.0,LEH AHK-kweh
delle acque,False,acqua,water,noun,some waters,"core,environment",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural,Ci sono delle acque termali qui.,There are some thermal waters here.,5f32ec9f40677a6d9547fa0b83329318cfc7b16be754aa6c6b802dd272082aed,7cfd5f4c8c61f908d25c8700a9e1ffb922c63af72b02646305993fdb0a9cfae1,1464.0,1584.0,DEH-lleh AHK-kweh
dell'acqua,False,acqua,water,noun,of the water,"core,environment",,,feminine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',Il sapore dell'acqua è neutro.,The taste of the water is neutral.,7c3ed6ad9bf7138cef2094217b411bed5a8c65007f3a1a77c34782ff89d45498,91a2851e92477a2213e9ea2cede41ec0c601faff255d270aa2962fdf1f181c6c,1320.0,1512.0,deh-LLAHK-kwah
all'acqua,False,acqua,water,noun,to the water,"core,environment",,,feminine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Avvicinati all'acqua.,Come closer to the water.,1dc2a4595d17a885fac0ef56b265e7065e4437846566e0f2f77ff219d7f68f8f,13776fedd18b436ae3b54a0ceb289e833e9018ea8b40c5ea5c6c0cc0ed462286,1320.0,1416.0,ah-LLAHK-kwah
dall'acqua,False,acqua,water,noun,from the water,"core,environment",,,feminine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Il sapore viene dall'acqua.,The taste comes from the water.,873861cf722cdbfa76864b14a1b692a217fb2e1b3ea3c825b251ab0e1c787af2,5ee53f5b35d24b9066426dbbd694b89f2fccf3fee330dbcc8c610555299375d7,1392.0,1536.0,dah-LLAHK-kwah
nell'acqua,False,acqua,water,noun,in the water,"core,environment",,,feminine,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',C'è qualcosa nell'acqua.,There is something in the water.,ac3c47ef54bdaeadc8cb81117dfeb08201c23cabb1e19aab351ab8fe3c206293,71d029ee5acb96c1160bf856b347c099e2d8624b52a314e3f527442cfcb3857a,1320.0,1512.0,neh-LLAHK-kwah
sull'acqua,False,acqua,water,noun,on the water,"core,environment",,,feminine,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',La barca galleggia sull'acqua.,The boat floats on the water.,e1d4abc093c6187691f4e653c0347faf4465bf2b6044f449257939b3aeeed72b,d41df54321a757179d8deafd879d0c9921254dea74f064ee422d6db3868e0398,1344.0,1584.0,soo-LLAHK-kwah
con l'acqua,False,acqua,water,noun,with the water,"core,environment",,,feminine,singular,,,False,False,False,articulated_preposition,l',con l',con,no contraction with l',Frulla con l'acqua.,Blend it with water.,b5ad1d2a9d7ff5936b392cff1862b9c5e78c405ffaaff737c587161e5a772904,dbcb3ab8a26f05997ab42129ed634ac3cacfbc55ae83b4dcffe8c4ddc3ce2be1,1392.0,1512.0,KOHN LAHK-kwah
