term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
padre,True,padre,father,noun,father,"family,people",,,masculine,singular,,,False,False,False,,,,,base lemma,Mio padre è medico.,My father is a doctor.,3013156b5eac32e2a8a377df8c86cfe45c7a06161c9283ed0ceab813155c73ab,1104.0,5667f4e687573bcea494ed9ab019c0f6f0795ef0a5537adbb7d5be162379fe9e,1224.0
un padre,False,padre,father,noun,a father,"family,people",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho incontrato un padre al parco.,I met a father at the park.,aa9761c1cc37603d09d9352d6d28309c3f3a25e8d90b9305312c6fbf9a7a663e,1224.0,9c25ac31810888d6bfac6b627f99cd4220624f8a27b3e916d7785d4b935fb464,1416.0
il padre,False,padre,father,noun,the father,"family,people",,,masculine,singular,,,False,False,False,definite,il,il,,,Il padre di Marco è simpatico.,Marco's father is nice.,17a1f142ca32059d2e41ea4c1bf6a644bb94ae3d38cd8f8e94e46d61f159a8ac,1224.0,d29021792a16176df29a631396c5721c5765678cea1cc251f9f84b2132fe7e2a,1440.0
padri,False,padre,father,noun,fathers,"family,people",,,masculine,plural,,,False,False,False,,,,,plural form,Padri e madri partecipano.,Fathers and mothers participate.,c1e6f322a5755b864f9fb19d060b8bab19b96fbe6daf1965e51c85ee5dc14a1f,1200.0,1360904783fb0c7cd5b3bbc821f2c1c148a664e82ec10cacee51586d1ed257f8,1248.0
i padri,False,padre,father,noun,the fathers,"family,people",,,masculine,plural,,,False,False,False,definite,i,i,,,I padri sono in sala.,The fathers are in the hall.,5258bee5987d6da4b4625c65aa9f6b2c52f8938f96aa407991c6cad01e9cd2a2,1344.0,cf1b4ff06838a2625c39234c1879e7238c2d25aad34f6f2e655ab77b7d508777,1344.0
dei padri,False,padre,father,noun,some fathers,"family,people",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Conosco dei padri al corso.,I know some fathers at the course.,554452834fb00167c19b00e6c9dcf14d6963bc0598018db78c5435f02a81c360,1512.0,deae3306e87b6252c9561e4c8166ab7b634880bba33624f92518d6b940e34f3c,1512.0
del padre,False,padre,father,noun,of the father,"family,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il libro del padre è sul tavolo.,The father's book is on the table.,14225d2f8fcc114810ec80c5ad67cf547676a21b0552becdd0db1b22cf030354,1344.0,6adddde92ad34ead853eae597e81cc3b46c65917feb3420be3d94f1df40c160e,1512.0
al padre,False,padre,father,noun,to the father,"family,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Ho parlato al padre dopo la funzione.,I spoke to the father after the service.,f2349e79bc17fd08dd1057e422270a1be5d1bef6a2628af64393a65c3d43550e,1368.0,eeb01035f5b2421b07fdf9c515772f2aade211428774e38ecb4a3620d1b5a5da,1416.0
ai padri,False,padre,father,noun,to the fathers,"family,people",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Ho dato i volantini ai padri.,I gave the flyers to the fathers.,8a120c22655d717df17345c03df4961e28814ab36e22f299f2e8486402aa1ac0,1464.0,bdc55b7de2523a99d60b08eb91ba665cd698606e3464d7c2b321b7a86d4ecea9,1440.0
dal padre,False,padre,father,noun,from the father,"family,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Sono tornato dal padre ieri.,I returned from the father yesterday.,ea29460ff73a9543a86739f5b02f4b4978ba77a9556324ab4a48299286422865,1440.0,e5d4ac9121eae1f219d6eb9c8cde952c660d77c4a2eeea2c4a485787175514ee,1512.0
