term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
bisogno,True,bisogno,need,noun,need,"core,needs",,,masculine,singular,,,False,False,False,,,,,base lemma,Sento bisogno di cambiare.,I feel a need to change.,eda65e9c464adc2facb13187610ddf636b56e61c9754d723650de3760901ea18,984.0,c8ffaa8f7e5ef56479c6e30bb7fbef1a6674936e54d6caa0d8c0fc8202bda49f,1464.0,bee-SOH-nyoh
un bisogno,False,bisogno,need,noun,a need,"core,needs",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho un bisogno urgente.,I have an urgent need.,d8de9a03231b1e8e2a6b6b217b8a1488fc1e5ec9a7b2282f98a0eea4d75562ad,1104.0,84976915313cbb3e35ae242e98bf5593cfb04baff82f91758da8fa8521196321,1608.0,OON bee-SOH-nyoh
il bisogno,False,bisogno,need,noun,the need,"core,needs",,,masculine,singular,,,False,False,False,definite,il,il,,,Il bisogno spinge a cambiare.,The need pushes one to change.,bed267d98a07ff965b2f2c6fdedca4456ef3d3f56b2327ffc2003ed4fb834d87,1128.0,00ad09e32b0bb8b1b2dd74b689329d8fc31d520ab03b04d22a38b6b05b066f92,1632.0,EEL bee-SOH-nyoh
bisogni,False,bisogno,need,noun,needs,"core,needs",,,masculine,plural,,,False,False,False,,,,,plural form,Bisogni diversi emergono.,Different needs emerge.,b859803f7efcada52113c3c4010d0b09b6bbad97ad04cc0b9a285d925c8c84bd,1104.0,8c10c3d4535aec1837c4004f7f6161401c79ea3ca26393b0eb0db390b27dbf26,1488.0,bee-SOH-nyee
i bisogni,False,bisogno,need,noun,the needs,"core,needs",,,masculine,plural,,,False,False,False,definite,i,i,,,I bisogni dei bambini sono importanti.,The needs of the children are important.,bc29e9e2b34e0bc86c9597d2cf1ac793d722cc4e92bef5152eca25f19aa3ef83,1248.0,3a8c13757ea8331cea5e2d58298d09aaff3b7832b118a1acdbd4224f8d3bc17a,1560.0,EE bee-SOH-nyee
dei bisogni,False,bisogno,need,noun,some needs,"core,needs",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho dei bisogni particolari.,I have some particular needs.,10ea941175b2d05a1c7fc56d200cfe520127a7c8e8078c73ea81b6b9dc0c7c37,1368.0,73e33e85ff187b45d9470bb9e61ff55127dfde95c0ab6117f599498d6bcd8b23,1704.0,DAY bee-SOH-nyee
del bisogno,False,bisogno,need,noun,of the need,"core,needs",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,La causa del bisogno è chiara.,The cause of the need is clear.,b56fdc07396592f03057f6ba216d7194970870288a1ae126508c03ab30a30280,1248.0,fadc8ba6cdfabb67ba1d33dc623b1d75471624aa572e9a8ef98a842e3f448e96,1704.0,DEHL bee-SOH-nyoh
al bisogno,False,bisogno,need,noun,to the need,"core,needs",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Intervengo al bisogno.,I step in when needed.,56bd147eea7016ea3be61551a3a076061ec1c91fc70ab02f3507aa62c34c567c,1248.0,48292d5825c377226d29fd5a0cdfdc06c7b22ef66789847629fc772307f35094,1608.0,AHL bee-SOH-nyoh
ai bisogni,False,bisogno,need,noun,to the needs,"core,needs",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Rispondiamo ai bisogni locali.,We respond to the local needs.,097012ce5ca735aa8aeac76fdc1c7454eacd82ccf6e697160ed245751ef64fac,1368.0,01a7b595ab0bf29c9c3cba91bc59d1cbbd7b02f6c5181d08a687499a8eeedd97,1608.0,EYE bee-SOH-nyee
dal bisogno,False,bisogno,need,noun,from the need,"core,needs",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Dipende dal bisogno.,It depends on the need.,b00af9a0c5e9eafeca42f695fda4e23fb39ca11ed331ffdbfd0ac16313e3d80b,1320.0,448ba38cd53fd5d14b031c8b9820130ec05895714e3c4620ab459dd7c4d6c7f0,1704.0,DAHL bee-SOH-nyoh
