term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
soldo,True,soldo,money,noun,coin,"money,finance",,,masculine,singular,,,False,False,False,,,,,historical singular; plural 'soldi' used to mean money,Ho trovato un soldo.,I found a coin.,4ec40307bb2faf0a73552780f5e01119d8407424504d01ed92f3fb84cb1a4d4b,1056.0,02ecca13bc627cc049c075cf7b769cee4af41bc2ae8392f33545854b0f5711d1,1392.0,SOHL-doh
uno soldo,False,soldo,money,noun,a coin,"money,finance",,,masculine,singular,,,False,False,False,indefinite,uno,uno,,indefinite article for words beginning with s+consonant,Ho trovato uno soldo antico.,I found an old coin.,555217dcf67e581b14713f7915699bcae5c1abcb0f6f40c2bbbfd371d9cadeaf,1200.0,88306ad8e467d0a4a9cc09cb4510bf76d3940138ff9d647399cdf3ee23113547,1632.0,OO-noh SOHL-doh
lo soldo,False,soldo,money,noun,the coin,"money,finance",,,masculine,singular,,,False,False,False,definite,lo,lo,,definite article for words beginning with s+consonant,Lo soldo era prezioso.,The soldo was valuable.,73b4244f22b25ad95fd50ced2a842d2b71b26f8078cc815872ae92c20b406b10,1224.0,d46742a495da759f86b1a0113a3870dfe60fe0d1ca20bb99170a7a4d98d75dff,1536.0,LOH SOHL-doh
soldi,False,soldo,money,noun,money,"money,finance",,,masculine,plural,,,False,False,False,,,,,plural commonly used as a mass noun meaning 'money',Non ho soldi.,I have no money.,33c8e922129a0b812551c145377b8772cd780080b6c330156f4b999d04aa7c98,984.0,fab3720a7ff224e63121a93dc2efd1fc7495aa5f1d6a88530a19ff0ac615bc79,1368.0,SOHL-dee
gli soldi,False,soldo,money,noun,the money,"money,finance",,,masculine,plural,,,False,False,False,definite,gli,gli,,definite plural for nouns beginning with s+consonant,Dammi gli soldi.,Give me the money.,b0d4002e2bc1416b423c382beaf1f1034bbef5c1a3a5a0302bbbf2c3db42c043,1128.0,c392edd0c0cfe09e5eadf039c5c31412e37cd09005ab0f02ddce17cbea2d0908,1608.0,LY SOHL-dee
degli soldi,False,soldo,money,noun,some money,"money,finance",,,masculine,plural,,,False,False,False,partitive,gli,degli,di,partitive plural; contraction of di + gli,Ho bisogno degli soldi.,I need some money.,ab5847c956b718d7086a940f14226bb7dbece58ea60fec6a6bb3fb8ec053a0df,1272.0,d6c3d9f6d98c604912f3bfeb8ab3dcd8ccc2327579b8d38acae8394cac3b97d6,1680.0,DEH-ly SOHL-dee
agli soldi,False,soldo,money,noun,to the money,"money,finance",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Non penso agli soldi.,I do not think about money.,341be263b496fbdef08e6ea7d46aaa3daa49d674af20ae1cf4bb0f7e9954add7,1248.0,5090990dbe9369eb41e2fc1c00bdf0625663b6e805533e704b2e2c4304fb64d5,1608.0,AH-ly SOHL-dee
dagli soldi,False,soldo,money,noun,from the money,"money,finance",,,masculine,plural,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Dipende dagli soldi che risparmi.,It depends on the money you save.,2fabd943dfbb9a059e105d24acf497b540a1d143203f4f4f16a7f837dbbb414d,1320.0,0eb087943bda80d884fb94c37bdde3d234eb67917913e9d8e64f4b039c786336,1704.0,DAH-ly SOHL-dee
negli soldi,False,soldo,money,noun,in the money,"money,finance",,,masculine,plural,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,Non credo negli soldi come soluzione.,I do not believe in money as a solution.,34911b474f1f8b9f514dddf01fb9378091a1bcd899ba9a457b02737dbd78b3c2,1248.0,1e1d0096bd44a6f16d43ec9b7204b8dbbdc76b16d4d8eb08bb09ace3acc38a94,1680.0,NEH-ly SOHL-dee
sugli soldi,False,soldo,money,noun,about the money,"money,finance",,,masculine,plural,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,Ho letto un articolo sugli soldi.,I read an article about money.,ee6487fe1fde94d1f48c175cd2f3e30a04d2e911fcbdeaac237b44cc056f3f41,1416.0,850963a2bd24afad1fda3fb73da8a431ac9ec0dbec9d3fa45cd6ccb9f0a8be2f,1776.0,SOO-ly SOHL-dee
cogli soldi,False,soldo,money,noun,with the money,"money,finance",,,masculine,plural,,,False,False,False,articulated_preposition,gli,cogli,con,contraction of con + gli (archaic but attested),Partiamo cogli soldi che abbiamo.,We leave with the money we have.,1de07b9af139549c3f61939ebf0129a115c37f1289ac75e8b9d920d239453a12,1296.0,1bf1cfc905f31371e41e74f238a9a3f36e396a9c38cda935c22d594369d16972,1752.0,KOH-ly SOHL-dee
