term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
tavolo,True,tavolo,table,noun,table,"Dining & Service,Objects & Things,Household & Furniture",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco tavolo libero.,I am looking for a free table.,b2d1ace76e2af5e55039cb12e2f7635815d4c2e35aabb9871c3997369b0ad910,420dc1dbb447a2ae035eea06fba2ea0514d34e7ce3504cd605fd0477de9c09f6,1056.0,1320.0,tah-VOH-loh
un tavolo,False,tavolo,table,noun,a table,"Dining & Service,Objects & Things,Household & Furniture",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Vorrei un tavolo vicino alla finestra.,I would like a table near the window.,dd852fd77bedaa7ff0b56f4149623390f75ccfab00b526100ca109c4a3d5cac8,22765eb0396de33eb8f7bb752108e5f8d5c8cd503cdc5c1e6c70c8041d01081f,1200.0,1536.0,OON tah-VOH-loh
il tavolo,False,tavolo,table,noun,the table,"Dining & Service,Objects & Things,Household & Furniture",,,masculine,singular,,,False,False,False,definite,il,il,,,Il tavolo è pronto.,The table is ready.,f936469c3b1230f79bb3b910076e4220b0adc5333deee5ad9a34055baf78a81e,9ec4af3d929e69669f8ecd2c559af17a1bb84492380a51be74e00cad03253242,1224.0,1536.0,EEL tah-VOH-loh
tavoli,False,tavolo,table,noun,tables,"Dining & Service,Objects & Things,Household & Furniture",,,masculine,plural,,,False,False,False,,,,,plural form,Tavoli nuovi arrivano spesso.,New tables arrive often.,43564a6fc719bf2ede7c33961aa4b9a9dc32685ad289d852661b75b3752af2d4,cdc75004af11491c3d223a89b570e5eb3e75ec855d988b216b549472d130da3a,1152.0,1320.0,tah-VOH-lee
i tavoli,False,tavolo,table,noun,the tables,"Dining & Service,Objects & Things,Household & Furniture",,,masculine,plural,,,False,False,False,definite,i,i,,,I tavoli sono puliti.,The tables are clean.,73cd0031b673dfca781690fb308b070ee48286b535b9283644ca20bd7f330f13,8e979197f34aba2b4a95729c7c02017d273175d599a5aef4c09a8ab7df42fd4d,1344.0,1440.0,EE tah-VOH-lee
dei tavoli,False,tavolo,table,noun,some tables,"Dining & Service,Objects & Things,Household & Furniture",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Abbiamo comprato dei tavoli.,We bought some tables.,87062ef6eacff90763e61eabd29c2ef1f646dd9d15bde25b77246d5a7f74e5c5,830a1878bc1559ee7661fc66a999a2483f87305105bbf8fecbb6aadf8267c104,1464.0,1608.0,DAY tah-VOH-lee
del tavolo,False,tavolo,table,noun,of the table,"Dining & Service,Objects & Things,Household & Furniture",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il bordo del tavolo è rovinato.,The edge of the table is damaged.,4d0162b0d5c0f6c2a0a86415a89c0496438e07743a917f4d72a2f5654e1d1330,404c1ae94878e6af7b9df591d58e9e6bc4fd33a1373ab8097dbefe7ddfe9f004,1320.0,1608.0,DEHL tah-VOH-loh
al tavolo,False,tavolo,table,noun,to the table,"Dining & Service,Objects & Things,Household & Furniture",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Porto i bicchieri al tavolo.,I bring the glasses to the table.,272cf5177acccdeb0eec2bfd79ca35fd294cf06f49005d24e91d982907ca678b,1f5c4e6b1cf1665d383086188dff038d0944eb41e7c4dd954cb166b66461aa2e,1344.0,1536.0,AHL tah-VOH-loh
ai tavoli,False,tavolo,table,noun,to the tables,"Dining & Service,Objects & Things,Household & Furniture",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Porto i menu ai tavoli.,I bring the menus to the tables.,15638969be2ad4f3d96ca3c4cd552aa788f8baf71db28e87eb356876bdeac5ad,14bf3b3567faf3a6c317fc5069d196d1238423bdfb978c64c69be33b6f155318,1464.0,1512.0,EYE tah-VOH-lee
dal tavolo,False,tavolo,table,noun,from the table,"Dining & Service,Objects & Things,Household & Furniture",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Prendo il libro dal tavolo.,I take the book from the table.,3f52a73d2315ab97928e249ea386f6d5cb13247b98d07059af5ccf6a5243943d,e6a6c0edfcbac176a2dd7c5d9fee9df36ff783e30cdcfda1ce5c01d2970ee599,1416.0,1608.0,DAHL tah-VOH-loh
