term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
salotto,True,salotto,living room,noun,living room,"home,rooms",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco salotto spazioso.,I am looking for a spacious living room.,4d9940ac2824ea788d335d2e891c3908248fef0989cd8432b599a6a216263fd9,19677237092050a8b7442cca9cff6d5986403b652a7570e2fefa149a34deecd0,1272.0,1560.0,sah-LOHT-toh
un salotto,False,salotto,living room,noun,a living room,"home,rooms",,,masculine,singular,,,False,False,False,indefinite,un,un,,,La casa ha un salotto luminoso.,The house has a bright living room.,afa7a4e4ce1bf8312377889e939a796828780bc81e522122ccf4c81ca1d06e0b,e225bdee8ca301923c496e3aceb97c9fe276cee0786769d408d823ae882686a3,1392.0,1656.0,OON sah-LOHT-toh
il salotto,False,salotto,living room,noun,the living room,"home,rooms",,,masculine,singular,,,False,False,False,definite,il,il,,,Il salotto è grande.,The living room is big.,ab8084a7b51241fda130ca7d7e1a22eb4e4234fcdc476fcb6242aba479faa694,975395f365989431847dcd0bb7e563c0ceb5e74c02b0fd5585625eeaf5ab6b04,1416.0,1656.0,EEL sah-LOHT-toh
salotti,False,salotto,living room,noun,living rooms,"home,rooms",,,masculine,plural,,,False,False,False,,,,,plural form,Salotti moderni costano molto.,Modern living rooms cost a lot.,b4cd25c9c7cc2c8a45b4bb455f550e4f7231d9f14e1548d6ff90cb2b0384b119,353d9479eb39c2c0bf7a13036c23f2698a95e399e5be572618960f8de8aeaef3,1392.0,1536.0,sah-LOHT-tee
i salotti,False,salotto,living room,noun,the living rooms,"home,rooms",,,masculine,plural,,,False,False,False,definite,i,i,,,I salotti sono accoglienti.,The living rooms are cozy.,3c9445462b534d9588538ce00ab8adcb900182d62f267eac4bc6ba775fe385a3,3b625fe557c990a3d259cbd2b89eff80e8e92ecfb77e69f1f34a143148a4ea42,1536.0,1584.0,EE sah-LOHT-tee
dei salotti,False,salotto,living room,noun,some living rooms,"home,rooms",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Visito dei salotti antichi.,I visit some old living rooms.,b57e6f6c38d5e60ee13ae5647a96b20d6f55977e212f179f365065e8a7187a2b,3e9edc34bf29867edd78e6967d05657283c6eb2adb5d1f1f90106c83ad582b6f,1680.0,1728.0,DAY sah-LOHT-tee
del salotto,False,salotto,living room,noun,of the living room,"home,rooms",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,La finestra del salotto è aperta.,The living room window is open.,17a6b24e033d06b7068a4ffc1c4a3bd75df6c63cbccde532c46cd92c8dc3c2c0,c3abe2654e51961fe3bde3d9674ed37713c0c0fb11c9d38ca5dbd54541fad479,1512.0,1752.0,DEHL sah-LOHT-toh
al salotto,False,salotto,living room,noun,to the living room,"home,rooms",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Ci vediamo al salotto dell'hotel.,We will meet at the hotel lounge.,74de28b24bf1a343d6e6b2e0f062df19d23edb669ba7f2f2fc550c56a8e84562,7aff0e0493e7deab34e68f522c27ff5c6a435a08fc9779f1adf520fd3b22937d,1512.0,1656.0,AHL sah-LOHT-toh
ai salotti,False,salotto,living room,noun,to the living rooms,"home,rooms",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Accedi ai salotti del palazzo con il biglietto.,You access the palace's living rooms with the ticket.,f3e9908b4ad344ce78718de92f3578acce0eb2768fe0769600e63ebbd0e61b41,b3bdf0e94eb061cb557f83c10e94661cca9b6d82f164e5b2abc4f228ba9d84d9,1632.0,1632.0,EYE sah-LOHT-tee
dal salotto,False,salotto,living room,noun,from the living room,"home,rooms",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Esco dal salotto.,I leave the living room.,5ac4817a14fb594e6e83f15be3df8ce01df2a58eb3b8b4b9ceb98513160cb1d6,254236a090b97259c2dce7ee915cf56212945f5b41ee3b26d931f83d8185a189,1584.0,1752.0,DAHL sah-LOHT-toh
dai salotti,False,salotto,living room,noun,from the living rooms,"home,rooms",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Arrivano voci dai salotti vicini.,Voices arrive from the nearby living rooms.,88be103dd2253231de86828a33015c67428dabf6d25d0905e358ea007224f44f,6c3a3d043996dccfe2af77745e83e6dc69de502550c4c7491a5cbcf621380fad,1704.0,1728.0,DEYE sah-LOHT-tee
nel salotto,False,salotto,living room,noun,in the living room,"home,rooms",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Lavoro nel salotto.,I work in the living room.,2ef0047fb03b75e03d396e758ae05ea6bfe130bff87c272155aba2fe03b281ca,31f5073c32bf575bfa1075d5a4c078b01946b91dd45eb5a6521b94e4d39397c5,1512.0,1752.0,NEHL sah-LOHT-toh
nei salotti,False,salotto,living room,noun,in the living rooms,"home,rooms",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Non si mangia nei salotti.,You do not eat in living rooms.,390bb9f0fd1307808e88c877e4278e914f9f380246dcae66bb7fc20773ad0171,d076f1522d6e76bb0aa4d9f3d921c664d64c4a179b22f447464253b334306740,1632.0,1728.0,NAY sah-LOHT-tee
sul salotto,False,salotto,living room,noun,about the living room,"home,rooms",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Leggo un articolo sul salotto.,I read an article about the living room.,eb17d6d55e0a74b91f87f5cdb0b6cf68396504ff9687316d3a664ba1095a4745,c4a18b7bc2cf7ee4fd0966db5dc9b2dd0339348be076a3163b2e7c65ad6f3b6b,1680.0,1776.0,SOOL sah-LOHT-toh
sui salotti,False,salotto,living room,noun,about the living rooms,"home,rooms",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ho idee sui salotti moderni.,I have ideas about modern living rooms.,f78f7316992aba7fff1e687d97ff48728e5a9fed0cb5c5b545f85e76cbf05a12,9e5ccac58303e12c0a91292bbad9b42782ab383862e510280d2d967cd5789c32,1824.0,1848.0,SWEE sah-LOHT-tee
col salotto,False,salotto,living room,noun,with the living room,"home,rooms",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Arredo la casa col salotto nuovo.,I furnish the house with the new living room set.,c2cd48e62359f5c9df851c70102836e70f5c51d0256c9ce86a0831b1ec3d1c24,d6a8962a2bfe19253009ed1c107908427e3deff66546e7de9ed096c71038d4b8,1560.0,1728.0,KOHL sah-LOHT-toh
coi salotti,False,salotto,living room,noun,with the living rooms,"home,rooms",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Abbiniamo i tappeti coi salotti moderni.,We match the rugs with modern living rooms.,35f0be01bd0a4e1ae66738a59113e939b392abc7507aefaffee1e761be964ff2,d9a79b0809bce22540f15935abfad52bf9073f83b9850b24b9ba09b8c895c777,1704.0,1728.0,KOY sah-LOHT-tee
