term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
caso,True,caso,case,noun,case,Concepts & Ideas,,,masculine,singular,,,False,False,False,,,,,base lemma,Questo caso è strano.,This case is strange.,7755a3770276fbb3a4f9341fc3dea689f01f0a1842041590572be34549dc5fd3,1080.0,0d44cdb7682ca978712136f2f38a4dc7ef2b483e7caff8f1b830dceb730b1e8c,1272.0,KAH-soh
un caso,False,caso,case,noun,a case,Concepts & Ideas,,,masculine,singular,,,False,False,False,indefinite,un,un,,,È un caso interessante.,It is an interesting case.,3f9b2fb8078252bcad34e5f073c0b11a9d70f29e3d21afea7d0be123ee4a905d,1200.0,a544978cf83c33c6551f7fec33f81c43f2bfb61af717b76e84c430021a174bf0,1464.0,OON KAH-soh
il caso,False,caso,case,noun,the case,Concepts & Ideas,,,masculine,singular,,,False,False,False,definite,il,il,,,Il caso è chiuso.,The case is closed.,cda28d2ae78992debfd4018f714983e778cf8af69558875585d06fcc4ba12e34,1224.0,ea3b06e6a36d1df67d66484f1a5e54405cde7584e9a21f14035a5b694a052508,1464.0,EEL KAH-soh
casi,False,caso,case,noun,cases,Concepts & Ideas,,,masculine,plural,,,False,False,False,,,,,plural form,Ho visto casi simili.,I have seen similar cases.,98ad774410eb3c048813b28702935c682ba9272bcdb38ddb345d1c2798ebc639,1176.0,868e8151d7735140a616311107052ccb1f1ad3b74c8aa4402fb9f1764b7b5830,1248.0,KAH-see
i casi,False,caso,case,noun,the cases,Concepts & Ideas,,,masculine,plural,,,False,False,False,definite,i,i,,,I casi aumentano.,The cases are increasing.,1f01e2432b660916f710d200d3ffd29eead1ebdfb27afda9cdb0e63791133a48,1344.0,bce8726199245275894e378fc66bb2e2d01bea32d9eea5ffdd8e0c0ae91d18b8,1392.0,EE KAH-see
dei casi,False,caso,case,noun,some cases,Concepts & Ideas,,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Sto studiando dei casi.,I am studying some cases.,3747125626f2b91434b19928c034e8844d55ca09dc6d13b32c926405e573a6fc,1464.0,a5e264303a08e9c4f9762cdef594ad2220eb7179b3007d6e2a33d0ef8d64aee5,1536.0,DAY KAH-see
del caso,False,caso,case,noun,of the case,Concepts & Ideas,,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Parliamo del caso.,We are talking about the case.,a14180620aee3c0d895b26bad673d5a6d8ffcaf53c1cfe1de027b4cb583eaaba,1344.0,2fbdef01c77a1202a2a23443a1ae97b334a251cd4e41a1ca379b7f5b0b3f2a02,1560.0,DEHL KAH-soh
al caso,False,caso,case,noun,to the case,Concepts & Ideas,,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Non lasciare nulla al caso.,Do not leave anything to chance.,ad428f50ba0fa52e95e363c92b66adc731b84e5daae0bb664dd192af8eedf5ef,1344.0,71e07f6a967dd0d0aca27f38a4a10ba633e2c07a7dd10c9603273f53e03ddde4,1464.0,AHL KAH-soh
dal caso,False,caso,case,noun,from the case,Concepts & Ideas,,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Parto dal caso più semplice.,I start from the simplest case.,fc2756e3de7636896c1de20a923b0c7f05307632c1e459af4a62b2bf3669aabd,1416.0,e8e0e8938564d1e004d9c2e2e92c723dca53a2177a815bd2938a929aa97934f8,1560.0,DAHL KAH-soh
nel caso,False,caso,case,noun,in the case,Concepts & Ideas,,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Lo scrivo nel caso serva.,I write it in case it is needed.,27517d5dd7514e7cd703d1a2c74cf1ccdf89f9228dcb6732a3071acee0590e7b,1344.0,a58d1009946fd832aa2051f66fc9497de5b4ab19940477a01a723cad5b521500,1560.0,NEHL KAH-soh
