term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
villaggio,True,villaggio,village,noun,village,"Places & Locations,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco villaggio tranquillo.,I am looking for a quiet village.,1f63a6a43f901c9f533202de168c8879176d2d28f572ed79b29550aa3172b094,0c6a60bf0b9fa15aa9120ac80b9f0c0fb0d8c3fbd4c3e1c5eb28fbdb509da94b,1080.0,1536.0,vee-LLAHG-joh
un villaggio,False,villaggio,village,noun,a village,"Places & Locations,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Conosco un villaggio carino.,I know a nice village.,93147a53660961ce79291b2f53db9ec378446333708b2ec13ad4952b2d817495,df1a03954689799be4a43e795125da7a92f15967d1c7c8b7e2ee2d8134f29e95,1224.0,1680.0,OON vee-LLAHG-joh
il villaggio,False,villaggio,village,noun,the village,"Places & Locations,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,definite,il,il,,,Il villaggio è antico.,The village is ancient.,c8f2861855720fd782f2cd16920aa07fc5b01b15aff11fa25fd9ccadc8d0c293,90a381fcbb03cba7335794e613c1810bba66ccc43949f0dbc599532db3f0af47,1224.0,1680.0,EEL vee-LLAHG-joh
villaggi,False,villaggio,village,noun,villages,"Places & Locations,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,,,,,plural form,Villaggi nuovi nascono qui.,New villages are emerging here.,0c63db8393dcd0a61247731c4e7e0dacdebaa4978e59ee3d2a604335f5fa3206,ec9456dcb2a4bd4ef2a934303a81674e36acd1c48b8a35aa8835cd9382b1576f,1248.0,1536.0,vee-LLAHG-j
i villaggi,False,villaggio,village,noun,the villages,"Places & Locations,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,definite,i,i,,,I villaggi sono vicini.,The villages are nearby.,e54cc3b4ed605f63a3e99bcfaaccee37a6531eb1d74841f1a2f14658ae1dd7c6,9b1c026d8b04e8ce205574350ac95ac8938f5ad12aeaf64b5631b4e6f9eacc5c,1368.0,1608.0,EE vee-LLAHG-j
dei villaggi,False,villaggio,village,noun,some villages,"Places & Locations,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Conosco dei villaggi pittoreschi.,I know some picturesque villages.,4c75eec67570f83b4f77251b88576c4b2e402f93fff561dd3c7a6d8791bb5813,05df44dd0586d08236e32b2eb4e5cfe27f3305bc2ce19b8423ede0f9e2fcfab0,1512.0,1752.0,DAY vee-LLAHG-j
del villaggio,False,villaggio,village,noun,of the village,"Places & Locations,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,La piazza del villaggio è centrale.,The village square is central.,e3f826f3c8d5c2fd83f46aa12da80cd9472a90a9d77b0f73bec70ff568bcb354,560c7bd4e9d7ed20fa0dab6d4f1df93a2f6582aa2faacf9ed2200e743520cf75,1344.0,1752.0,DEHL vee-LLAHG-joh
al villaggio,False,villaggio,village,noun,to the village,"Places & Locations,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Andiamo al villaggio.,We are going to the village.,8c5b1fa200bcdd8c0ee4e23cd94fa328077f1c33268b3333b33e83b24674d2bb,4944b026c46f6e8281980bc123b901e4dc49ddac966357b9945dc5bf068f045e,1344.0,1680.0,AHL vee-LLAHG-joh
ai villaggi,False,villaggio,village,noun,to the villages,"Places & Locations,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Prenoto ai villaggi locali.,I book at the local villages.,e34515813c643a1116965b08e7a9647a642df8e1e27721cc386325f9d05e8809,9f55d2b25f7890ba89f4cf38156d7c07370d93c1301feac3bfa695601a2dd9a8,1488.0,1680.0,EYE vee-LLAHG-j
dal villaggio,False,villaggio,village,noun,from the village,"Places & Locations,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Vengo dal villaggio vicino.,I come from the nearby village.,5615411101e9e465aea5538a45aed183c14866e91640844d7e662d3c15168404,91d96858be35d054687c4814c81b022159beed37f61caad404a7fdb997e2a0e4,1416.0,1776.0,DAHL vee-LLAHG-joh
dai villaggi,False,villaggio,village,noun,from the villages,"Places & Locations,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,I profumi dai villaggi sono invitanti.,The scents from the villages are inviting.,e3d9e63f0f63c41af0b1e9a036a17b67614c5b25422a8b88fca0afb47b7fffd5,a2f8364d0053a95b87d47dd9c744e64b3841ae5c5ecb7302633f368fb8d4ef84,1560.0,1776.0,DEYE vee-LLAHG-j
