term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
pizza,True,pizza,pizza,noun,pizza,"food,dining",,,feminine,singular,,,False,False,False,,,,,base lemma,Mangio pizza stasera.,I am eating pizza tonight.,121314cb0808579778edcd64a0c7a7b3885b4f82db64b9efc2c1d6106f56b0fe,52d7b8d910be62d01861a2845cdaaf4353cbc45b8d55dc2938f642c0c0c69d01
una pizza,False,pizza,pizza,noun,a pizza,"food,dining",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Prendo una pizza margherita.,I will have a margherita pizza.,7aa486f2a62b8cc581693c6ebf296da64038aa223ba39b313bb3dcb4c03a2c20,1fc24302fc89f31cf696484aeb5ade9cea1e4e9faf70c7e1cfa33a5866863c67
la pizza,False,pizza,pizza,noun,the pizza,"food,dining",,,feminine,singular,,,False,False,False,definite,la,la,,,La pizza è calda.,The pizza is hot.,81fa01481b7f155ea82e169c52652f67f299c0acf444b36cffd0fba2999e6f59,a8978ad577272d7e99538ecc74b7f3b98d6cc1e8c01b150765b3d7ff0f441ca9
pizze,False,pizza,pizza,noun,pizzas,"food,dining",,,feminine,plural,,,False,False,False,,,,,regular plural -e,Pizze grandi costano di più.,Large pizzas cost more.,16344bd419a478cf2f39104660b13e6e301b9e3e5c9c605f4eff8be41cfb24ae,3a29ddc1cbe0ad2c24c65297ff6fd137d04cb733e2fa2b84323d6dc6c235fa81
le pizze,False,pizza,pizza,noun,the pizzas,"food,dining",,,feminine,plural,,,False,False,False,definite,le,le,,,Le pizze sono pronte.,The pizzas are ready.,d83ffd6c0c3996d80dcb7b38f580970119a4825c8d68b7df5322fef396fe0987,1f22036d4fd234bde595bc0136fb70ef9c2a07937783ab8c1df1b511d340f23a
delle pizze,False,pizza,pizza,noun,some pizzas,"food,dining",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ordiniamo delle pizze per la festa.,We are ordering some pizzas for the party.,3ea43b10c909c8df4f47f1d93f24a1119d7923e37e3246c410cd3b0ef54b1cdb,8351ac05adc53de4001eb00bbca651535e37d07a402728f794113ffea561d19c
della pizza,False,pizza,pizza,noun,of the pizza,"food,dining",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il bordo della pizza è croccante.,The crust of the pizza is crunchy.,8e41d248e3416f0ac03c4925eee34c81d8dfd032395bbb8c1340c632e88048d7,32a8c63010fecb7bface78ba10c57f9e24b9b920637afb7d40101cc1bfc59619
alla pizza,False,pizza,pizza,noun,to the pizza,"food,dining",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Aggiungo basilico alla pizza.,I add basil to the pizza.,47206f92761c07c0e4f0ed5b069473ec8262a436b9592c33a5ed619943dcefb2,c06dba4cb3a6ca5ac7da1e78933a5e07b98142b203371b330c83702d74c0fc5c
alle pizze,False,pizza,pizza,noun,to the pizzas,"food,dining",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Metto più mozzarella alle pizze.,I put more mozzarella on the pizzas.,1ddeccebd8be8d5a297bf8b65d8321cf6b9d66d73e88315184bc112b18094a5c,d9cca219ce20b0c7ce7e0d0d91776d9a7c4783c3eb7e8d44faaf6fb049d69135
dalla pizza,False,pizza,pizza,noun,from the pizza,"food,dining",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Il profumo viene dalla pizza.,The smell comes from the pizza.,9633a061727c6141f8977a496a3f23c840f0860885e9c5e1c93eb3ffb881afc6,ced74332855e3a38f0dd7abd50fa4b4f8cba49600376ab46a807ec1c234bc577
