term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
dimora,True,dimora,residence,noun,residence,"home,places",,,feminine,singular,,,False,False,False,,,,,base lemma,Cerco dimora stabile.,I am looking for a stable residence.,ca6848e1b56403061b2eb03081bca7c23e45cceb42b0a78eb95e5d097f23c4e7,f92a49653fd985d2f1c4d59976d5b2d0973c9c499d2b7971d55f8b12c260bfc6,1272.0,1368.0
una dimora,False,dimora,residence,noun,a residence,"home,places",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Cerco una dimora tranquilla.,I am looking for a quiet residence.,4a82c120860ef9cca3610848a762aa71a98f534791a8e68e446c652dd1597888,a626d7bd3c7fb5b0eb7280af985a3b709b18aa76a1a344495922924adb1f80cd,1392.0,1584.0
la dimora,False,dimora,residence,noun,the residence,"home,places",,,feminine,singular,,,False,False,False,definite,la,la,,,La dimora è in campagna.,The residence is in the countryside.,02afb1c968390d4186243d09fa7eec6b0d2941300817e23c1dcb6321e5700c1a,c3867594f22ae5475c9a57748cd469bdb8c37bde061693c66ae4bb625619eb2c,1416.0,1536.0
dimore,False,dimora,residence,noun,residences,"home,places",,,feminine,plural,,,False,False,False,,,,,plural form,Dimore storiche attirano turisti.,Historic residences attract tourists.,7e9e2c611f4f9a0e57dc38917c1654cb34e0c6e478d3b9f15fe2a1a34b226c70,269db46e63aa6307db803f4e54ea4b775989b9c5a999a73d07931932cf5ebd19,1416.0,1368.0
le dimore,False,dimora,residence,noun,the residences,"home,places",,,feminine,plural,,,False,False,False,definite,le,le,,,Le dimore sono chiuse.,The residences are closed.,7e1d820726d163b59f0110e1e0e36fe91e38f07f22b05b5993484bcbda71265e,6e9170820ad0dcd34c66436d7b3bc30aa2e91e40d523d5af59868e495dd126fa,1560.0,1512.0
delle dimore,False,dimora,residence,noun,some residences,"home,places",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Visito delle dimore antiche.,I visit some ancient residences.,129878ff5492ac7ee4a248000576284da18bb6683b69f88a564ce141efe49419,668a68ef31ab87cb318f93225523f66fc51a25a312e0cb043b2bdc0d20b2377e,1704.0,1704.0
della dimora,False,dimora,residence,noun,of the residence,"home,places",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il tetto della dimora è nuovo.,The roof of the residence is new.,795f11e4f587be93a1ff919f855f472e9381035de2d426553bebe9f7d889aeb1,4d89acfdb7c93a824a94747e2256a731507d3b12bf17604f60efd7d5c604b5a4,1536.0,1680.0
alla dimora,False,dimora,residence,noun,to the residence,"home,places",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Torno alla dimora al tramonto.,I return to the residence at sunset.,eb44b87f1cadf45977e26aa37546e5c84059afa80c83788df9e20651063403b7,e13540bddd17da12be665b5188f162e7c4f1ee24f018c76ecfc2a21d05ec0421,1536.0,1608.0
alle dimore,False,dimora,residence,noun,to the residences,"home,places",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Andiamo alle dimore storiche.,We are going to the historic residences.,d0dcf10ef9375a96621dc6b565e9aa10c862d0c1473e8dcc6d96ab1d1f7df137,7c9dc8044bb34dac69f0d0a3d56882158a88b82b708a5ff0afc96dd5209ebed0,1656.0,1608.0
dalla dimora,False,dimora,residence,noun,from the residence,"home,places",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Esco dalla dimora con calma.,I leave the residence calmly.,065be5d3a59ad05962613b7d300b10ffa2246f33fb87fcc66b65d848e277a2ab,b8b3cd11b51d36fde5fc7727f60a85cafb292cd8f07d3b39e271c01a02e37fef,1608.0,1704.0
