term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
vecchio,True,vecchio,old,noun,old man,"quality,age",,,masculine,singular,,,False,False,False,,,,,as a noun; can sound pejorative,Cerco vecchio saggio.,I am looking for a wise old man.,609d926d467c754377d4dc0bb7e252c855e49eb35d2f3c26dd01635ca6bc1e48,7235bf974eab1a0b03269dc9e7b041a3722624d0c7719056532c3895a85e9132,1296.0,1368.0,VEHK-kyoh
un vecchio,False,vecchio,old,noun,an old man,"quality,age",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho visto un vecchio sul ponte.,I saw an old man on the bridge.,11bb9d244d9d32a3f3f0de3e91173d97ad9e45067134b21235257ebe7b6fe04f,c6381b3a90242d210f0dbbf5aea936f3e162ef29acf54635ad8586a1adc1c734,1464.0,1512.0,OON VEHK-kyoh
il vecchio,False,vecchio,old,noun,the old man,"quality,age",,,masculine,singular,,,False,False,False,definite,il,il,,,Il vecchio racconta storie.,The old man tells stories.,126237b425b0d036fb7934cc2b3337a92707b016fa58525b0a1b826b0179bfcb,2cbf53809665c354eb352982de04806951378a24b32945b990a244f9955eb704,1488.0,1512.0,EEL VEHK-kyoh
vecchi,False,vecchio,old,noun,old men,"quality,age",,,masculine,plural,,,False,False,False,,,,,,Aiuto vecchi ogni giorno.,I help old men every day.,8faab7fbfc39a2e9b3780877b69407332736ab8a14bd73e4a7b5f9d8f7e76e34,478fbe1c7240d775190796e3a380662606d168814fab50562d8d9a0413f56434,1272.0,1344.0,VEHK-kee
i vecchi,False,vecchio,old,noun,the old men,"quality,age",,,masculine,plural,,,False,False,False,definite,i,i,,,I vecchi giocano a carte.,The old men play cards.,21f563101d08c69a34b524c6151d0f81a67f10985e9c700080e04d2a183d3213,2dc6a6da371eae0b8c204a04ab6561c5bdf96cdf5684e0cab47fafbd0f1f0827,1440.0,1392.0,EE VEHK-kee
dei vecchi,False,vecchio,old,noun,some old men,"quality,age",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Conosco dei vecchi molto attivi.,I know some very active old men.,80bf24294df4d8630401994d4ecdce7a48e8f68df06a9040342aae1c401c7927,2686cd2a0350750b5d112f5fb2173886612cf1d764679be3ecb7943d6b88532a,1560.0,1536.0,DAY VEHK-kee
del vecchio,False,vecchio,old,noun,of the old man,"quality,age",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Ricordo il nome del vecchio.,I remember the old man's name.,5fc6d42e97b33e49b35cb2f87ae40be40315de09abdbe5ffa19b6c10d2d9c17a,2b4db4ca132cf6f8e4e060b36b0c896361ac8910f68cc91c03a1b34529ca925d,1584.0,1584.0,DEHL VEHK-kyoh
al vecchio,False,vecchio,old,noun,to the old man,"quality,age",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Parlo al vecchio con calma.,I speak to the old man calmly.,0c87f299cf67f23d1eafaa2eb7bbbbae954d186cacdbd105aa3404ad7e704b88,967e491fb80c27f8c19e18407c664c8505bf91255e28d7e7cc4363549ba8cdbb,1584.0,1512.0,AHL VEHK-kyoh
ai vecchi,False,vecchio,old,noun,to the old men,"quality,age",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Scrivo ai vecchi del quartiere.,I write to the old men of the neighborhood.,9156af8fa09876d8cbe85a928c818ee9a2737437e9b732b08711d118de841f1d,ea67e29a3756f456f2bc52729c1cbcae8f5a2d1018ca7af59430f61d38f459d4,1560.0,1464.0,EYE VEHK-kee
dal vecchio,False,vecchio,old,noun,from the old man,"quality,age",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Prendo consigli dal vecchio.,I take advice from the old man.,ec2000f05e4db8a9fbeee62e7ab114392ec2866daed57b23e46b0a404c26332a,b383dec7777487aed1fa7c146b863d4e75689984a9fe690e13dfcc28a8b01962,1680.0,1584.0,DAHL VEHK-kyoh
