term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
omicidio,True,omicidio,homicide,noun,homicide,"law,crime",,,masculine,singular,,,False,False,False,,,,,base lemma,Parlano di omicidio irrisolto.,They are talking about an unsolved homicide.,2ec7ac933f60e0f6dc2eafa2396b5c2e4b12c31e7e42bdf2b7a011aee3b9602a,824dba172bcadaa66323333d0ba6994c61357f2b31bb86546cb482d7c506adfe
un omicidio,False,omicidio,homicide,noun,a homicide,"law,crime",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Hanno segnalato un omicidio.,They reported a homicide.,58f59d08f6143c73efdce1d2cd1df7b4d6ddf99196b15742b8647e37efc4511e,4f2cfd728043f3d1a7027e83f9a548d4007fe8a3db4ff2c5f8fe508e77c4e327
l'omicidio,False,omicidio,homicide,noun,the homicide,"law,crime",,,masculine,singular,,,False,False,False,definite,l',l',,before vowels,L'omicidio scuote la città.,The homicide shakes the city.,36b41a3c83f5ede2ca987f13466010d2cedd66fbfb0040e7deb21616836ee938,3f9f4adb28627d7a501806550f00c2ee7b81d25c6b5635296792399f619e18b0
omicidi,False,omicidio,homicide,noun,homicides,"law,crime",,,masculine,plural,,,False,False,False,,,,,plural form,Hanno registrato omicidi quest'anno.,They recorded homicides this year.,61080d9a9e691cc693ef6da72333f463a51c962800d78605863bdc73cf3bb200,1640b864ac0de70d1c961ba4e35c6137c0cdf47ddb386441431f62a10b3c7a7d
gli omicidi,False,omicidio,homicide,noun,the homicides,"law,crime",,,masculine,plural,,,False,False,False,definite,gli,gli,,,Gli omicidi sono in calo.,The homicides are decreasing.,4a313c9c6e64f588fb51c22d80cb0f60f7923b8b823247de794de45d5367c443,b7aec9d8de605b279747bbf1cecec3d05d74303685c1caead25fd0cd73b5308f
degli omicidi,False,omicidio,homicide,noun,some homicides,"law,crime",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Ci sono degli omicidi in città.,There are some homicides in the city.,8dd58fcad07b8fdf57701f8d5eb57ceb7d46d37a596abbe6057530542b6163d0,260650a3f484dc60a8326634453d2063452f4fdcdaa84906e49c5a2ca2a51756
dell'omicidio,False,omicidio,homicide,noun,of the homicide,"law,crime",,,masculine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',L'orario dell'omicidio è incerto.,The time of the homicide is uncertain.,ed67f0aa1be31d6fc269a077293f9902477a992fcafeacc00dc3a5fe5258d72c,f1491c04f5ee74c289c47ab673d9e90154d0452c3deace2b56c8441cf9cd7e65
all'omicidio,False,omicidio,homicide,noun,to the homicide,"law,crime",,,masculine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Erano presenti all'omicidio.,They were present at the homicide.,82b6323099761b37a1c000fcabbb5f7656bbe88de2aa32ff398c2ef9895e2873,ba178849364e95ed88236ca24a2c80867f956a4a227b4f5e679e808c34c77fd1
agli omicidi,False,omicidio,homicide,noun,to the homicides,"law,crime",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Reagiamo subito agli omicidi.,We respond immediately to the homicides.,2c41b90a62015ab78c8ad07ceda94a2f3cebef6a68a4e93670dc19f261a07fc9,b78a5aed561b6938cb816686f92a77d1f179963a7b5ca1a4893030247859b3f9
dall'omicidio,False,omicidio,homicide,noun,from the homicide,"law,crime",,,masculine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Si è allontanato dall'omicidio.,He moved away from the homicide.,1da1e170cc5e42f8f998ebdf64287372bec93a54bb5a3ca4afa4d26fcae86a41,46dd33000a42b18d7d868e8255b8e9cc5035219162f5b484188765c824d81e00
dagli omicidi,False,omicidio,homicide,noun,from the homicides,"law,crime",,,masculine,plural,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,I dati partono dagli omicidi del 2020.,The data start from the homicides of 2020.,350c01979fe04f178d4a4f911fad11cca2a8df05bd13c756d6c7e19999aa1606,aeb6b14fa81770bc8629292ce61801ddbfb1f667a9234bd79df7c8fb649aa01e
