term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
eccitazione,True,eccitazione,excitation,noun,excitation (feminine),"feelings,science",,,feminine,singular,,,False,False,False,,,,,base lemma,Sento eccitazione.,I feel excitation.,5a11cf72f455ab117a888074cdab6187cddb7c774a91c46c883bab536cc2ac2b,88213d4d60a7780bf8b4f2618470fd75f1bbf821380284693a9d8e552798cbbf,2352.0,1800.0
un'eccitazione,False,eccitazione,excitation,noun,an excitation (feminine),"feelings,science",,,feminine,singular,,,False,False,False,indefinite,un',un',,elision before vowel,Provo un'eccitazione improvvisa.,I feel a sudden excitation.,43ee46f3bcadd27a69a946baf0d75349f3ecd941bde670a89cef9b60bc0f34e7,aeac62a2907e9573052141f84ac59cbbc9534912cfac9d004ad9b3adfc276d42,2496.0,1968.0
l'eccitazione,False,eccitazione,excitation,noun,the excitation (feminine),"feelings,science",,,feminine,singular,,,False,False,False,definite,l',l',,before vowels,Aspetto l'eccitazione della gara.,I await the excitation of the race.,f691e8639b1b5cc01a78cef044a3124bf389f88e1d6c49fa3cbcc284768db298,07e49e9fa94e3f59d5afa460066e93558ede483dafdaffc9bde8b22bf87880c4,2544.0,1872.0
eccitazioni,False,eccitazione,excitation,noun,excitations (feminine),"feelings,science",,,feminine,plural,,,False,False,False,,,,,plural form,Parlo di eccitazioni diverse.,I talk about different excitations.,a9be6582249c0e630dcdbe160da9252ea62c9f271f4880e71e0961dca5be5925,22f657fb0bbfd79eee0102ecc98849712d4454882f6355a0cd72bc4fa706e733,2472.0,1824.0
le eccitazioni,False,eccitazione,excitation,noun,the excitations (feminine),"feelings,science",,,feminine,plural,,,False,False,False,definite,le,le,,,Studiamo le eccitazioni in laboratorio.,We study the excitations in the laboratory.,70292d4fddc1154cdf683188805a8b149a03b1be495e5ba02240e73ebd5b5d4b,9c2ad7fec85b5a0bd180fe051bfeed9ea946e941d197c255a84304d420f738e3,2640.0,2016.0
delle eccitazioni,False,eccitazione,excitation,noun,some excitations (feminine),"feelings,science",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho letto delle eccitazioni nei materiali.,I read about some excitations in the materials.,c77e721aaf774ff4c6376cfea09ad72ecb6bc974dd092455dbdf7e73312ecf75,29482535967fafb07a4061f874dd76235f410e5407152ac02828b7d46f93f921,2760.0,2184.0
dell'eccitazione,False,eccitazione,excitation,noun,of the excitation (feminine),"feelings,science",,,feminine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',L'intensità dell'eccitazione varia.,The intensity of the excitation varies.,a3f563d8a97864b8e3501e1805cdd2a4af5cb7b35ed3217b99b8c747a079015c,f6cde157edeeb17ae25a22e708cedaab0da47367c2e466c2bb72c24e4945ab52,2640.0,2040.0
all'eccitazione,False,eccitazione,excitation,noun,to the excitation (feminine),"feelings,science",,,feminine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Reagisco all'eccitazione.,I react to the excitation.,42316198fa7ab750f58709e18ea2bb01272a81ed98e1a6a5abcadd94c9b968a9,cfb1b61fec3b94e3048fc607d8d98cc0d3fa57e5a2407d55de227a056777b5d0,2640.0,1968.0
dall'eccitazione,False,eccitazione,excitation,noun,from the excitation (feminine),"feelings,science",,,feminine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Trema dall'eccitazione.,He trembles from the excitation.,d05720d93aeca0e9578d5fc4cb1eb61dd4b24bfb44cd4411587089d6f4db00eb,f1292bdd42a1e49e29d5942a32d92a7bde428ced1019891e4b89d77ac72ef91e,2712.0,2040.0
nell'eccitazione,False,eccitazione,excitation,noun,in the excitation (feminine),"feelings,science",,,feminine,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',Mi perdo nell'eccitazione della folla.,I get lost in the excitation of the crowd.,df26b808c47333d62588c4b0c85e615dbc051f2b739938a9bb6b5f1118ccebcb,6b23b1bd91fae969033db37cac20ca7a0e17e2060bd99aaeb3850ffecbfb96fc,2640.0,2040.0
sull'eccitazione,False,eccitazione,excitation,noun,about the excitation (feminine),"feelings,science",,,feminine,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Ho scritto un articolo sull'eccitazione.,I wrote an article about the excitation.,7dbbd634c95bd60b0b982c4823c7d7795f944b6bd691f8cdfde43c35791ce1b4,90d5a1349c4a4133e78397c22e56b80f1abf9977aa0fbfbb6087e53daad560cf,2808.0,2136.0
con l'eccitazione,False,eccitazione,excitation,noun,with the excitation (feminine),"feelings,science",,,feminine,singular,,,False,False,False,articulated_preposition,l',con l',con,no contraction with con,Non ragiono bene con l'eccitazione.,I do not think well with the excitation.,cd317114b1772ab1f327829b08ab63483033fbe8c00eb37dee6ded59f56fd187,7191f04d9e638b9388e17181dc9eb828e79fba8f8097412a7d46313af3cdd03e,2712.0,2088.0
alle eccitazioni,False,eccitazione,excitation,noun,to the excitations (feminine),"feelings,science",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Il sistema risponde alle eccitazioni.,The system responds to the excitations.,0b27fb15e040c8d212cc2c70c7bfe6d352cb830444a7904aead2feeb476f8309,903c54eb1bd1e1700319d71630a0a112a03d36a6989a7e4e74ea796bf91190a8,2736.0,2112.0
dalle eccitazioni,False,eccitazione,excitation,noun,from the excitations (feminine),"feelings,science",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Il rumore nasce dalle eccitazioni.,The noise arises from the excitations.,eea860ed4bc612b9936adecbbee650a2296b1475e47a198a0753ccaab2f91bdf,a9abcf3ca463a2205d525c54a1055e4526b41883943bbb70b209ed6f4c8e720c,2808.0,2232.0
nelle eccitazioni,False,eccitazione,excitation,noun,in the excitations (feminine),"feelings,science",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Osservo variazioni nelle eccitazioni.,I observe variations in the excitations.,8821e4b28873468469046e164e0a7fd807da3ae2352bd48ccb118dc28f30995f,2a2ba12a7548286385167494345aab0b94b82ef71f6e8155d9ba7bdc19c2497d,2736.0,2232.0
sulle eccitazioni,False,eccitazione,excitation,noun,about the excitations (feminine),"feelings,science",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Ho dati sulle eccitazioni.,I have data about the excitations.,dc597ca5fb7d2292455dea488f1ae7f5242dae9647766df541338ee0e3f98952,79694b33156c49b53c73e738660566a0cd15378150ac242495ee11ab67c879c6,2928.0,2280.0
con le eccitazioni,False,eccitazione,excitation,noun,with the excitations (feminine),"feelings,science",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction with con,Lavoriamo con le eccitazioni più deboli.,We work with the weaker excitations.,457de755b2e71b9678d390aa812fd33ee02460ce854da9b8ee5c9de37a82606c,e87c65167a8d9fcfc76ffefa30f882678f8fb21eb75a47482f789374167155fa,2808.0,2208.0
