term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
albergo,True,albergo,hotel,noun,hotel,"Lodging & Accommodation,Objects & Things",,,masculine,singular,,,False,False,False,,,,,irregular plural adds h: alberghi,Cerco albergo in centro.,I am looking for a hotel in the city center.,ee39673d81cf13f15bb47a8a793fdaedc5241fd3fc0b08e2d56288933615452a,471d6f2777067ff0dd3d54111399a136eff471f778dafabffc64e06bcc02cec4,1176.0,1464.0,ahl-BEHR-goh
un albergo,False,albergo,hotel,noun,a hotel,"Lodging & Accommodation,Objects & Things",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Conosco un albergo carino.,I know a nice hotel.,d6d24eece67d56543e10625ec900c54ff15c5f5541cb35c2de4fc1378515ecbc,eda1d7168d13987167d4d6f5134d9b121ad280166cc30336b68d04b985787e5a,1272.0,1632.0,OON ahl-BEHR-goh
l'albergo,False,albergo,hotel,noun,the hotel,"Lodging & Accommodation,Objects & Things",,,masculine,singular,,,False,False,False,definite,l',l',,before vowel,L'albergo è vicino alla stazione.,The hotel is near the station.,abc71d7f4fef8a6c84d031a3a0e0f25c220491b9f2dd529ef2406d47493daf10,6d2b9c1fa176717bed990a9793fca4f419a98316ce5dd6631851e8c5e072f378,1296.0,1560.0,lahl-BEHR-goh
alberghi,False,albergo,hotel,noun,hotels,"Lodging & Accommodation,Objects & Things",,,masculine,plural,,,False,False,False,,,,,irregular plural adds h,Alberghi nuovi aprono spesso.,New hotels open often.,a122fabdff56d8b05f2bca80c0bda445680ddcd91eda2eb28626d2f66c99e004,09ddf2b762ff462b5e28eeda807636c008c7776c4858fe73049b518877322cdf,1272.0,1464.0,ahl-BEHR-gee
gli alberghi,False,albergo,hotel,noun,the hotels,"Lodging & Accommodation,Objects & Things",,,masculine,plural,,,False,False,False,definite,gli,gli,,,Gli alberghi sono pieni.,The hotels are full.,1fa59a0f8f73261950f9d057809f67d58ae81f6a52de0aa949ce047faf6587fc,90d4149fe309e884cfb0d559e654113e4545000dd5fe06d9f46bf5ffcd041c64,1416.0,1776.0,LY ahl-BEHR-gee
degli alberghi,False,albergo,hotel,noun,some hotels,"Lodging & Accommodation,Objects & Things",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form; irregular plural adds h,Scelgo degli alberghi economici.,I choose some inexpensive hotels.,a7a2f495379521ffbbf00a21fffd1f6193b484d587f15c3d37c1625a309c110d,36caf6a8c5ba63d4bff92b8662d1d54ebae446d1d7172e39516f1a4364cae9ed,1536.0,1776.0,DEH-ly ahl-BEHR-gee
dell'albergo,False,albergo,hotel,noun,of the hotel,"Lodging & Accommodation,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',L'indirizzo dell'albergo è qui.,The hotel's address is here.,913cfd72bfc7c1be7d384aefe66d6634c1e3f134422c89c202a7c42c2571b425,cbf967344f51c1be24f4b9f941b9db640ce9c95b66d2fc5a2b8896f6a63afacf,1416.0,1752.0,deh-llahl-BEHR-goh
all'albergo,False,albergo,hotel,noun,to the hotel,"Lodging & Accommodation,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Arriviamo all'albergo alle tre.,We arrive at the hotel at three.,58a263c799e19b8c265dc0d76ea44dd0d3ff154493ea5b81feb18d424fc47115,5366a939553a35dd748cb169493f83c96d4ebc8ba34536f103c1dedb69b8bc38,1416.0,1656.0,ah-llahl-BEHR-goh
agli alberghi,False,albergo,hotel,noun,to the hotels,"Lodging & Accommodation,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Scrivo agli alberghi per informazioni.,I write to the hotels for information.,d714505d6ac06c34e898f09d194906cd80742e30f06eb85fbe0d582ebada29d1,68d5afa43af6698ee4932302d9c36fe5ccb432c648be539dd16c8577513486af,1512.0,1704.0,AH-ly ahl-BEHR-gee
dall'albergo,False,albergo,hotel,noun,from the hotel,"Lodging & Accommodation,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Esco dall'albergo presto.,I leave the hotel early.,ba4caa6b0698ba0a1051955f62711704dc23b4a3f8296e6747fdbb8a90f0cbd0,9c4f404fed49f7972a4c84c637bc16b89f1d59c365dc57cdb1ff13c2171fb4ad,1488.0,1752.0,dah-llahl-BEHR-goh
dagli alberghi,False,albergo,hotel,noun,from the hotels,"Lodging & Accommodation,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Arrivano suoni dagli alberghi vicini.,Sounds come from the nearby hotels.,1469a41d4cffca117d62ea0148d1c313181bb4f18a985614e8cf70c2ff2553dc,3338bc0c048e9d4838e6312a2f09fc71ec5d9eceb2ca34427b166622d8600c9f,1584.0,1800.0,DAH-ly ahl-BEHR-gee
nell'albergo,False,albergo,hotel,noun,in the hotel,"Lodging & Accommodation,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',Lavoro nell'albergo d'estate.,I work in the hotel in the summer.,2e867ea2d4b0c2219fba506b7462445a5223f687adbd74c99a2b0f5c59203551,4757f0d99c326899279a286aaee18e1378eaa0ed2b427805a3f433a41cc06e80,1416.0,1728.0,neh-llahl-BEHR-goh
negli alberghi,False,albergo,hotel,noun,in the hotels,"Lodging & Accommodation,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,Non si fuma negli alberghi.,You cannot smoke in hotels.,78b8b00c82f7f9d5d3f3f5f0f856e26068d64d64917f0765be4313a2c806189e,9134b89d1f489c51f5f64136b3af391e389b89bf2399dc68128760d94bfa802c,1512.0,1776.0,NEH-ly ahl-BEHR-gee
sull'albergo,False,albergo,hotel,noun,about the hotel,"Lodging & Accommodation,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Leggo una recensione sull'albergo.,I read a review about the hotel.,d81fd3ac0832477d309dddcbe282efba836b586bb209c7ef17e1f8845ee97f84,af6c8a99c8c85bded4a578561b56c057f2ab32554e020f17ef3ab200f03225df,1584.0,1800.0,soo-llahl-BEHR-goh
sugli alberghi,False,albergo,hotel,noun,about the hotels,"Lodging & Accommodation,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,Ho dati sugli alberghi locali.,I have data about local hotels.,0f83ca5c3acbfcf76511c56eccbca3e87dc08dfd14bde5c4a2752614531d1c68,21843c64d4b2771fd43ec08600020a2c971043e441629b8e09171e9ffca66890,1680.0,1872.0,SOO-ly ahl-BEHR-gee
con l'albergo,False,albergo,hotel,noun,with the hotel,"Lodging & Accommodation,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,l',con l',con,no contraction with con + l',Collaboro con l'albergo.,I collaborate with the hotel.,20047971734c51057b7feebb7331778d89e781bc5e75f59a42823e963c7d756a,32c09dad5236a87e442cc407da51d4e9673394676d00541e971b12cbfe93d40f,1464.0,1752.0,KOHN lahl-BEHR-goh
con gli alberghi,False,albergo,hotel,noun,with the hotels,"Lodging & Accommodation,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,gli,con gli,con,no contraction with con + gli,Lavoriamo con gli alberghi partner.,We work with partner hotels.,8a0a8a0d3b0a8b5e5c77c548e9d635996394df8a8455c073c0035bc6849df4e4,75bccf38bed4852895c272ae0627257efd3a937b9b814ce84ff747e2148a5655,1584.0,1824.0,KOHN LY ahl-BEHR-gee
