term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
favore,True,favore,favor,noun,favor,Concepts & Ideas,,,masculine,singular,,,False,False,False,,,,,base lemma,"Per favore, aiutami.","Please, help me.",b335bf1b3d4cd94866c2cb7cb6b982a465917775661ef4c950c352578dbe2985,1104,f15846004431462dddac6369d1cc4216ef930345c07ff28ed0b245a98f479e11,1392.0,fah-VOH-reh
un favore,False,favore,favor,noun,a favor,Concepts & Ideas,,,masculine,singular,,,False,False,False,indefinite,un,un,,,Mi fai un favore?,Can you do me a favor?,b82cb84fc3267b81edb1ef96065f94a0a634189ddf199a4faece9b271f9edb04,1248,70661dbbb6c323e82ffd4a99dfcc103ae6c240524fbafeb429aca9efd1e44b35,1512.0,OON fah-VOH-reh
il favore,False,favore,favor,noun,the favor,Concepts & Ideas,,,masculine,singular,,,False,False,False,definite,il,il,,,Il favore è gradito.,The favor is appreciated.,980b15708f0a51ecdfebc8cc172a596679a1ba4778231f5c6c6f5119d5e5cde2,1248,86e52386127ea47ea8e98db02324ce06b480feea02b09618304a12d9295cf24f,1536.0,EEL fah-VOH-reh
favori,False,favore,favor,noun,favors,Concepts & Ideas,,,masculine,plural,,,False,False,False,,,,,,Ricevo molti favori.,I receive many favors.,7f005c036f904bf1ed8d8301d9a54a2dcd4d345624863f08d130e36cfa8d7f35,1224,7c0d09430c8a879a525d39ba0e51e78c5b696540c88d2db6c6dd15d3a25e0b8a,1416.0,fah-VOH-ree
i favori,False,favore,favor,noun,the favors,Concepts & Ideas,,,masculine,plural,,,False,False,False,definite,i,i,,,I favori non si dimenticano.,Favors are not forgotten.,5279542ddfe2df406bc1dbf7d1096a2c9b1e45ef616cb23ec436290eea894ae7,1368,a754cf651e320698f644aaa27cfb84a0f1217b4632bd11883f267b47c2fa8b8f,1488.0,EE fah-VOH-ree
dei favori,False,favore,favor,noun,some favors,Concepts & Ideas,,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Mi ha fatto dei favori.,He has done me some favors.,fb92eb8209bbc4349066836dd6f44a475f448cebb8b7d063c5874f05cbd14921,1512,9018eddcb24b73ce6ac3bebe28419c2a565c4376ec50d22f23c8d91a505f0172,1608.0,DAY fah-VOH-ree
del favore,False,favore,favor,noun,of the favor,Concepts & Ideas,,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Parliamo del favore che ci ha dato.,Let's talk about the favor he gave us.,92d288aec521eac846a0e1547e746a8dc9d533314a73dd996dcd23b3f40387ab,1368,fae7c9325d5e82ccc6fa98d4bf1d38e0c3223514129181f1969e2ad6c62c7fd6,1608.0,DEHL fah-VOH-reh
al favore,False,favore,favor,noun,to the favor,Concepts & Ideas,,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,"Grazie al favore ricevuto, ho vinto.","Thanks to the favor received, I won.",e311d63d04cd91183a93359536702d8891b9ed848b6604228ff09768c27f59b6,1368,96c1568e37de5045cc512c47dac5e6de74ec0f8dc797d185a4dcaab143da063b,1512.0,AHL fah-VOH-reh
ai favori,False,favore,favor,noun,to the favors,Concepts & Ideas,,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Sono grato ai favori che mi hanno fatto.,I am grateful for the favors they did for me.,0cd2067e8f094bdc3bc461d4d9ab82559822d7cba10f50726eacfb9fc2766714,1488,a9e4290cc104d162a81d4fd64ea7c31e4cc513d56ddbe1fd98692cf1349072ee,1536.0,EYE fah-VOH-ree
dal favore,False,favore,favor,noun,from the favor,Concepts & Ideas,,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Sono rimasto sorpreso dal favore del pubblico.,I was surprised by the audience's favor.,cb600a4576dc25a4a5df3e700e5ca9498cfe5a0c7a7a00e83eef2314b9bc4fbe,1440,d93cc5578b26934f0f2802f0c6f5e254f733cd68ff4d44dc614d38925fc2840c,1608.0,DAHL fah-VOH-reh
dai favori,False,favore,favor,noun,from the favors,Concepts & Ideas,,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Ho imparato dai favori che mi hanno fatto.,I learned from the favors they did me.,7f76c646da1a2066abc4e9188765f038e12f4a7fc3e4394b16b026000d2ec6e4,1560,3d4ac3d0f3a4c464b4bd17059906aef8b45b961edec7ef46b9fd0f8984a2cd8a,1632.0,DEYE fah-VOH-ree
nel favore,False,favore,favor,noun,in the favor,Concepts & Ideas,,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Nel favore del giudice c'è speranza.,In the judge's favor there is hope.,9d9c0edc2727375882456920510afb235d688ef3ca2923c85ff54c86d5fc02fd,1368,2a6aedf521672062e895afb8826a412bcb2e1c706d018f978c49be2b1df2ddb7,1608.0,NEHL fah-VOH-reh
nei favori,False,favore,favor,noun,in the favors,Concepts & Ideas,,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Nei favori ricevuti ci sono rischi.,In the favors received there are risks.,9bb58bb1b65efaac756142232aa08dc464d72284d5c401b28d3f28d329f1d8e4,1488,02b6e38a2ca83e732a21a0373ed67d775386c92c5dd28e463026c9ced4cced5e,1608.0,NAY fah-VOH-ree
sul favore,False,favore,favor,noun,about the favor,Concepts & Ideas,,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ho letto un articolo sul favore politico.,I read an article about political favor.,2ff7e4e0a811a3c312380e479fdc1f3f579a232ab68d36b15b8bc88eb1c4166f,1536,afb7ee5b834c98fecc863025f4e57a2c0d83b028f60c551b16b23332364ec8f6,1656.0,SOOL fah-VOH-reh
sui favori,False,favore,favor,noun,about the favors,Concepts & Ideas,,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ho dati sui favori scambiati.,I have data on the favors exchanged.,dc6fb6e36d58d10d9e619642fa42df0ab572dd2e1ea48539c66951436b2abd61,1656,b48c57fc80c5ff33a58dad0d8a20e4ef0c45bd1804398ae32aedcbe98ad576a3,1728.0,SWEE fah-VOH-ree
col favore,False,favore,favor,noun,with the favor,Concepts & Ideas,,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Sono entrato col favore del direttore.,I entered with the director's favor.,eefcfb42b1a2ee8126cb4bdbc431d0c4801dbbb8729941227c5e607fcbfc6369,1416,80030f8403b18fce02cda45f7da72d528464fa6b2e51736d5c86eba3d58e6b27,1584.0,KOHL fah-VOH-reh
coi favori,False,favore,favor,noun,with the favors,Concepts & Ideas,,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Lavoriamo coi favori reciproci.,We work with mutual favors.,53cd25bd422deff6c8cb27032ddee97cdbf4aad441b5266740300b31601e083b,1536,06bf7322ba4b7145609a9379194e576ef7150bd15bbaa86878a01396ba61a7f7,1632.0,KOY fah-VOH-ree
per favore,False,favore,favor,noun,please,Concepts & Ideas,,,masculine,singular,,,False,False,False,,,,,,Per favore, chiudi la porta.,7a77294c48b3242577908787d1a120957c384c4e7446ebf408f2ebef0957de2e,1080,280d5bd7a18fca25732b8155cae713a100d16d23384703feb513db29def45e1f,1584.0,PEHR fah-VOH-reh
