term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
male,True,male,evil/harm,noun,evil,Adverbs & Particles,,,masculine,singular,,,False,False,False,,,,,also used for physical pain,Parliamo di male e di bene.,We talk about evil and good.,d513562a9b354af305b4e59bc8753076d4f2111c95cb2326aa5caa872bd33185,dc220b57ba2ed01049c7277b7ed459c3683434c7c288edd7dc369d5ca07a389f,984.0,1176.0,MAH-leh
un male,False,male,evil/harm,noun,an evil,Adverbs & Particles,,,masculine,singular,,,False,False,False,indefinite,un,un,,common in expression 'il male minore',È un male necessario.,It is a necessary evil.,7bd775e9fe93bd669dd5651889e0166e268602530cf3bffc597140e4a44d2af2,0c9c6ae6eee144d667e85abff6910bdef3b0c611b00624ac20015e6d44eaaa89,1152.0,1320.0,OON MAH-leh
il male,False,male,evil/harm,noun,the evil,Adverbs & Particles,,,masculine,singular,,,False,False,False,definite,il,il,,,Il male esiste.,Evil exists.,fa13a98f52201498b39ac97d70f304edec2762277cd0b78a270fefa1be53a831,0c5dbbab6d9efe976309f15998a80dbe3c8e38640341d16992835bc9ebb5e83c,1176.0,1344.0,EEL MAH-leh
mali,False,male,evil/harm,noun,evils/ills,Adverbs & Particles,,,masculine,plural,,,False,False,False,,,,,plural form,Mali antichi tornano.,Ancient ills return.,e72328374223751fc0c73e80cc95f2fecc2802f2d03492c736437a15b57a74dd,f8be607ce9408161e7b79da5b69f5ccf3c4daa8c41a5f59b9766b3780b08a566,2160.0,1224.0,MAH-lee
i mali,False,male,evil/harm,noun,the evils,Adverbs & Particles,,,masculine,plural,,,False,False,False,definite,i,i,,,I mali del paese sono tanti.,The country's evils are many.,0952ef91418b23cc973e864d357b09059d42dbd66c6900c2ee1040a8a0960167,5f7fd58919e84ce72d4c0a7876093b24f6774a866065ee6d465f99e2b350dea9,1320.0,1296.0,EE MAH-lee
dei mali,False,male,evil/harm,noun,some evils,Adverbs & Particles,,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ci sono dei mali sociali da curare.,There are some social ills to address.,dee4e5493771350da845c1c20ed375151e4d497872f35b2e868b6a1b3454fd9e,ea943627ba295b01d27742dbb2a7dc03db14596e4775f7df2f23fef318491eb6,1440.0,1464.0,DAY MAH-lee
del male,False,male,evil/harm,noun,of the evil/harm,Adverbs & Particles,,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Ho paura del male.,I am afraid of harm.,85baebda60f9bdc8e389e409ab0ed03b275f183db4e8f5d3593e79a138b4c62e,d2685054f95a9d5798f8d5bfdde23c50ec28cbdf9194f950cac42033296fe173,2304.0,1416.0,DEHL MAH-leh
al male,False,male,evil/harm,noun,to the evil/harm,Adverbs & Particles,,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Resisto al male.,I resist evil.,33d83e87cb806c713718d4948b9efc7edc8c0a9d7d770d9703557b40a0e32169,52eb7c0524ca74dc6bb76b2a8348549af7eb2402b26a91e3760e74a3300bd145,2304.0,1320.0,AHL MAH-leh
dal male,False,male,evil/harm,noun,from the evil/harm,Adverbs & Particles,,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Mi proteggo dal male.,I protect myself from harm.,ec54fc151e09477351f8d3948bda6f345ab091cfe6d04de26e4c0ff293227d37,bd50adb0cd0a4a3438cf18a890a917f64cfa4c7a8bd01b592a6c9f241b2b0803,2376.0,1416.0,DAHL MAH-leh
nel male,False,male,evil/harm,noun,in the evil/harm,Adverbs & Particles,,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Trova forza nel male.,He finds strength in pain.,93403e954839c7e0fc74949f2929261eb47c193e523111d1ce347a60e8020072,b2be6713ff4e40de0bd39a872c32bd99147a0e91011654056cc975319fa9ac37,2328.0,1440.0,NEHL MAH-leh
sul male,False,male,evil/harm,noun,on/about the evil/harm,Adverbs & Particles,,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Sto leggendo un saggio sul male.,I am reading an essay about evil.,d87a427f345aeab106131ee6d2fedf839ed177495134814050d709832bf43bb9,51aab44d17dbe6cb02901544d0933a6a3af788cbdb0cf19352f729299696738b,3360.0,1464.0,SOOL MAH-leh
col male,False,male,evil/harm,noun,with the evil/harm,Adverbs & Particles,,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Convivo col male da anni.,I have lived with pain for years.,e8d530f930082c98b2ec59f4cbfeb3a0247ae2b7d39069c83204b23b14f64f28,86cc62ac00494d48168dfc95d7cda7c406083450d8aa4ac59331c0cea245709b,2376.0,1416.0,KOHL MAH-leh
ai mali,False,male,evil/harm,noun,to the evils,Adverbs & Particles,,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Cerchiamo rimedi ai mali del quartiere.,We look for remedies for the neighborhood's ills.,621b56dffdd17f66f3b615dcdf9fe54b7b11f9ae1e6bfd41b19d37482c6fe4f7,191fe4243adf14b5e9a8b101bd582cd3b4c32391f43181aa7927f7cdf703ddde,1416.0,1368.0,EYE MAH-lee
dai mali,False,male,evil/harm,noun,from the evils,Adverbs & Particles,,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Si guarisce dai mali del passato.,One heals from the ills of the past.,a5d434e72bccdee8e43b55c91a2904d3cfcb2776c3810279a2d360a1f690b9b8,7b91cd03ad5f902accc79aae545f764005823692dc5cb82700c1d27afcf5a3cf,1512.0,1464.0,DEYE MAH-lee
nei mali,False,male,evil/harm,noun,in the evils,Adverbs & Particles,,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Troviamo lezioni nei mali del passato.,We find lessons in the ills of the past.,e708433e911268ee6b9506f3f6fcae0d9637dea6d7ea9ab2e3da5b16167ba54b,77173380e28b73dce2aa08e88237d7fb358ee2330a05ad8af2f0c582229937d0,1416.0,1464.0,NAY MAH-lee
sui mali,False,male,evil/harm,noun,on/about the evils,Adverbs & Particles,,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Scrivo articoli sui mali moderni.,I write articles about modern ills.,797c36000505fede6d9e422c6b1f2ee3b9393f4de6759ba5c0df7c062c930db0,75259f30d045a38e6d2aba36c342d5726edeb0fff7b84947365ec00b37f1b44a,2472.0,1560.0,SWEE MAH-lee
coi mali,False,male,evil/harm,noun,with the evils,Adverbs & Particles,,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Viviamo coi mali del nostro tempo.,We live with the ills of our time.,3bb1bad51e2a4142051dc868c71dc86d04f5e5cef8ba50c79dedc8483e8141e6,06462e7a3b01a9c40aa24b1980497c888b9a165f5385ffad93f9d0788eb2001a,1488.0,1464.0,KOY MAH-lee
