term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
cassa,True,cassa,cash register/checkout,noun,cash register/checkout,"shopping,money",,,feminine,singular,,,False,False,False,,,,,base lemma,Cerco cassa aperta.,I am looking for an open checkout.,de1d21a2b77d6204f64d84ed1852ff4d69e4244e4002361c8ca4eb59c122fb2d,2736.0,f1cb3ae257e17e4e01d98259c461e719db1246bbd663e56a3e30530dbd35e6e4,1272.0
una cassa,False,cassa,cash register/checkout,noun,a cash register/checkout,"shopping,money",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Abbiamo bisogno di una cassa nuova.,We need a new cash register.,e82d0dc8c97ab6f3dfb1c76b0eeeecf39017c8944edd4b6fe1e4f42c76042803,2832.0,39c2b4c454e262e0e5845ed6f833b73e27c2ed0f2ab02edc9389ee122e1bf6ce,1560.0
la cassa,False,cassa,cash register/checkout,noun,the cash register/checkout,"shopping,money",,,feminine,singular,,,False,False,False,definite,la,la,,,La cassa è chiusa.,The cash register is closed.,5fcc95df7ca3efb5a62647fb90bdf7eddb10098bdfab754218032c660c721f06,2856.0,bc7b71d797773623bc937e88730042de5389576fa04e3a8a0dc9cbc9c208aa5b,1512.0
casse,False,cassa,cash register/checkout,noun,cash registers/checkouts,"shopping,money",,,feminine,plural,,,False,False,False,,,,,plural form,Casse nuove arrivano domani.,New checkouts arrive tomorrow.,86f450213e0ecc72161b5828f34a1fd056adc41a8105e199ada42a9a40dcf47e,2928.0,b556cbf323eb1827bf18c2d62a10e84f5f09d51c005b07123ba5d090d475c3ab,1248.0
le casse,False,cassa,cash register/checkout,noun,the cash registers/checkouts,"shopping,money",,,feminine,plural,,,False,False,False,definite,le,le,,,Le casse aprono alle nove.,The checkouts open at nine.,b66a286c1553d4017106a135b532e8391f84098d94052e2ead80d8937cafe4fc,3048.0,ac644e3e44dca4db475a1a71c74b282d67b2a08ce5a1351f6d1b458f68eb8bba,1488.0
delle casse,False,cassa,cash register/checkout,noun,some cash registers/checkouts,"shopping,money",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ci sono delle casse libere.,There are some free checkouts.,4a1ccd278a0e2eda34c0b088f3997dca50f21fbc43fc5243015a7f1653427506,3216.0,b373813bc3813f5f1d844e6e04194b10b63205c71f7d36dccf99860965761ba5,1680.0
della cassa,False,cassa,cash register/checkout,noun,of the cash register/checkout,"shopping,money",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il cassetto della cassa è bloccato.,The drawer of the cash register is jammed.,b92e33ebcc54bcbaed4c8492c66772131903aea913bbc1c1cfc9ef02424e21c1,2976.0,f6bcb64cd098de297d3083408ac796ac882ed452d12f192f08b8c87931ca1606,1680.0
delle casse,False,cassa,cash register/checkout,noun,of the cash registers/checkouts,"shopping,money",,,feminine,plural,,,False,False,False,articulated_preposition,le,delle,di,contraction of di + le,Gli orari delle casse cambiano spesso.,The schedules of the checkouts change often.,6b88f59e09e1b811d3db7f956129b31f1a1bc672611d04875a3c2195fdcbc532,3144.0,b373813bc3813f5f1d844e6e04194b10b63205c71f7d36dccf99860965761ba5,1680.0
alla cassa,False,cassa,cash register/checkout,noun,to the cash register/checkout,"shopping,money",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Pago alla cassa.,I pay at the checkout.,4fe76c64023e0b5554b2eacac37c1529b1faa0c051edca706a5355ec71399e36,2952.0,779b87a59461006d505abb10f2deaef46dba6a84d9bd2d46b50b98add7fba82e,1608.0
alle casse,False,cassa,cash register/checkout,noun,to the cash registers/checkouts,"shopping,money",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,C'è coda alle casse.,There is a line at the checkouts.,7ebcbfaf25a9f1806faae4009ba58cf5184e9e0ac2ede3615d203f5646e6a32c,3144.0,49a62f11c35856c218238c4fdc74fde4d957c55c2dd6ee2b6db60da10e023463,1584.0
