term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
toilette,True,toilette,toilet/restroom,noun,toilet/restroom,"Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,,,,,loanword from French; often used for restroom and for grooming; often invariable plural,La toilette è pulita.,The restroom is clean.,8f22e6362da6a525c9a6557847cea0e45899d2733afddf999b346d08a686415e,2256.0,bb7ff0e98620f733eb1d23de5e57a107557a38e217879d1362d0f8469fcd1e9a,1296.0,toy-LEHT-teh
una toilette,False,toilette,toilet/restroom,noun,a restroom,"Buildings & Facilities,Objects & Things,Household & Furniture",indefinite,,feminine,singular,,,False,False,False,indefinite,una,una,,common indefinite for a single restroom,Cerco una toilette.,I am looking for a restroom.,7f799806844bff99bf0f204efaf32df1bb117533c32fba2b5a33c9f1d58dae34,1320.0,8700434e74b37b5dfeb151abe54e8078e5004a42bcb4044e7234e629504fde8d,1584.0,OO-nah toy-LEHT-teh
la toilette,False,toilette,toilet/restroom,noun,the restroom,"Buildings & Facilities,Objects & Things,Household & Furniture",definite,,feminine,singular,,,False,False,False,definite,la,la,,definite singular form,La toilette è occupata.,The restroom is occupied.,a4c0ea93dbb3a23262d0f0b1563b47a3b97e2bec6d0ef30faad4c9d3d52fc148,1344.0,d6c680d0df1c84248b705de2d9937cd683e545ba1ccd884112d16a216864551c,1512.0,LAH toy-LEHT-teh
toilette,False,toilette,toilet/restroom,noun,toilets/restrooms,"Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,plural,,,False,False,False,,,,,plural form; often invariable,Le toilette sono pulite.,The restrooms are clean.,cb241b5c01a4aa4b96061bd54b99c84b9945f46f7fbac0565398c3f7a91bf720,2472.0,bb7ff0e98620f733eb1d23de5e57a107557a38e217879d1362d0f8469fcd1e9a,1296.0,toy-LEHT-teh
le toilette,False,toilette,toilet/restroom,noun,the toilets/restrooms,"Buildings & Facilities,Objects & Things,Household & Furniture",definite,,feminine,plural,,,False,False,False,definite,le,le,,definite plural article with invariable noun,Le toilette sono al fondo.,The restrooms are at the back.,33cc1eca21dcafa49e9dbc61bbb879392662ccb401ea8c6bb263ce578be79537,2664.0,a539d91bbde1058c92bac507f1ed47941ab27481e896215d8deffa943485816b,1488.0,LEH toy-LEHT-teh
delle toilette,False,toilette,toilet/restroom,noun,some toilets/restrooms,"Buildings & Facilities,Objects & Things,Household & Furniture",indefinite,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ci sono delle toilette al primo piano.,There are some restrooms on the first floor.,f9211feaa5f5a361bc842f10d6092789e54398db36c47b05fcb1a2917a7ac88f,2784.0,896992f5de5c0d773b3cafe0ba9bf46fe5b1843ad23432a9a801a2eef0840e1a,1680.0,DEH-lleh toy-LEHT-teh
della toilette,False,toilette,toilet/restroom,noun,of the restroom,"Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,L'odore della toilette è forte.,The smell of the restroom is strong.,c57f8ef74038e10f440069d8226a5f7c878e7ca77288b6f77148079179d8c5f5,1440.0,7909f077aeddfc38aac0387a3ac5b2b4260e9748e8175c110c3c4601eb9439a8,1680.0,DEH-llah toy-LEHT-teh
alla toilette,False,toilette,toilet/restroom,noun,to the restroom,"Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Vado alla toilette.,I am going to the restroom.,6e9efcf202a441d9828bfa16443130bb817c1b86a79cc52be371c28f3020045b,1440.0,39fc41d6f38e58c5250a94dee8ce1f4cdaf01863ac985383e84df8a6b830ac20,1584.0,AH-llah toy-LEHT-teh
dalla toilette,False,toilette,toilet/restroom,noun,from the restroom,"Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Esco dalla toilette.,I am leaving the restroom.,1e286bb3de9d674b14a8951a7d8dd5a28f48bdb99a2662fc6ed4823fd6540135,1536.0,26d523c9aab8729fbeb0bc00d007d822fa61ef21af5e54531885daf6385cc972,1680.0,DAH-llah toy-LEHT-teh
nella toilette,False,toilette,toilet/restroom,noun,in the restroom,"Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Sono nella toilette.,I am in the restroom.,52390984266d0839aa6db0d109284673951cd72332d4b051b55325fff1e82056,1464.0,23c4fa6a2729d843ece90786e359a84b4836181c2c6acec8ee4db3726a1c80ae,1680.0,NEH-llah toy-LEHT-teh
