term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
barca,True,barca,boat,noun,boat,"travel,transport",,,feminine,singular,,,False,False,False,,,,,base lemma; plural 'barche' (c→ch),Cerco barca usata.,I'm looking for a used boat.,92f9bc42cca42ac7f93d1aff2a7b800dc336a383c18d9945e79b8ed7c8407398,1008.0,ccdf2ce4980ffbca84af1ac8dc7708eae2b698b929887e0580dc42628ccfb3e0,1368.0,BAHR-kah
una barca,False,barca,boat,noun,a boat,"travel,transport",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Vedo una barca vicino al molo.,I see a boat near the pier.,3e5ebe1736dd066348e8031671ce8e71271a189e6aefcf1eaf7cab7c7f50db0f,1128.0,a235d1f8d1a87975a442237adbc0864ae81879cb82ca2276d306c948a5dcead1,1560.0,OO-nah BAHR-kah
la barca,False,barca,boat,noun,the boat,"travel,transport",,,feminine,singular,,,False,False,False,definite,la,la,,,La barca è pronta.,The boat is ready.,1924147c30ce5abb56515770e8e99cffc620f6974ee52375efc7c5d35b2d71ae,1152.0,bcea91ab9239cf5e21c939a62b826d69a6184b01f0fa8ded4dd1cb4b8bc2d347,1512.0,LAH BAHR-kah
barche,False,barca,boat,noun,boats,"travel,transport",,,feminine,plural,,,False,False,False,,,,,plural form; irregular (c→ch),Barche piccole costano meno.,Small boats cost less.,c628c9686d092df79ce5c27765841bab01acca7d6d6daa9334a91b69dc9d1c44,1128.0,cfa6713a5982bc4f408b06d95ddd420f0972a6109bce6eee863825c849b2770a,1344.0,BAHR-keh
le barche,False,barca,boat,noun,the boats,"travel,transport",,,feminine,plural,,,False,False,False,definite,le,le,,,Le barche partono all'alba.,The boats leave at dawn.,b657f81e2e219dbcfe2af60ebdf8d74442a05dde12288c46799574b39571c95a,1272.0,a0495ddc0cbd0855148201101a354791a78fc0287f72f52da4aed117d5d8eb35,1464.0,LEH BAHR-keh
delle barche,False,barca,boat,noun,some boats,"travel,transport",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho visto delle barche lontane.,I saw some boats in the distance.,8a39d60b8870b33371ce3c9073bcf5ac5594ee3ce3a31bd2d2163797d724001f,1392.0,6ed065c0b0957cbbc3718f0847720d8b09249fff4b0405e00cfde10bde53d18f,1656.0,DEH-lleh BAHR-keh
della barca,False,barca,boat,noun,of the boat,"travel,transport",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il motore della barca è acceso.,The boat's engine is on.,7f61ffdccad3a431cbab50d85f76f0e1b0b60be608498f58791299e9e1c3ee37,1272.0,07d7c063e1a88dfabf471513a0b8b619fc0e2f9283c7010eafed3becc2c5033f,1680.0,DEH-llah BAHR-kah
alla barca,False,barca,boat,noun,to the boat,"travel,transport",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Mi avvicino alla barca.,I approach the boat.,8b18a76185d75452448712e3ba51499bb24f3ed244f4108940a2915575ea938a,1272.0,c9a2a5b52989021b38ca3071c815307cd00bb6aaf0e43dc184cfcbffa4abf591,1608.0,AH-llah BAHR-kah
dalla barca,False,barca,boat,noun,from the boat,"travel,transport",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Scendo dalla barca.,I get off the boat.,6fa7f903ac5224b776eb259da7c3b1ae468845f013f851e2d5b08c88d65f5c82,1344.0,19bdd95ecfc191adaf715e34c2031bbc41df9770406ff7aa4a99474ec0de9e9f,1680.0,DAH-llah BAHR-kah
nella barca,False,barca,boat,noun,in the boat,"travel,transport",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,C'è spazio nella barca.,There is space in the boat.,683f76410b671e3f866760300e29f859787932a8876f96775675220044cb9346,1248.0,769889c30a44db1bd7e9d61a8b5e830f8ea1d6fc130cab38bbbde6b17227db84,1680.0,NEH-llah BAHR-kah
sulla barca,False,barca,boat,noun,on the boat,"travel,transport",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Pranziamo sulla barca.,We have lunch on the boat.,ca9c86369d3b2b829107222134135697828fcbabda90a247a39a9663ac675e51,1272.0,848a3ede7a9b0b33a54368184e636fcab3d5e8651115309d6b8ec20b893bff3b,1752.0,SOO-llah BAHR-kah
con la barca,False,barca,boat,noun,with the boat,"travel,transport",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction with con + la,Andiamo con la barca.,We go by boat.,8e27aecc349cff9e5d13283f008b378cb4ae7fae09e7293ccb132d4c08cb196b,1320.0,2bd2378946240223a642388a0a5311505090bef58da29c80b9c8779014f20f58,1680.0,KOHN LAH BAHR-kah
alle barche,False,barca,boat,noun,to the boats,"travel,transport",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Mi avvicino alle barche.,I approach the boats.,0793b99f58253cd84562db7f266b58adcf1c66fa36aac291a505117c6e611fe7,1392.0,671b9e78284f176a50522dc04363e84485962bc83b75c5d29039582a00bfa705,1584.0,AH-lleh BAHR-keh
dalle barche,False,barca,boat,noun,from the boats,"travel,transport",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Scendo dalle barche.,I get off the boats.,92a50c06910b10e27e59e521e7acaaede18059cada239a44857622883eef6ca9,1464.0,f99f361fd35ea9816940ed49d9c993e400b606070b1af5a2d1bdbaa921c4c19f,1656.0,DAH-lleh BAHR-keh
nelle barche,False,barca,boat,noun,in the boats,"travel,transport",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Ci sono giubbotti nelle barche.,There are life jackets in the boats.,1c92c7037112016d79d1d4c51807b1ac1a39508e36779327169c17634b856b7d,1392.0,79f004fbed02c256f27b2d63815f88a00a3425cb7212c8cf0c7a22882ae68d6c,1680.0,NEH-lleh BAHR-keh
sulle barche,False,barca,boat,noun,on the boats,"travel,transport",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Lavorano sulle barche.,They work on the boats.,1d2f99691171d34eb719dcd409b41b3d5c5e8b0fa3d3033d46f973d34562944f,1392.0,8dc334dd1b6b5b787b825bb3decd46102b025b039d00df929695d434e1f573c5,1728.0,SOO-lleh BAHR-keh
con le barche,False,barca,boat,noun,with the boats,"travel,transport",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction with con + le,Viaggiamo con le barche.,We travel by boats.,4133acb631fd144c6329230d9a6b7c4659c8ff72deb7284a62f6165ea5d96e21,1440.0,273ca0f5858572bf5b18be3e6807775705ac9a91f78df7f59dc0acba63a70308,1680.0,KOHN LEH BAHR-keh
