term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
vicino,True,vicino,neighbor,noun,neighbor (masculine),"people,home",,,masculine,singular,,,False,False,False,,,,,often used with 'di casa' for clarity,Cerco vicino disponibile.,I am looking for a helpful neighbor.,cb4c011a65a51b4c5ccbe9512e1e6337dde574b8cabeed5b52fd1a201a923cf8,6b1826370ba5b1c02aba3480b6edeff35470c00211ce81fdc8e70394db899e05
un vicino,False,vicino,neighbor,noun,a neighbor (masculine),"people,home",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho un vicino rumoroso.,I have a noisy neighbor.,60e2bceea21cecfbe8a799174de60ce4c13b927bfb87c91118e825caad1709ba,16647ac6cc75feedbcc9e187d4cc382f0a7e54f5b2b768e25c022b9de37f2a4d
il vicino,False,vicino,neighbor,noun,the neighbor (masculine),"people,home",,,masculine,singular,,,False,False,False,definite,il,il,,,Il vicino suona il piano.,The neighbor plays the piano.,58fee9ba9f48ff0f4f91cfef8c68ed01388cc0daf38ab187a471d8c5e9a98f17,5c13a1070ce89435c83f39a483bf67bd5389b0f38fe6e7173ce6dfdb5e2717a8
vicini,False,vicino,neighbor,noun,neighbors (masculine),"people,home",,,masculine,plural,,,False,False,False,,,,,plural form,Vicini cordiali aiutano spesso.,Friendly neighbors often help.,e8ae0121f7d665a3f03fab7293c626a3cbae093b271cef9916d1924dfcd0eafd,b8eb2cd0b0ac8a037d37e5612818ef2448b02652fe193779e5d7b88cbd790438
i vicini,False,vicino,neighbor,noun,the neighbors (masculine),"people,home",,,masculine,plural,,,False,False,False,definite,i,i,,,I vicini organizzano una festa.,The neighbors are organizing a party.,80473021f58a0e1c072613f47ba3d4ae7701d085fe0a688cd95233a912af912a,bbf444e2b63e7ef3dc1819c0bba710e398a06525319d7a488755cc6e4d2c6c25
dei vicini,False,vicino,neighbor,noun,some neighbors (masculine),"people,home",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho dei vicini gentili.,I have some kind neighbors.,436c7e6d9b5cd2b355047cec6f6737f903a0ac1f47c20315abec1ccd0c810013,9aece8d9e2c10823eb35fb996060250140dfb9581108167e11ce8d71549d8928
del vicino,False,vicino,neighbor,noun,of the neighbor (masculine),"people,home",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il cane del vicino abbaia.,The neighbor's dog barks.,03dde01d64f726a00a722c8ed3f96dfd3ae84a2e8ca607e44c7578edba960741,90ede36d04ae4dc23876b91465582fe45600893248ccf92ae2e26704dede0c1a
al vicino,False,vicino,neighbor,noun,to the neighbor (masculine),"people,home",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Parlo al vicino.,I speak to the neighbor.,debf55b8520edf3866396ec2e641e338f3b8b89e67753e5407349e506ab3e738,cf1a97a41db41161d16152fa464b612b036af32a63eafc63976d3a4be043abd7
ai vicini,False,vicino,neighbor,noun,to the neighbors (masculine),"people,home",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Scrivo ai vicini.,I write to the neighbors.,0ec7a5aa1cc5e99f8546b24440a24040af7b392c1c60328d9f0cd531785af737,f282045f9ae4af57ba2504be2e9dd20517e3a262faf5f0d76108dc1d80d46b87
dal vicino,False,vicino,neighbor,noun,from the neighbor (masculine),"people,home",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Prendo il sale dal vicino.,I get the salt from the neighbor.,7796b67c552fc81d5622617af160b169f7d78a281735a9fdf7a3d23edbd16704,2348ab1018c69195a6cfd6c7e0162c989bff1b970a41e3fa3182f04151935cc0
