term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
Roma,True,roma,Rome,noun,Rome,"places,geography",,,feminine,singular,,,False,False,False,,,,,"proper noun, city name; normally used without article",Vado a Roma.,I'm going to Rome.,3b7268c66da037167c3644ce92fe53b51c88b91a1ee76632c34bce4d6db98505,1008.0,fa60f3df16e302c3e68221e6a8e65b4faf5d67352672be3f2e81030d98c53a9a,1224.0
una Roma,False,roma,Rome,noun,a Rome,"places,geography",indefinite,,feminine,singular,,,False,False,False,,una,una,,poetic or figurative use; indefinite article before proper noun,Conosco una Roma diversa.,I know a different Rome.,5bf60632f0f1441029725f3a19a7bffe0b685d7dbf9b4d52def8563cf6ee2532,1152.0,bb80af7d8e4a0b6dd2d5ff3ad570f7e85656f3ad0720debae08726026334a7d8,1416.0
la Roma,False,roma,Rome,noun,the Rome,"places,geography",definite,,feminine,singular,,,False,False,False,,la,la,,"used sometimes (e.g., for the football club) or in specific contexts; city usually without article",Conosco la Roma antica.,I know ancient Rome.,3f04e16abc56db7af37a0aa1f4cb4a01e6980d1fc0b4c10fbd2add2fe833e9ae,1176.0,dadfbdc1f0d88a0ebf90644c109a8504d2e7011bb3b975e971df4d9f6f5b196a,1368.0
Rome,False,roma,Rome,noun,Romes,"places,geography",,,feminine,plural,,,False,False,False,,,,,rare; proper noun usually not plural,Vedo diverse Rome nella storia.,I see different Romes in history.,41b4bf3dee3d0ea0b3553f02baff30ef33e71e25ee71494ea3ab7b2c5adcdac8,1128.0,3ca2104d6bacaae0385ea529f7f32c5e503b1618f366752f93d5aa8de5aea2d0,1152.0
le Rome,False,roma,Rome,noun,the Romes,"places,geography",definite,,feminine,plural,,,False,False,False,,le,le,,definite plural; rare,Le Rome antiche erano potenti.,The ancient Romes were powerful.,a29180657d16df9b26d43c4d6c127d7db810ad4558a6f66bc39d497ba339f3c5,1296.0,6efe610d1721a989cb6b6b09feeb9b0d1b61c9e15c5ff767c3bc1e3618889d75,1296.0
delle Rome,False,roma,Rome,noun,some Romes,"places,geography",indefinite,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form; very rare before proper noun,Parlo delle Rome del passato.,I talk about the Romes of the past.,cfe8afc1bf352fa7b214939358f59c0b86a1573b35e301af0c235c098cefeaa3,1440.0,4da9dddfe504642aece6308cff17df7a235cc43939854c8f51bb6aaa79f989b2,1512.0
della Roma,False,roma,Rome,noun,of Rome,"places,geography",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la; used to mean 'of Rome'; often 'di Roma' preferred,La storia della Roma antica è affascinante.,The history of ancient Rome is fascinating.,e8a1917994dbde3ce1579332df31f1b84c300cd26730d33b6e54d00ae9b95810,1200.0,ec7abb36c446330fdc396963f361a73feb9faecd5b58443b197a144042c710bb,1536.0
alla Roma,False,roma,Rome,noun,to the Rome,"places,geography",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la; often 'a Roma' is used instead,Mi riferisco alla Roma di una volta.,I refer to the Rome of former times.,3020321b618c41b6227ac51e82ef4c356fe6b980f48897489f133247549834aa,1296.0,10fdf3554bf75e553591bb5e7e25cb58b5e45a8d82ed5a05bead3a9eca979aad,1440.0
dalla Roma,False,roma,Rome,noun,from Rome,"places,geography",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la; often 'da Roma' is used,Torno dalla Roma storica.,I return from historic Rome.,16dc0b6eb0724e7b6d93052ecc95fa6f8158c4d08ef3064bc6052b6a8db09071,1272.0,5ce399b1ed020d632aece264bf97078933ff7c9936ef15104ee8cd337837ddac,1536.0
nella Roma,False,roma,Rome,noun,in the Rome,"places,geography",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la; often 'a/in Roma' without article,Cammino nella Roma antica.,I walk in ancient Rome.,8065628c975691ebfae603b538d9173ee9056236b08ed6ace606f9164248200b,1272.0,830a2173fbc0089d368f909512bed651d7b63f9f716b3f57d51f769936009802,1536.0
