term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
moneta,True,moneta,coin,noun,coin,"finance,currency",,,feminine,singular,,,False,False,False,,,,,can mean physical coin or currency,Questa moneta è rara.,This coin is rare.,4ec40307bb2faf0a73552780f5e01119d8407424504d01ed92f3fb84cb1a4d4b,1056.0,2d8e34f6dd27987c1d3e0dd90df655257e6506b8c3c846d31fd0b9c4c8772c1f,1416.0
una moneta,False,moneta,coin,noun,a coin,"finance,currency",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Ho trovato una moneta.,I found a coin.,555217dcf67e581b14713f7915699bcae5c1abcb0f6f40c2bbbfd371d9cadeaf,1200.0,787fc5fa3bae1b1fe3a82ece052369ba169b30d79578f47e736e349a91ad935e,1608.0
la moneta,False,moneta,coin,noun,the coin,"finance,currency",,,feminine,singular,,,False,False,False,definite,la,la,,,La moneta è antica.,The coin is ancient.,73b4244f22b25ad95fd50ced2a842d2b71b26f8078cc815872ae92c20b406b10,1224.0,a45207870245fc6f42f85101906827574369c89ce0ae2fe0f1d31cd3af030efc,1560.0
monete,False,moneta,coin,noun,coins,"finance,currency",,,feminine,plural,,,False,False,False,,,,,plural form,Monete antiche valgono molto.,Ancient coins are worth a lot.,6398709f783cc17d32a60d9d5558ef5ec46caa0c27ed2e750d79cf3a7b463159,1176.0,bc521dcfc823c4c3b199fff2972471fb76bad2022b55f56fdb73e5996825a5e8,1392.0
le monete,False,moneta,coin,noun,the coins,"finance,currency",,,feminine,plural,,,False,False,False,definite,le,le,,,Le monete sono sul tavolo.,The coins are on the table.,3e28aaa078e3e0c8dc3d7efdb0d8663489039a124e5cde517770a1af0b61099c,1344.0,79da66fb1c7c1052a92ea8cfd2704480cf5502dd58321e3ff5175c6ab6ba60c4,1536.0
delle monete,False,moneta,coin,noun,some coins,"finance,currency",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho trovato delle monete.,I found some coins.,20dc3e2691d69fea3e32601a3b65fa5430ffd3b1509a49a1643ea9d118795b7b,1488.0,b815be44a1d6f503968bf36ef08dabbb7174ae7e4795fc4d49e0a04083fbb1ca,1728.0
della moneta,False,moneta,coin,noun,of the coin,"finance,currency",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il valore della moneta è alto.,The value of the coin is high.,7260eca5a7591d8474eaa9d062cb708b75042e4daedee09857635dd1e3054280,1344.0,75ab81d04aff4b7e3c54f47a96494c3ee29e436e4eec1c0a775f7eafc0fcd9d8,1728.0
alla moneta,False,moneta,coin,noun,to the coin,"finance,currency",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,La conversione alla moneta locale è difficile.,Conversion to the local currency is difficult.,d41bf5dbe196b8989ee4db8bc7dbc7f7235b53d0831eb6d1f5efca0a22fadb83,1320.0,8886e6b882843eb6343e158398309d973f3675ec9b754e5ed77371fccd733d33,1656.0
dalla moneta,False,moneta,coin,noun,from the coin,"finance,currency",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Dalla moneta si capisce l'epoca.,From the coin you can understand the era.,c8823dc4440c387460b4d9dd69dcb579312e81d889d4a47433713d2887c877fc,1392.0,b737012804e18197760f235f4c008cccb64bbdc6b76e8fef1061c233a18c8373,1752.0
nella moneta,False,moneta,coin,noun,in the coin,"finance,currency",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,La scritta nella moneta è sbiadita.,The inscription in the coin is faded.,1fa6504494801361a51542659d6c09f446e78ace6af8a45bf324dfbf28c15b45,1320.0,ce79f7c8f18b363120f07aabd7f8e38998c880234b22e65d86333948eac298d3,1752.0
sulla moneta,False,moneta,coin,noun,on the coin,"finance,currency",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,C'è una data sulla moneta.,There is a date on the coin.,46a99ce6e922c4dc24f54830687cd2d0c2ba704db99c47d4bb12a2d8aa312771,1344.0,ab181a84961a3de78b7d98cc55912e2b2e79cef7f1581d05444843db92cc0d05,1800.0
con la moneta,False,moneta,coin,noun,with the coin,"finance,currency",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction,Pago con la moneta.,I pay with the coin.,68b04b50391901abae18967727b125eafb61519600d0a253259677498dc61676,1392.0,d771f52e6032b35a1e93879a823b800f4692d09f8bfb429466a1d91c881234df,1752.0
alle monete,False,moneta,coin,noun,to the coins,"finance,currency",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Porto attenzione alle monete antiche.,I pay attention to old coins.,0b4f626c1b7e935ffe9b2459b22e622358a39a44fcc8ad3736e4c023b8f46930,1440.0,deb8ab353be69bd16a2ca64eb5177a4f85bd655cfb18649da798a5b2bf70026b,1632.0
dalle monete,False,moneta,coin,noun,from the coins,"finance,currency",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Dalle monete emergono dettagli storici.,Historical details emerge from the coins.,0987ef4f49d46330ab94f64e37e2deb6315c926ae6bc58293aee8ede77f9ca55,1512.0,e6b35c4c8783715de9fa3ebbd7b132caf909c2cbeb1eeb396c7f32ea095f2e23,1728.0
nelle monete,False,moneta,coin,noun,in the coins,"finance,currency",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Nelle monete trovi simboli diversi.,You find different symbols in the coins.,3d10c64c09cccf927bb63759b1efa23376002181367ed53efb65dd6f1d7082f5,1440.0,45f449f47ecf0a47838fca97fa23b8c9c0d341ff4e3d275984ab0ffbcb1f3369,1752.0
sulle monete,False,moneta,coin,noun,on the coins,"finance,currency",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Sulle monete ci sono date diverse.,There are different dates on the coins.,9db90ae74027814103718909c677c6b6e17baa37bcc3ea4364aee0889d3aee97,1440.0,f0faf4b601f6af873a0741417f81ff1e0f558a85b1f5d6a969993936549b6294,1800.0
