term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
macchina,True,macchina,car,noun,car,"Travel & Transportation,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,,,,,also 'machine' depending on context,Cerco macchina usata.,I am looking for a used car.,0e8c4a9cb296569544275c003f18bd0e738fdd728658730065917c32bff4bdd6,26b9b147dea7b4622ad45ea875dc79cf97ac97130671f86c6a31a0d25f414cf6,984.0,1416.0,mahk-KEE-nah
una macchina,False,macchina,car,noun,a car,"Travel & Transportation,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Ho comprato una macchina.,I bought a car.,5ea138a5a5595df3c3ca8653ef7606a3ff99dd5de177b466627880fc22ea05bf,7bb4d9b753fb70ea37e4f40d6c31385c302aa3a8093cab8d1a889ced32d27eec,1104.0,1632.0,OO-nah mahk-KEE-nah
la macchina,False,macchina,car,noun,the car,"Travel & Transportation,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,definite,la,la,,,La macchina è nuova.,The car is new.,5b138e8aa6f08287243a2fe05c692ee83036d394bf55beb22fd697e78c1741b1,957c873b15f2e8600c2786feee25a0426d6a55d85b58e4ce2272da6e4e4df08f,1152.0,1560.0,LAH mahk-KEE-nah
macchine,False,macchina,car,noun,cars,"Travel & Transportation,Objects & Things,Spotify Lessons",,,feminine,plural,,,False,False,False,,,,,plural form,Macchine veloci passano spesso qui.,Fast cars pass by often here.,30f3af581bf036d558ac7965a5e9132b3b68d5ca54644f40831e613305f93080,46d745da7c35037606ed4cecf2cd3646dda2d8c964f1c0c721c5368f5d4f9e53,1128.0,1416.0,mahk-KEE-neh
le macchine,False,macchina,car,noun,the cars,"Travel & Transportation,Objects & Things,Spotify Lessons",,,feminine,plural,,,False,False,False,definite,le,le,,,Le macchine sono parcheggiate qui.,The cars are parked here.,9f8dde3de57f590b4298a3685a98c7cb5fd4ef0ccc13672fdfd861b07e754f42,95440ae81dd6f7a98d557582c70e26a31baca0bbdd6fbeebae0eebfa61e15c30,1272.0,1536.0,LEH mahk-KEE-neh
delle macchine,False,macchina,car,noun,some cars,"Travel & Transportation,Objects & Things,Spotify Lessons",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho visto delle macchine veloci.,I saw some fast cars.,6bf27708907840e4c9104cca0ceb423ba0b12763e49b45dde8c362ac8d6620eb,42e99208df3aeb36891223f0e67cd9b3aaa179fa2c1bd779eb4d2deba6fab53d,1392.0,1728.0,DEH-lleh mahk-KEE-neh
della macchina,False,macchina,car,noun,of the car,"Travel & Transportation,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il colore della macchina è bellissimo.,The color of the car is very beautiful.,93606a209a6dadad1cbc4e0bc4816a5209835dee84091da734a5933093a86362,20ae67539caf078537dd79424f7ba3b557f2bcb1b164a11a78fc80a6c16e5c5d,1248.0,1752.0,DEH-llah mahk-KEE-nah
alla macchina,False,macchina,car,noun,to the car,"Travel & Transportation,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Vado alla macchina a prendere il giubbotto.,I am going to the car to get my jacket.,c53be1741c6f69d4e7653be36a7a4eeea3bf8289a9fb2a6a495916e0b21ef062,9ce4ca2c5a8b459294ab6fcfd10001a467233a66957b6fa2e5664350f046811a,1248.0,1656.0,AH-llah mahk-KEE-nah
dalla macchina,False,macchina,car,noun,from the car,"Travel & Transportation,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Scendo dalla macchina.,I get out of the car.,4746c3103c5ba5c183f291e7b9954a06a94c6d34f553587d4ad0ee1247b02547,d9b0ad71e730561edd1e6bd00afcb581637f917c36d86ab20366c0caa5550254,1320.0,1752.0,DAH-llah mahk-KEE-nah
nella macchina,False,macchina,car,noun,in the car,"Travel & Transportation,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Ho lasciato le chiavi nella macchina.,I left the keys in the car.,db345b22fd0f371e438d14005ba91814649211b5715222842ef795d2aa020548,48f99dc745ac11a1bfa136680cb1414123bd7b513bf6e7a1d0b580459a3dd4b6,1248.0,1752.0,NEH-llah mahk-KEE-nah
sulla macchina,False,macchina,car,noun,on the car,"Travel & Transportation,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,C'è neve sulla macchina.,There is snow on the car.,23165153077ae6517e304fed4eb836bf53b16a6d5366104f5b7e93874d211aed,89c5db79b0b9a621483db74cf5a577547f8e2febc061ece8074b9d206e1e413a,1272.0,1800.0,SOO-llah mahk-KEE-nah
con la macchina,False,macchina,car,noun,with the car,"Travel & Transportation,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction with con + la,Partiamo con la macchina domani.,We are leaving with the car tomorrow.,64170f66f53c25dec07ef5b94969346b5e637398b8f29f85031d83dcad7827f0,3dca72038ca1a01aa7258cfd3d236fe11dafffc21e14c2ed71a38963438c8fad,1320.0,1752.0,KOHN LAH mahk-KEE-nah
