term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
menù,True,menù,menu,noun,menu,"food,restaurant",,,masculine,singular,,,False,False,False,,,,,invariable plural; accent on ù,Leggo il menù.,I read the menu.,80ee6dba4b2cad131264f4b8e3ca712d360338814acab1d6efe2346342f40da9,1080.0,e72ff4b7457dffe1e485fdd900050f0c0510b05ec61bfaa463d60db76be81b5b,1104.0,meh-NOO
un menù,False,menù,menu,noun,a menu,"food,restaurant",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Vorrei un menù per favore.,I would like a menu please.,c9592fe90a9c1f57bd8df4bb0668fcf12a80d2e6cb46cca1a2e3e06c2cb4c4ca,1176.0,aaff7faf601d6b634e7aafea732850985292a1a58a22b805eb90ccc43cfe26d1,1248.0,OON meh-NOO
il menù,False,menù,menu,noun,the menu,"food,restaurant",,,masculine,singular,,,False,False,False,definite,il,il,,,Il menù è interessante.,The menu is interesting.,c6a4ad5c5e5bdb0c473c466846fab18a69b462dac1778e288841061001593ee8,1200.0,9c4a6c7f3dbd54f108210977ac2d0556dcd866b87f5f3926c926120798105903,1272.0,EEL meh-NOO
menù,False,menù,menu,noun,menus,"food,restaurant",,,masculine,plural,,,False,False,False,,,,,plural form; invariable,Menù nuovi arrivano spesso.,New menus arrive often.,63cea2c18cbadb224de0cd9a8648588ab4887fbd2de4c92ebea635ca0807124f,1176.0,e72ff4b7457dffe1e485fdd900050f0c0510b05ec61bfaa463d60db76be81b5b,1104.0,meh-NOO
i menù,False,menù,menu,noun,the menus,"food,restaurant",,,masculine,plural,,,False,False,False,definite,i,i,,,I menù sono aggiornati.,The menus are updated.,595c9dafd9971d620a436f2cd60cf48aee3109975c8f2e84911eac224719778a,1320.0,3089e216d6445376950b56be14a69c56a4d605a4e8823ad66c625bd102a67d82,1200.0,EE meh-NOO
dei menù,False,menù,menu,noun,some menus,"food,restaurant",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho visto dei menù online.,I saw some menus online.,110ce8242bbcd35253708c7d7980a642c503840e34c5ad253a2d258dd53d9da3,1440.0,08b4b6c80f2c0414402c0dfd0b79ead6484bedfcf1521fe2b3a9d1c18deb8e2d,1344.0,DAY meh-NOO
del menù,False,menù,menu,noun,of the menu,"food,restaurant",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il prezzo del menù è alto.,The price of the menu is high.,f65566d03afbf442052d65c7ac5002718dc0e2a37f64d967e0d0a8282fa0e1b5,1296.0,0fb78546f57e3923b5b306982eec92d5ee4469c002f2b65a78f001130fd79e75,1344.0,DEHL meh-NOO
ai menù,False,menù,menu,noun,to the menus,"food,restaurant",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Ho dato un'occhiata ai menù.,I took a look at the menus.,c24c928fe610eae0a3dbf35286e01b80d526a1e5d81bdc99da5671687c96a9ec,1416.0,8a76784fcd049dab4f1a320f7564d73ac9b138282b90dcbf00ec2812c9c3756c,1248.0,EYE meh-NOO
al menù,False,menù,menu,noun,to the menu,"food,restaurant",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Aggiungi un piatto al menù.,Add a dish to the menu.,a2cd3257069ff2231ed8d94e86c9aeee8276d7d8cd1c95ca40f260b165e0e8bb,1320.0,f330b43b098fdaf68159b3e2f926fc254921ef7ac6c7efd12dec6a9f458f465a,1248.0,AHL meh-NOO
dai menù,False,menù,menu,noun,from the menus,"food,restaurant",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Prendo ispirazione dai menù internazionali.,I take inspiration from international menus.,721d6b370f400d81e4615efecf5a4480f4156e88f1c42615d9deb15f9fc70e44,1488.0,0fe853c7c71404cd854a4f22a5a579dfb70b6f63563682957c444a0d567acc2e,1368.0,DEYE meh-NOO
