term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
cibo,True,cibo,food,noun,food,"Food & Drink,Objects & Things",,,masculine,singular,,,False,False,False,,,,,base lemma; mass noun,Cerco cibo sano.,I am looking for healthy food.,29c47dcbae3de801f678f9be866238d4c3924d963736a38cfdfaad181eecdeb2,984.0,c7527b71d0b9dfdb20b72e62363ecf443a990aef32acf835443f6157da31c254,1248.0,CH-boh
un cibo,False,cibo,food,noun,a food,"Food & Drink,Objects & Things",,,masculine,singular,,,False,False,False,indefinite,un,un,,rare; used for a kind/type,Assaggio un cibo nuovo.,I try a new food.,24aa1bb31cee27fc741653bce3934bd922d7ea2fb9f57baa592cdfb83c406d93,1152.0,843fdcfed46664bea0502cf458084c8cee3b9154071825698e5c5249f56f317b,1416.0,OON CH-boh
il cibo,False,cibo,food,noun,the food,"Food & Drink,Objects & Things",,,masculine,singular,,,False,False,False,definite,il,il,,,Il cibo è buono.,The food is good.,9963f8ef2731344e17e90294e7eef1bf15cdff50fc508afa5574f176c910c696,1176.0,316391e29ee2866aaab2791157249017b02630daa3a23a0d9f9ce182a3f86ed9,1416.0,EEL CH-boh
cibi,False,cibo,food,noun,foods,"Food & Drink,Objects & Things",,,masculine,plural,,,False,False,False,,,,,plural form; often for types/kinds,Cibi locali sono freschi.,Local foods are fresh.,90745790bd144beb9f0aef229bb1b98948e108d15c47b986644b2fc16123967b,1104.0,89b9a23da4cd3dff5a7b5f51d64cdb9a40ac46bd3a280bf10eb15d1fc443e0de,1248.0,CH-bee
i cibi,False,cibo,food,noun,the foods,"Food & Drink,Objects & Things",,,masculine,plural,,,False,False,False,definite,i,i,,,I cibi sono freschi.,The foods are fresh.,1cfb24e65704681278a79a147b67337388a33f8d9aadaefd4edeb4ac5e8eda1e,1272.0,12c21eed1af1e2e765721cee770610d730f68a97776b7efc9702b414bd044ec3,1344.0,EE CH-bee
dei cibi,False,cibo,food,noun,some foods,"Food & Drink,Objects & Things",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Assaggio dei cibi tipici.,I try some typical foods.,19e6d769221163f1577bc322529c92b823eca4a81ab45b64f153ce7e3845abf8,1392.0,653558bf9f0bfdf3a03fd694fdc1c83abc74da2f67075ff0291e7a5deb76eaff,1488.0,DAY CH-bee
del cibo,False,cibo,food,noun,of the food,"Food & Drink,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il sapore del cibo è ottimo.,The taste of the food is excellent.,62d710bc62ece6bc3d57cddc7fe1d1f42cae1a4de71240ac1375bcfa994252b7,1296.0,39206975be7172f44a86c3a9bf20f9c3393e281c10c9a1199fee1f2d8c796dca,1488.0,DEHL CH-boh
al cibo,False,cibo,food,noun,to the food,"Food & Drink,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Sono intollerante al cibo piccante.,I am intolerant to spicy food.,ed2ddcea357e2b7fbb2ef2dec5844eacdc9041f4bfe5e58ecd6aae689a191806,1296.0,7c115b3be9112d8fc98f65a38197d7fda812b3e8fc9a8adb4421125ec72a843e,1416.0,AHL CH-boh
dal cibo,False,cibo,food,noun,from the food,"Food & Drink,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Stiamo lontani dal cibo avariato.,We stay away from spoiled food.,d497ce1e5fc994be4bb53d123d619c59a25a4d84e024fcf5ac11c603447e663b,1368.0,0ebdcb3a17baa17ea905429a0637aac30eb5824660b59be44fce9a2b2b783f79,1512.0,DAHL CH-boh
nel cibo,False,cibo,food,noun,in the food,"Food & Drink,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,C'è troppo sale nel cibo.,There is too much salt in the food.,aa020a532169305825f9e96824b2d38048f4fd1cf1ef30afe0e4de3f3cde44d1,1272.0,3e01e508bfde9436c86b0cd104e0a1c001acadca2f50cf74dcfb9f6e2d4f8cb4,1512.0,NEHL CH-boh
