term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
studio,True,studio,study,noun,study,"education,work",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco studio tranquillo.,I am looking for a quiet studio.,62061f2d72818f97460ee962228ebcc21025672510aec46a3522ef00819d829e,1080.0,edcb08cef1898869b84c2c0c652b67742b0fddac6d77b524eaaad689890c0674,1440.0
uno studio,False,studio,study,noun,a studio,"education,work",indefinite,,masculine,singular,,,False,False,False,indefinite,uno,uno,,,Ho affittato uno studio.,I rented a studio.,89e0e84480400cb862a0c521efc24a654105ed98e005fad9e2aa9a450795d7b4,1344.0,d56cfad52c03100449a57ee267f886fde07f94e4882d72e2cfe7cd1d3483301d,1632.0
lo studio,False,studio,study,noun,the studio,"education,work",,,masculine,singular,,,False,False,False,definite,lo,lo,,,Lo studio è vuoto.,The studio is empty.,cbfc29224e1b30df5141e3cfe5321152aee6ba424129036e7668e979895043de,1368.0,a2e990d0d9b7db52dc77ef19aa84d5ad62cca4bb10b81b13d823df83d76d0fc1,1560.0
studi,False,studio,study,noun,studios,"education,work",,,masculine,plural,,,False,False,False,,,,,plural form,Studi fotografici aprono domani.,Photo studios open tomorrow.,f89be773539067fc3d5722f514ed18de1a7b12ce5a85e34f72f3f5b6068c0161,1344.0,da2ba06c551cc9f9e326d896bf89f63ae7404b632c2b9709f4f52180a957394a,1368.0
gli studi,False,studio,study,noun,the studios,"education,work",,,masculine,plural,,,False,False,False,definite,gli,gli,,,Gli studi sono vicini.,The studios are nearby.,5e9f2ca98a5a9c801dbbf25730b1f69c28ecb99e6b9acc449da53e0b75f7c40b,1464.0,51c5bf724c18ad397ff48b89dd490a99ae02d7df9a5f0de8d4023a813da05e1c,1584.0
degli studi,False,studio,study,noun,some studies/studios,"education,work",partitive,,masculine,plural,,,False,False,False,partitive,gli,degli,di,partitive plural form,Ho letto degli studi recenti.,I read some recent studies.,228da5a8c20f9528c5052206685d3a2e63c8424de599eb6dfa7031b956267294,2688.0,80ec3971d1562639364ec89a1566b2b9371bd33eb1035b179d990939dbeb5fb4,1632.0
dello studio,False,studio,study,noun,of the studio,"education,work",articulated_preposition,,masculine,singular,,,False,False,False,articulated_preposition,lo,dello,di,contraction of di + lo,L'orario dello studio è online.,The studio's hours are online.,5c55ea3244462211b546208ff0d8cc92011b5f96ece4384b75cad78daafcbe77,1464.0,3b0fe5d34061473a8b3d068355881adad41010bb344bc49644c8beb58078960f,1704.0
allo studio,False,studio,study,noun,to the studio,"education,work",articulated_preposition,,masculine,singular,,,False,False,False,articulated_preposition,lo,allo,a,contraction of a + lo,Vado allo studio.,I am going to the studio.,a7128c3fbbb612e097376af7506d8cd41ddc7011878b881759944665f192d7f3,1464.0,43bd667c02f7677d804e2c2616ac896f9ace59c0fd8c125e8494f14f5d6cd2b6,1656.0
dallo studio,False,studio,study,noun,from the studio,"education,work",articulated_preposition,,masculine,singular,,,False,False,False,articulated_preposition,lo,dallo,da,contraction of da + lo,Esco dallo studio.,I leave the studio.,a8a16a913549af843777ab3d118f79b565370d7952260f650d63911e5d927c72,1536.0,3b8becb44af637ade328837b7bd4e0bd371b19bc757cccbe5a5a74503693d34e,1728.0
nello studio,False,studio,study,noun,in the studio,"education,work",articulated_preposition,,masculine,singular,,,False,False,False,articulated_preposition,lo,nello,in,contraction of in + lo,Lavoro nello studio.,I work in the studio.,f0fdfcac6d9bfb449ddfc607576d91ae53299462822259b33a83a2ea4795aaa2,1464.0,628b3edfb7cd5df305a1e0543ea73fee0a57bfc23f2a48a8ffcf42a96576de4b,1728.0
sullo studio,False,studio,study,noun,about/on the studio,"education,work",articulated_preposition,,masculine,singular,,,False,False,False,articulated_preposition,lo,sullo,su,contraction of su + lo,Ho letto una recensione sullo studio.,I read a review about the studio.,87e835e63c515b12fa0dd1cfee6e160fb34f9a2cdc29c2c6f41ac4b1c0261472,2472.0,5ed457e22585242e01cdeb779dd89c1710995380991b8e129c09a35e37c8e999,1800.0
con lo studio,False,studio,study,noun,with the studio,"education,work",articulated_preposition,,masculine,singular,,,False,False,False,articulated_preposition,lo,con lo,con,no common contraction with 'lo'; often left as 'con lo',Collaboro con lo studio da anni.,I have been collaborating with the studio for years.,6e354c722f3ab2f532487e02de169f2bf282ba233b5be7fade784b213e29c98d,1536.0,5fc4b87625fab2974966bec5bf3efeecfe95990096f8adb41748fc9ae4947b03,1752.0
