term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
rotta,True,rotta,route,noun,route,"travel,nautical",,,feminine,singular,,,False,False,False,,,,,feminine noun; means route or course; also 'essere in rotta con' = be at odds,La rotta è segnata.,The route is marked.,338c33cac0bd76ff2625b95fe92bfa7ace735a24f66a12ae680dbf9fdbd37048,960.0,ef0276137f4f678a046ba5df6dd9aa6b68c4f0e969822f4b27d40b01649b575e,1320.0,ROHT-tah
una rotta,False,rotta,route,noun,a route,"travel,nautical",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Conosco una rotta sicura.,I know a safe route.,57fd7275b4974ebaf90387ffcf3811adf0275912979d86f5567fce6790a46434,1080.0,de4ed5a888c01787d26bdf35a175b1eaa897f1daf727fd699e38860ea7835b04,1536.0,OO-nah ROHT-tah
la rotta,False,rotta,route,noun,the route,"travel,nautical",,,feminine,singular,,,False,False,False,definite,la,la,,,La rotta passa qui.,The route passes here.,7d333b846e02b2e1bcf90e94c886238525ff3816c825c9227d40f092998d699c,1128.0,1476327ff42d94f2bdce2b8d520623ed3dc8e85ff5f247c2527947ef12c6095e,1464.0,LAH ROHT-tah
rotte,False,rotta,route,noun,routes,"travel,nautical",,,feminine,plural,,,False,False,False,,,,,plural form,Rotte antiche sono visibili sulle mappe.,Ancient routes are visible on the maps.,cde0ddbab7d10689413ef34e86d9e7192a5f94760228fe1b34da2940428ce929,1056.0,0143deee2fc4878644e9c5981716c8382e8d4df506f485ec8ad0e398e2c5d455,1296.0,ROHT-teh
le rotte,False,rotta,route,noun,the routes,"travel,nautical",,,feminine,plural,,,False,False,False,definite,le,le,,,Le rotte sono tracciate.,The routes are charted.,ffbe26e155cb1703b5e84f4aaf77250b170ea3f5f3c6c98f37f6c373b1837158,1224.0,206fac211c6e4b4d832116f3f93c94e69f93b7f7e669f8583198017b85c5a0b3,1416.0,LEH ROHT-teh
delle rotte,False,rotta,route,noun,some routes,"travel,nautical",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Provo delle rotte nuove.,I try some new routes.,26131c1621071e7e42bb7f5876b97ec192a1bef08d1e962e92cf729008d9c6d8,1320.0,4f647874fefdf93ace5d766b576555475cd5f188ea5a83c33487bcb666245059,1608.0,DEH-lleh ROHT-teh
della rotta,False,rotta,route,noun,of the route,"travel,nautical",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,L'orario della rotta è cambiato.,The schedule of the route has changed.,474cfe2acdf0de9da4e1e99194dacf7b4d9f705fa3bfc0ee065f70b20c673e5c,1248.0,c0cb632689098d16e318c713a0a189363f3f2224c5bc7a3ca169437db673e856,1632.0,DEH-llah ROHT-tah
alla rotta,False,rotta,route,noun,to the route,"travel,nautical",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Andiamo alla rotta.,We go to the route.,11a8fc869ea3559ac78f8ebee44dd56b03bbc8d2780834d3667078121b5f85a9,1224.0,30a8d3514683cef78d17fc4b6f8e9c2e854845a36b9949b5d6330d1050d38e4e,1560.0,AH-llah ROHT-tah
dalla rotta,False,rotta,route,noun,from the route,"travel,nautical",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Partiamo dalla rotta.,We depart from the route.,a70b39391714b514207c8959cc8b254555ed015906e03b1942add38578c8d134,1320.0,d95a96cc5047b317358dcbd3ff4d53a846d2417fbb5e64a13f420817092a58bb,1632.0,DAH-llah ROHT-tah
nella rotta,False,rotta,route,noun,in the route,"travel,nautical",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,La nave è nella rotta.,The ship is on the route.,82d9fdb174044b2f1e99d28f9cc5a043c2afc1e863ea3144495f057a4dde301e,1224.0,2ff5b7dea8f96bd84aef1517b1cd51a45d7a1c531f25ff410f21c1c7aa4cc259,1632.0,NEH-llah ROHT-tah
sulla rotta,False,rotta,route,noun,on the route,"travel,nautical",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,La barca è sulla rotta.,The boat is on the route.,3ea3be18271001465c371008e921f03cc0ca2c94ba728f875863cdf92e3c290a,1224.0,8d659673f71ae45a9f75857419f84448c3db6f0511a18522f72a9c5a03f03aac,1704.0,SOO-llah ROHT-tah
alle rotte,False,rotta,route,noun,to the routes,"travel,nautical",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Mi riferisco alle rotte antiche.,I refer to the ancient routes.,4f2f475702d88578c3251f6fa7466e618992a780ef3ed929e8c65e20be7e5b55,1344.0,63bdc5c6b994cb3c21073f869719d2bc9857d53efb1ea57e4c12b8c3ee31a4c7,1536.0,AH-lleh ROHT-teh
dalle rotte,False,rotta,route,noun,from the routes,"travel,nautical",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Le informazioni vengono dalle rotte.,The information comes from the routes.,e6bc40810569a3ea3def8398fb6c8d6ef982e6a2f4274771f71e374265838adc,1416.0,5e77df38b0067c003dc639d1579d09a8787d87ba7d7650b76a9f6d98bc0b63e5,1608.0,DAH-lleh ROHT-teh
nelle rotte,False,rotta,route,noun,in the routes,"travel,nautical",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Non mi perdo nelle rotte.,I do not get lost in the routes.,bd38c3228cfa2146303c73821eef8ca3c91b6dfdcb5f53891db6cf20bda4dc9f,1344.0,c869d2e40ee6308cb8ec99c7d13061f7b8aee30362a87927ddc8c3d32cd2517f,1632.0,NEH-lleh ROHT-teh
sulle rotte,False,rotta,route,noun,on the routes,"travel,nautical",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Abbiamo dati sulle rotte.,We have data on the routes.,a02d72b090dd1008830a2d608c5b8a6bdbbc7e333ca4ba9eadf55cf11399556c,1344.0,87b5a61280bc02444d9f78d2f8a78c2efc28d7168245bf443b8c3a8eef391998,1680.0,SOO-lleh ROHT-teh
