term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
credito,True,credito,credit,noun,credit,"finance,commerce",,,masculine,singular,,,False,False,False,,,,,finance term; countable noun,Cerco credito per il progetto.,I'm looking for credit for the project.,c8d24d4852a3f952a0d5d9125abab83d32a9684425175d7891fecd3caa76f481,1056.0,9e5689b15808984821ab9635abccc1a41501ea9bd52d4504935bfbf35a785ad3,1392.0
un credito,False,credito,credit,noun,a credit,"finance,commerce",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho chiesto un credito alla banca.,I applied for a credit at the bank.,63e6a54924701bab2b8d023712f5427565e1fa76fc9dcc26799734f665f71ad0,1176.0,aea863b3e93b8436e2f911c000ed71ea2fedf6ca7e6f408b3e168e7bb99826e5,1584.0
il credito,False,credito,credit,noun,the credit,"finance,commerce",,,masculine,singular,,,False,False,False,definite,il,il,,,Il credito disponibile è insufficiente.,The available credit is insufficient.,b4859218d695d53c452b29c198d54867ce0306cee77bc699e8cadbdfebded7ff,1200.0,5576efce1ecdb1077a1ccdbf72cc3c6c87e1afbbf9a5b3917941b123b6a4ab1e,1608.0
crediti,False,credito,credit,noun,credits,"finance,commerce",,,masculine,plural,,,False,False,False,,,,,,Crediti fiscali possono ridurre le tasse.,Tax credits can reduce taxes.,91c4f12c48b97c6cee25ed8e366b840e866792e16ebe34862d4a206c338ea446,1176.0,f0c002a3f1edb781453475a9c0eb11f2b5656177106d50b5f3e0232a57c086bf,1392.0
i crediti,False,credito,credit,noun,the credits,"finance,commerce",,,masculine,plural,,,False,False,False,definite,i,i,,,I crediti sono stati registrati.,The credits have been recorded.,95e9d9ca06d79d8f57cb46a542fe9e63c9f2a577d82a14c682b32d3eade2c21e,1344.0,4861737018d69f53dccc825f0516200776dc45d3c47338e9c658d65ef25312ca,1536.0
dei crediti,False,credito,credit,noun,some credits,"finance,commerce",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho dei crediti da usare.,I have some credits to use.,62e887c757c9c1a7eba0d28a642efe4058adc5926f31b49fd697fa41e13fe9bf,1488.0,9f711e58e7633b4feed6d08e7d82194aa477cd3e747c0e5bdad6c3ee641a2ec4,1680.0
del credito,False,credito,credit,noun,of the credit,"finance,commerce",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Parliamo del credito disponibile.,Let's talk about the available credit.,6d968302902dd54749e0f51450bab84114f7b200481e622426c3cef5bfe9aa0f,1320.0,8ef6cd5e90d8771299495628377b0c0d3debe7d68b4b78ef7d245a6fb04ac938,1680.0
al credito,False,credito,credit,noun,to the credit,"finance,commerce",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Ho accesso al credito per l'acquisto.,I have access to credit for the purchase.,5e8547982104c143b9a38c4d5d86350723dc987327075857ed5f6743882f1c60,1320.0,91106c6ed53bfeece9a74c6e2b34a977493c06af9f6f5597d41c71a56f9547e1,1584.0
dal credito,False,credito,credit,noun,from the credit,"finance,commerce",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Ho ricevuto fondi dal credito aziendale.,I received funds from the company credit.,0f2ccfbdc812b87649efcd71c36da188fbe4c7d06c82a5dc2ac6cbb20643b15d,1392.0,da3d04b547dbbc251bb8445e35f5e147b4936cce5ce98f25111170cd8fad17ec,1680.0
nel credito,False,credito,credit,noun,in the credit,"finance,commerce",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Non sono errori nel credito contabile.,There are no errors in the accounting credit.,41c5aa444c3da2fc3128546899353903db9c5123a41098f34bb2940357809db0,1320.0,2a51b016710e870bed1e04096ede5a0fdb37245e2916f2bb0441c17c8e1734a8,1704.0
sul credito,False,credito,credit,noun,about the credit,"finance,commerce",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ho letto un articolo sul credito.,I read an article about credit.,d891b3a31781bdc955d9c15524ddc5e202abf097935d2e4df5b3d57941612311,1488.0,ea372f7efc00785732aeeb857b2da80dbc7cc935083cf0ae5c1da21bc14cb56c,1752.0
