term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
denaro,True,denaro,money,noun,money,"finance,core",,,masculine,singular,,,False,False,False,,,,,mass noun; plural 'denari' used in literary or historical contexts,Il denaro non compra la felicità.,Money does not buy happiness.,33c8e922129a0b812551c145377b8772cd780080b6c330156f4b999d04aa7c98,984.0,8f0afb339db6a754639a05cf6c2715f897609fdc48b29975b96f93504c4c8029,1392.0,deh-NAH-roh
un denaro,False,denaro,money,noun,a sum of money,"finance,core",,,masculine,singular,,,False,False,False,indefinite,un,un,,used to indicate an amount; uncommon in everyday speech,Mi serve un denaro per riparare l'auto.,I need a sum of money to fix the car.,15b60a97eae0edd43406da5baa2c1bf3f0afaa6a5ea8ac2cae83e598834f4652,1512.0,887e6911f537ee42a91c1701b7c69dc5a7004d712425a50e05af1363c60de136,1488.0,OON deh-NAH-roh
il denaro,False,denaro,money,noun,the money,"finance,core",,,masculine,singular,,,False,False,False,definite,il,il,,,Il denaro è importante per vivere.,Money is important for living.,b0d4002e2bc1416b423c382beaf1f1034bbef5c1a3a5a0302bbbf2c3db42c043,1128.0,b1531cf414bc675e167f6817c7306d87e7415bddd86ffe5967ea62ba8f0ddc76,1536.0,EEL deh-NAH-roh
denari,False,denaro,money,noun,money,"finance,core",,,masculine,plural,,,False,False,False,,,,,"plural form, literary or historical; often means coins",I denari antichi sono rari.,Ancient coins are rare.,33c8e922129a0b812551c145377b8772cd780080b6c330156f4b999d04aa7c98,984.0,cc6fd4e969b4bf8d345ae22fad2dcceccc92fb5f40976a7eab86e5dd882b9338,1368.0,deh-NAH-ree
i denari,False,denaro,money,noun,the money,"finance,core",,,masculine,plural,,,False,False,False,definite,i,i,,,I denari sono conservati nel museo.,The coins are kept in the museum.,b0d4002e2bc1416b423c382beaf1f1034bbef5c1a3a5a0302bbbf2c3db42c043,1128.0,d5243a474cffb636907ff6825751905df94e2469478c7bf06f2654aab467cfb2,1440.0,EE deh-NAH-ree
dei denari,False,denaro,money,noun,some money,"finance,core",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural; also contraction of di + i,Ho dei denari da parte.,I have some money saved.,ab5847c956b718d7086a940f14226bb7dbece58ea60fec6a6bb3fb8ec053a0df,1272.0,23711eef42a7495283c03efe39bd87b32a3382ea2d464c0e4f5db17e1bddeb29,1584.0,DAY deh-NAH-ree
del denaro,False,denaro,money,noun,of the money,"finance,core",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il valore del denaro cambia.,The value of money changes.,8572a534beef26acf4bc171d514167004261139d0cc80947bc9c1972d7eb5407,1248.0,4bfd549e4c66addfc3149ecc2007c40ac2f17bc33905b9c65d4fe971c42696ff,1584.0,DEHL deh-NAH-roh
al denaro,False,denaro,money,noun,to the money,"finance,core",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Preferisco l'onore al denaro.,I prefer honor over money.,341be263b496fbdef08e6ea7d46aaa3daa49d674af20ae1cf4bb0f7e9954add7,1248.0,09beb00cc93d6d62e159e120298f3bced00186b8d896e3c2afb79e893d1c0c0b,1512.0,AHL deh-NAH-roh
dal denaro,False,denaro,money,noun,from the money,"finance,core",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Tutto nasce dal denaro.,Everything comes from money.,2fabd943dfbb9a059e105d24acf497b540a1d143203f4f4f16a7f837dbbb414d,1320.0,2e2a6ac29d5aaf77763f06dc715f35a2802cc4d7bd19678401d58a0b56395e63,1608.0,DAHL deh-NAH-roh
nel denaro,False,denaro,money,noun,in the money,"finance,core",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Non credere nel denaro come unica soluzione.,Do not believe in money as the only solution.,34911b474f1f8b9f514dddf01fb9378091a1bcd899ba9a457b02737dbd78b3c2,1248.0,aeb777c014fd368fe0b624f95b6298876565e2bce91f4ad598c3b89713c5b716,1608.0,NEHL deh-NAH-roh
sul denaro,False,denaro,money,noun,about the money,"finance,core",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ho letto un articolo sul denaro digitale.,I read an article about digital money.,ee6487fe1fde94d1f48c175cd2f3e30a04d2e911fcbdeaac237b44cc056f3f41,1416.0,715e2e81aa6059a7e2485a0fd1e01e22314596ad56c10ec965c2ab7a576e843d,1656.0,SOOL deh-NAH-roh
