term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
macellaio,True,macellaio,butcher,noun,butcher (masculine),"people,profession",,,masculine,singular,,,False,False,False,,,,,base lemma,Il macellaio è gentile.,The butcher is kind.,fd213799a2eeb0b67b70e14581930ed89fca34391814f09e8578ae3bf0db0ae1,2112.0,d0fe806fd1cd0f41bc962866a9e740c713e8ef93be7fe1770b6734e806e39e0c,1728.0,mah-CHEH-lleyeoh
un macellaio,False,macellaio,butcher,noun,a butcher (masculine),"people,profession",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Conosco un macellaio in città.,I know a butcher in town.,17d364c748d8724966b3faaff20f6bcc90a21b52ffbb1da0af4e2232525d10c5,2256.0,dc3186b4a600e4f3d3b3a5f928966aa47771109ff0e235b638a6f4acd97e7416,1824.0,OON mah-CHEH-lleyeoh
il macellaio,False,macellaio,butcher,noun,the butcher (masculine),"people,profession",,,masculine,singular,,,False,False,False,definite,il,il,,,Il macellaio ha chiuso.,The butcher closed.,3c4220d8c27c40d13038bf69b83ce5fd3f8b5474d5342dc32957f9c753d3a825,2256.0,57a795e99b4346e479f2bd0c4ad1d8cde84343c41aabdcaaa8e6b8d283861361,1872.0,EEL mah-CHEH-lleyeoh
macellaia,False,macellaio,butcher,noun,butcher (feminine),"people,profession",,,feminine,singular,,,False,False,False,,,,,,La macellaia sorride.,The butcher smiles.,e2941595b1ace161ba45595254dad9bcad0ad96e2ef64fdb0b667ec69ef21313,1944.0,51429c27f6565d4929f258dec00905e593481d75064cb2998457933730b12596,1704.0,mah-CHEH-lleyeah
una macellaia,False,macellaio,butcher,noun,a butcher (feminine),"people,profession",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Conosco una macellaia simpatica.,I know a friendly butcher.,f16cd7735e6417942a376865b6fe480a7faeec5bbfe8b46d3fbc438012cf2966,2064.0,ca8fcd04a9404e20f777141ec2886ef97300685d8a2bd0e85520705c206550c8,1944.0,OO-nah mah-CHEH-lleyeah
la macellaia,False,macellaio,butcher,noun,the butcher (feminine),"people,profession",,,feminine,singular,,,False,False,False,definite,la,la,,,La macellaia è qui.,The butcher is here.,9f71d655a907c1241115494f14841cbcdd89461ba06d4e6183ac45118b371821,2064.0,6cc7649169412097711fb8c90c47ef5911fe5ecb8a9b3ec2a4f858bd68608a49,1848.0,LAH mah-CHEH-lleyeah
macellai,False,macellaio,butcher,noun,butchers (masculine),"people,profession",,,masculine,plural,,,False,False,False,,,,,,Macellai lavorano presto.,Butchers work early.,9547870347195f3c177db0cfbb44b3699c7c1815dcfd5e29d4dcb26b5584ab88,2232.0,9669557bf9ac96b9fba229750750dafbfd6c9d67a8ef3683d1e11fd5c778e83d,1560.0,mah-CHEH-lleye
i macellai,False,macellaio,butcher,noun,the butchers (masculine),"people,profession",,,masculine,plural,,,False,False,False,definite,i,i,,,I macellai sono occupati.,The butchers are busy.,8a69f59957428261f5b87be43d50a06cbfbf40b160767c11c8385841ca5a604c,2352.0,13c36a3193da4d5c9a225e0c0afa658059e53033ef5dcfbc1b9a71265890a426,1632.0,EE mah-CHEH-lleye
dei macellai,False,macellaio,butcher,noun,some butchers (masculine),"people,profession",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho parlato con dei macellai.,I talked with some butchers.,eaecc0e51309b8d52b47ee09c61f5fb2ab688d1b3e22155e1b6ed456806be506,2520.0,c419cdd781006cab2e609daee85a3833c1612be68136e99f6909c4b2497922ee,1752.0,DAY mah-CHEH-lleye
macellaie,False,macellaio,butcher,noun,butchers (feminine),"people,profession",,,feminine,plural,,,False,False,False,,,,,,Macellaie sono esperte.,Female butchers are skilled.,b4617773d5a6bba15c51fc33f448547404c249980cbeb025c43c1110aa38314b,2040.0,393e6ad9c380cfb4c3ddeb6250e48d6e3c8018716ffa4510d1e33fca2ce5287b,1680.0,mah-CHEH-lleyeeh
