term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
numero,True,numero,number,noun,number,"core,numbers",,,masculine,singular,,,False,False,False,,,,,base lemma; also 'issue' (magazine),Il numero è aumentato.,The number has increased.,1b36b35980c8c16cd8d2dfc22731cd8273ff6a55263855697b9967aeb6d78dd1,1104.0,3763e164edce1a3839a4972d74d3090a4c7ccefd46a592ed1416773600658c70,1368.0,noo-MEH-roh
un numero,False,numero,number,noun,a number,"core,numbers",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho trovato un numero interessante.,I found an interesting number.,d4cacdf1c93f14e1908f7ceaca72854c702912f055efb10ca59384d70a930856,1176.0,9fea1529428019c6a4ce0111efc0852af049daabfc842f1cced3606bdd3fce0e,1464.0,OON noo-MEH-roh
il numero,False,numero,number,noun,the number,"core,numbers",,,masculine,singular,,,False,False,False,definite,il,il,,,Il numero è corretto.,The number is correct.,65176efa84d4a712039199fc3a2ee3e1a4ab72e0f8e12df2cc51b6d6d324e89c,1200.0,3ac1863c11c1bfbad43ab0e34dbb579ce9af8257264897ad2108cf235d77afdf,1464.0,EEL noo-MEH-roh
numeri,False,numero,number,noun,numbers,"core,numbers",,,masculine,plural,,,False,False,False,,,,,plural form,I numeri sono chiari.,The numbers are clear.,68a68fbda7c01d955f56c29f2ef4730c82fbb4578982ee11b23101c12968380d,1176.0,c397351604988bab56a24b319e99f3894b0cae0fb08412607b14f226364a825e,1344.0,noo-MEH-ree
i numeri,False,numero,number,noun,the numbers,"core,numbers",,,masculine,plural,,,False,False,False,definite,i,i,,,I numeri sono sbagliati.,The numbers are wrong.,dd942b5ca024c28b749bddfcf95a3a8cd5d83ed70350f4055d31a1e241f67458,1296.0,9790cdb3b805be2ae2fd492bb34e1a7dd022b61a73c112b6f296bb298548c76a,1368.0,EE noo-MEH-ree
dei numeri,False,numero,number,noun,some numbers,"core,numbers",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho letto dei numeri sul documento.,I read some numbers on the document.,50eaef66ffda37c10e922506835e3cf2c7537f9457287abde714766a4040e9c4,1440.0,a6baece1202fe0a733e530d7f6841333452bb92eb767e67ebd595f283b1b6507,1512.0,DAY noo-MEH-ree
del numero,False,numero,number,noun,of the number,"core,numbers",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il valore del numero è alto.,The value of the number is high.,ea5b126ae28696ef2938eeee140817d55b8462ae069a64796687d774831fe5f1,1320.0,fb0c82ccad8aef1a15bc09728b8d68a3e2665f26bb2d44a3e7f9e684a94219fe,1560.0,DEHL noo-MEH-roh
al numero,False,numero,number,noun,at the number/to the number,"core,numbers",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Chiamami al numero che hai.,Call me at the number you have.,f2caafe37853158695d681e0d48b194aa95f070c07e8cce6f7e693d8df8674b5,2592.0,ac80bc3c5dda639454190758568b307320554c02bc38a853a523b4041110f9e2,1464.0,AHL noo-MEH-roh
dal numero,False,numero,number,noun,from the number,"core,numbers",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,La citazione è presa dal numero della rivista.,The quote is taken from the issue of the magazine.,db7fe495ce0ba44a1de2c004ebd8f8620c0057437e86003dff43f3fec55a052f,1416.0,9b53b9629850de84611a5dbfe6cc4a03c0df7059f104293789e2097bd8adc4d7,1536.0,DAHL noo-MEH-roh
nel numero,False,numero,number,noun,in the number,"core,numbers",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Nel numero c'è un errore.,There is an error in the number.,ecc004247b448789029f03cb47e993007f1695d8be5a507e674b08da92c3ef99,1320.0,2b7bf2c5d25753f89a48355f2a37b15834f72366c1def9c8c6e1b3ceff9765d1,1560.0,NEHL noo-MEH-roh
sul numero,False,numero,number,noun,on the number,"core,numbers",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ho scritto una nota sul numero.,I wrote a note on the number.,52347521cd667e0b7dd60b0016bfc14270113929d16ad9e59d4b96c185f3bd3b,1344.0,d721c1ac4412516cebdac85c6e76ea1a10b55fa89a16afdec1391020f4b374c6,1608.0,SOOL noo-MEH-roh
