term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
autobus,True,autobus,bus,noun,bus,"travel,transport",,,masculine,singular,,,False,False,False,,,,,invariable plural; takes l' in singular,Cerco autobus diretto.,I am looking for a direct bus.,872e0f42350d8c5faf6b056f4829a8531fc8280b17f4eed702cba97addc6437f,e5d2cddd4b8140f07a92069118f4c9809ce55b8c39c41c1190cd21e6d69a69a3,1056.0,1512.0
un autobus,False,autobus,bus,noun,a bus,"travel,transport",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Prendo un autobus.,I take a bus.,b6f7f648c0a81293d183c6e0f1b94dd354a1869ea22cb0ff0d20fddca3945c3d,a2e14ae3ae570e1d1454eaf91d6e5323dccc04e3b9019846d98cfda68f46a268,1176.0,1704.0
l'autobus,False,autobus,bus,noun,the bus,"travel,transport",,,masculine,singular,,,False,False,False,definite,l',l',,before vowel,L'autobus è in ritardo.,The bus is late.,ff465335fd0ac101a226d80771c2c9170369ed390a5c03d76063606835e70d74,e6afdb111817efb74896d4b790cf30692fc15041580b4c2416009b0cbd54eb9b,1200.0,1632.0
autobus,False,autobus,bus,noun,buses,"travel,transport",,,masculine,plural,,,False,False,False,,,,,invariable plural,In città circolano molti autobus.,Many buses run in the city.,872e0f42350d8c5faf6b056f4829a8531fc8280b17f4eed702cba97addc6437f,77f6f12540e631b076437a332ee6029065cb48f5706e6140abb159741fe37e51,1152.0,1512.0
gli autobus,False,autobus,bus,noun,the buses,"travel,transport",,,masculine,plural,,,False,False,False,definite,gli,gli,,,Gli autobus arrivano spesso.,The buses arrive often.,c6626201e3adec5c2b40508423a53406f409e69178fdbcc0648c44c0c4ddfc47,dc957402c85dad8e0300f1f8de1fd5cf005eae065d623f2f945d54d5ce1115ab,1296.0,1872.0
degli autobus,False,autobus,bus,noun,some buses,"travel,transport",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Ho visto degli autobus nuovi.,I saw some new buses.,11c0a3d11814ecd568b4bdf8a2984f85871aafc0e911a9d22a323f3993f5585c,74b0e96fa4d71e2f042319b94895ae29153b119039d8b5a89ca0148160e1cccd,1440.0,1896.0
dell'autobus,False,autobus,bus,noun,of the bus,"travel,transport",,,masculine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',La porta dell'autobus è chiusa.,The door of the bus is closed.,1223784574a64ad6e77951ceda94a13a1f0be6a7d65ebc9bed90b597b2cb3076,052168950cbbdb87e0564c95708c5aa6515be1dc5a8298f96afcea2d90150a9b,1320.0,1824.0
all'autobus,False,autobus,bus,noun,to the bus,"travel,transport",,,masculine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Corriamo all'autobus.,We run to the bus.,9f7709ac61f9f178e5ba37845ff8b0591469659ade229da11f17e72f017de920,e9d0c834b7bf9c7cd2535c72d51a33313ec8f41a89830de61f3917afc14e21ea,1320.0,1752.0
agli autobus,False,autobus,bus,noun,to the buses,"travel,transport",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Ci avviciniamo agli autobus.,We approach the buses.,7e7c39853faa791d18a11aee6bde089230479ee11bb6cdbe23dafbb91f7be07c,42a5b9deba96565b88dff011697ac62fed0f2d719e40c1ff5e5d2f6c832c102a,1416.0,1824.0
dall'autobus,False,autobus,bus,noun,from the bus,"travel,transport",,,masculine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Scendo dall'autobus.,I get off the bus.,e299cd6fdaa3708c472f15c3b49191bb0638b847003d035b8f11ae82d2976215,fd0aae0aae586c5f9d71231eb91551ae90097cff4dfdc447f903bebef19b71c1,1392.0,1848.0
dagli autobus,False,autobus,bus,noun,from the buses,"travel,transport",,,masculine,plural,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Le persone scendono dagli autobus.,People get off the buses.,680f86b58a4fac2e75896e648b76e71d6c58b0eaead6d01912f1bc88ffb51318,bc9c8d442958714d71f72778496a8936fffe7e0cf3b0cc35b850b0ebf8f2aa3c,1488.0,1944.0
nell'autobus,False,autobus,bus,noun,in the bus,"travel,transport",,,masculine,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',C'è posto nell'autobus.,There is room in the bus.,8eccde4edee9660a1405d47b84ee1a544612a168d81e09631f7b17e8574e6294,23cae17b0ba90d5144d598fdede20d8ef05d43e4a7b4092fb2936a000c3a2646,1320.0,1824.0
negli autobus,False,autobus,bus,noun,in the buses,"travel,transport",,,masculine,plural,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,Non si fuma negli autobus.,You cannot smoke on buses.,f9b453f146ba9353385854dc80aa01b6c0695f470317e638ce0e2b38c3f227ed,392b601510e3050bfc8ee9b35e81c0a5c12d76a6179fe7793d60ff732f0ee467,1416.0,1896.0
sull'autobus,False,autobus,bus,noun,on the bus,"travel,transport",,,masculine,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Parlo piano sull'autobus.,I speak quietly on the bus.,12659fd05f16daee6a7ee3c6d28eb8507190b29ae4e2f3923d61923507b4e517,16efcc70b8be2937e65126a0047fdd94dccfb2dca5b1bcf1970f0daf29fb8b86,1320.0,1896.0
sugli autobus,False,autobus,bus,noun,on the buses,"travel,transport",,,masculine,plural,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,La pubblicità è sugli autobus.,The advertising is on the buses.,4559a0ceb9df213dab0f446700b4b3b88aa8086e9487c88d0d015dd2872f1676,e0a5c5809e60b76fdbf7fd430f9dbbfa77c22273d51fc32f4df2fe63b4271688,1416.0,1992.0
con l'autobus,False,autobus,bus,noun,with the bus,"travel,transport",,,masculine,singular,,,False,False,False,articulated_preposition,l',con l',con,no contraction; standard combination of con + l',Vado in centro con l'autobus.,I go downtown by bus.,92c71e87372235fbd1528f080064e24a82db2112ecc2286cdfd8f751e8daf949,36188bcca382ddebc7a54db8c1e0b33a52dca297fc73eb2aac20cf5dcebe6e77,1368.0,1848.0
con gli autobus,False,autobus,bus,noun,with the buses,"travel,transport",,,masculine,plural,,,False,False,False,articulated_preposition,gli,con gli,con,no contraction; standard combination of con + gli,Viaggiamo con gli autobus.,We travel with the buses.,2f7941912f4667cc5931ca221b73592b6da656957163f6b035a061c8f9746693,5dc741e8ee2d868a010fbb965a6ce1b8aea80e4df9c0ef9318eb0d7925653d10,1464.0,1944.0
