term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
stazione,True,stazione,station,noun,station,"travel,transport",,,feminine,singular,,,False,False,False,,,,,feminine noun,La stazione è vicina.,The station is nearby.,43142fd46e9cc035c16e1a61d0648125950fe3462cfd20987488b76c08802e9e,1200.0,8e1b8606369354ff45dc16184394152b24914c90868a0e21fd3b05302d27b38e,1608.0,stah-DZYOH-neh
una stazione,False,stazione,station,noun,a station,"travel,transport",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Ho visto una stazione affollata.,I saw a busy station.,d3459f00fdd97972172f005bc8c9a4e1ce54dc8280721c81be85f7706169a1c1,1296.0,69e5dd1512be9b54c4643f5ff512eb15cc7a04c221458ac76de075d8e89189b1,1776.0,OO-nah stah-DZYOH-neh
la stazione,False,stazione,station,noun,the station,"travel,transport",,,feminine,singular,,,False,False,False,definite,la,la,,,La stazione chiude alle dieci.,The station closes at ten.,2539051192be320d9f35537daf6145d5e1fdc32585fbf5b4a7544f2957015dcf,1320.0,91e12a10eb260fdda4c9b5364ab144a21c0788a5d0d39b0ebf44abe4e9dbe474,1704.0,LAH stah-DZYOH-neh
stazioni,False,stazione,station,noun,stations,"travel,transport",,,feminine,plural,,,False,False,False,,,,,,Stazioni vicine facilitano i pendolari.,Nearby stations help commuters.,48a43d6faa8cf06089548ab4662a7541386fcd73ea43b189626c97a962fac2d8,1296.0,442e1db96b5d3d9969f82b05469a18c3bef089ed5e257c2fbb915b0374068d48,1632.0,stah-DZYOH-nee
le stazioni,False,stazione,station,noun,the stations,"travel,transport",,,feminine,plural,,,False,False,False,definite,le,le,,,Le stazioni sono vicine.,The stations are nearby.,f9a1cd81c5527005a3ca8ac7e8e159c3e9999df3095099ac9ac4680f937bc625,1440.0,e9984b5781a6f88a5087930c9bc6aa2327602ad7f19ba874b60f269a390aacff,1728.0,LEH stah-DZYOH-nee
delle stazioni,False,stazione,station,noun,some stations,"travel,transport",partitive,,feminine,plural,,,False,False,False,partitive,le,delle,di,partitive plural; contraction of di + le,Ho visto delle stazioni storiche.,I saw some historic stations.,1f5aeb55f83f7e63a175d4f7439fb9328e53a518a2f15800c850109d885c8b81,1584.0,0682a2b2e8326b30209900d24d92f028c67ff2b90e3de48c4ee9a6580210ba58,1920.0,DEH-lleh stah-DZYOH-nee
della stazione,False,stazione,station,noun,of the station,"travel,transport",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Parlo della stazione.,I am talking about the station.,f8f92695072c4e255c678e1e8d6c0ece08b48570d998e624f4bdf57423c2d347,1440.0,29b9717fe4d59c540a6ecbb2758e62de2ee8c12ae9186bf96f18bd5d15ed7d3b,1872.0,DEH-llah stah-DZYOH-neh
alle stazioni,False,stazione,station,noun,to the stations,"travel,transport",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Vado alle stazioni del centro.,I go to the city stations.,693279b57918e496fc9f0bed130c2c5f9b7d14ed6783d0dc0e3455b4fb11dd61,1536.0,30029763a3f5b4f267effd94ea108e804587f012de2dddc3079860a05d5a204a,1848.0,AH-lleh stah-DZYOH-nee
alla stazione,False,stazione,station,noun,to the station,"travel,transport",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Arrivo alla stazione domani.,I arrive at the station tomorrow.,c21fd5c68650677f2eae01f40a6079fb8cdd2fbb28db87d44ca01405b5a31d97,1440.0,4f880c7a64cc24558541dc8afea9b66bf58c9f49126c2446bb414c8fdafd88fb,1800.0,AH-llah stah-DZYOH-neh
dalla stazione,False,stazione,station,noun,from the station,"travel,transport",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Esco dalla stazione.,I leave the station.,d8104b673b669d0711a23624b10724003619daa4dd7bca43463020a09fc1aad2,1512.0,6e1ea20be3375f29c0c97146eb867d77731d85f1bfb05e15aa666f080afeacad,1896.0,DAH-llah stah-DZYOH-neh
dalle stazioni,False,stazione,station,noun,from the stations,"travel,transport",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Vengo dalle stazioni vicine.,I come from the nearby stations.,a332306df42c7f35f5e5a81ea70acb9d8038da08466f499739b94bd0dc9258e5,1608.0,90df1983f8880bdcd13c80ee040ac76330827432e50936b5bbcc7142ca976c92,1944.0,DAH-lleh stah-DZYOH-nee
nella stazione,False,stazione,station,noun,in the station,"travel,transport",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Aspetto nella stazione.,I wait in the station.,efdf5f75b748e68b6e91ad6a8d24197aa078445a3da2988b3e01be0d8a2ca515,1416.0,a4718dce7b8f46e946c282b08ab5fd25cbab8c3926d7ddfdbb258bc8758dd680,1896.0,NEH-llah stah-DZYOH-neh
nelle stazioni,False,stazione,station,noun,in the stations,"travel,transport",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Nelle stazioni ci sono biglietterie.,There are ticket offices in the stations.,c5cc1e85e34b01a2f591859e9cd7dd33692b4edf21f0f9f9ff9d273471b0a256,1536.0,b2a755b5ffc93a952efcbbe8096c1952b18fd56182d147885b549d96c3ffbc5e,1944.0,NEH-lleh stah-DZYOH-nee
sulla stazione,False,stazione,station,noun,on the station,"travel,transport",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,C'è un cartello sulla stazione.,There is a sign on the station.,dd6299bb491cc722698123d3c28fcf7d3a85afc1d02c9c9b411a841958cb9e43,1440.0,044de04b6f52fb997ff1e84d14f94c337c321b5fae464494258df47a511eeab1,1944.0,SOO-llah stah-DZYOH-neh
sulle stazioni,False,stazione,station,noun,on the stations,"travel,transport",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Ci sono lavori sulle stazioni.,There is construction on the stations.,2db45d6db109902f916aa5898341f288d3201877dba64966b4d90a89477a2fdb,1560.0,bbef0e1440af8a94e7a6083250263c45f36bf670095d596f72d5f4529e565cf6,1992.0,SOO-lleh stah-DZYOH-nee
con la stazione,False,stazione,station,noun,with the station,"travel,transport",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction with con + la,Ho parlato con la stazione.,I spoke with the station.,3941fefd08549518a51355972404690f67f03bbf60b0802161221060f0418f12,1488.0,00f2132743db97a92b90694a83e2344afd746bbd9988c6b2952695bc62a1d049,1920.0,KOHN LAH stah-DZYOH-neh
con le stazioni,False,stazione,station,noun,with the stations,"travel,transport",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction with con + le,Collaboriamo con le stazioni locali.,We collaborate with the local stations.,7cd9a42965d4e75528c38614232544d98ac99972e8bc7524db2033c52f1975af,1584.0,7db52b9402680dbc00395c1194f5cd2ccfba71e833145c600806f26db3d9ac06,1944.0,KOHN LEH stah-DZYOH-nee
