term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
stanza,True,stanza,room,noun,room,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,,,,,base lemma,Cerco una stanza vicina.,I'm looking for a nearby room.,d67639a9541e803ccff77eb9d50de1b200c101fdc06a3136770b07ae1b43ad5c,984.0,db3e7fd42bfacc435131197a9d5da6109eceea248c10095c6aeae0b6098a6d26,1512.0,STAHN-dzah
una stanza,False,stanza,room,noun,a room,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",indefinite,,feminine,singular,,,False,False,False,indefinite,una,una,,,Ho affittato una stanza.,I rented a room.,79128eeadcb1cd430d369f888673bf2ef6c1e172ed0baf397bfcf927110b1d34,1104.0,301af8dde2d04b1c7e76427497b7f285f5978c9c863854dd959616a2ecec913d,1704.0,OO-nah STAHN-dzah
la stanza,False,stanza,room,noun,the room,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",definite,,feminine,singular,,,False,False,False,definite,la,la,,,La stanza è pulita.,The room is clean.,b1cabcd267043eb84b2ceff0c6c0c4a6b22f49240e09b08fb5db804861e27041,1128.0,131e0203b32310a652fa3c80e3a4e331592f98417c45c1d3d41c04edf3705d9c,1632.0,LAH STAHN-dzah
stanze,False,stanza,room,noun,rooms,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,plural,,,False,False,False,,,,,plural form,Stanze libere sono disponibili.,Free rooms are available.,9dc4e1d2c54b7e4921a8e38847ce80671a93aae9507c40dc13dea3f26aa19c02,1080.0,1fb959d137a34b7388cde4d602f209bb4f57fbce80610894bd62c408c957a1b3,1488.0,STAHN-dzeh
le stanze,False,stanza,room,noun,the rooms,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",definite,,feminine,plural,,,False,False,False,definite,le,le,,,Le stanze sono calde.,The rooms are warm.,dd441edb3bca6ef7380e71981e3a581965f2395d18a489cacb12ecde7cc42f94,1248.0,251604cf4647e3142cd60338a908ea63445e1300c758125910298df6c5ed3e25,1608.0,LEH STAHN-dzeh
delle stanze,False,stanza,room,noun,some rooms,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",indefinite,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho visitato delle stanze.,I visited some rooms.,f24f4328b2374f9f3d49e71d831eae87429c98b1e0108532973b5d5879bf0779,1344.0,1d9d720942952f9d59a8a0185f24753073f29f3bc19034024456db13a7d2ebf7,1800.0,DEH-lleh STAHN-dzeh
della stanza,False,stanza,room,noun,of the room,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il colore della stanza è bello.,The color of the room is nice.,61356b27c633cfddff6a8ac7e5c124d883c5ca9f55226808146417bf303cf552,1224.0,65d8d15e46e76d9108046c092a08d82900ccd9d9a61ed645b55e9bbabf1e64e0,1800.0,DEH-llah STAHN-dzah
alla stanza,False,stanza,room,noun,to the room,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Vado alla stanza accanto.,I go to the next room.,28ef044b00b98c646308c2fd6c219963e401b3b54e47549f23d6b6263c9bb8a6,1248.0,96a3bf1d596584da6092041bdf9bafd52004aa4e83d2f9ccb58cf05f4542c287,1728.0,AH-llah STAHN-dzah
dalla stanza,False,stanza,room,noun,from the room,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Esco dalla stanza.,I leave the room.,b411f27b88750831cdf66a94acafe1f00aff6fdbc6d9693b7cf0ee8fa74a6056,1296.0,7ede42eb8c6630aa2696d678a201f8d571f3c4e818011962afc759e15bb93efb,1800.0,DAH-llah STAHN-dzah
nella stanza,False,stanza,room,noun,in the room,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Sono nella stanza.,I am in the room.,46f585a43847918e0f524edcf9eb776b26c4be304f650188087a9ab1adab3457,1224.0,b5fc644ad9cb7b577920cb82032466a8fba97aee0be5cabbb7270858786502ff,1824.0,NEH-llah STAHN-dzah
sulla stanza,False,stanza,room,noun,about the room,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Ho informazioni sulla stanza.,I have information about the room.,793a720862d9fb0f4f219ae7d18847fa5f809487510b89b615977a846989ce0a,1392.0,fc0a895eafdaffc64449537c6f3b655cc6c39991020023d77b16a601fa28fb32,1872.0,SOO-llah STAHN-dzah
con la stanza,False,stanza,room,noun,with the room,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction,Non so cosa fare con la stanza.,I do not know what to do with the room.,b54726879805e0bd07fd739b7d1e3b65ab1b2940aa24a51fffd1e80fc51bf09f,1272.0,76bc1c7a62d072b0c67b72eaa013aa2b6963df6f4e2ad58a041f5d4f3b24a322,1824.0,KOHN LAH STAHN-dzah
