term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
ora,True,ora,now/hour,noun,hour,time,,,feminine,singular,,,False,False,False,,,,,plural 'ore',Ogni ora suona la campana.,Every hour the bell rings.,bf02af52c2e641453a9273f98f50258b15c605396b80aa0b8cb3553f5e83219e,0ef09386c41a5a39c5acafdf9454b276a771dd6b56ae4c8de3d322d84f7c17df,1008.0,1080.0
un'ora,False,ora,now/hour,noun,an hour,time,,,feminine,singular,,,False,False,False,indefinite,un',un',,elision before vowel,Aspetto un'ora.,I am waiting for an hour.,b906c1cb2c6a45f9143951e5bdee5a3145fb919c7535c83b27ab7b8eb2958336,a8d2d9b4a0b985839b13657eeb3b8190c9d8c7ff13515fbd5c4f6fb2dddea440,1176.0,1296.0
l'ora,False,ora,now/hour,noun,the hour,time,,,feminine,singular,,,False,False,False,definite,l',l',,before vowels,L'ora è tarda.,The hour is late.,4f71ba7d28ca642aa7cf0b3fc93e9584f30f63ea59647f4b6ed0882a1f9433ce,e7e8b76f924542e1d4d217f3e7d564996b9b7a0f7f51653137520efef1b7a4cc,1200.0,1224.0
ore,False,ora,now/hour,noun,hours,time,,,feminine,plural,,,False,False,False,,,,,plural form,Vedo ore libere sul calendario.,I see free hours on the calendar.,96d1112589b72054a9c5d97f5f67ea256ad98ed157cbd7dc46db1bb6e2eb4efb,dbdd696f471ec62ee16808719c775345ac41e90b82bb658e0d32e7583c9453ff,1104.0,1080.0
le ore,False,ora,now/hour,noun,the hours,time,,,feminine,plural,,,False,False,False,definite,le,le,,,Le ore volano quando ci divertiamo.,The hours fly when we are having fun.,7adc50d055c65d829ae0cddc14548d5dc199d59fc0020865307969fb5b4b91a5,a8aa8f61719f98f5aba0feca140e6a3baab37dcf8e78893a6c57de5638dea34c,1296.0,1296.0
delle ore,False,ora,now/hour,noun,some hours,time,,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho aspettato delle ore.,I waited for hours.,de9b5d40ca8be1ab664c2ce84d12e33330a5f32b406bf37d6c634d89a9482180,e6011c9056215db936e9291f39d24ff1ed39d34cb8204bda13907146951a1330,1368.0,1464.0
dell'ora,False,ora,now/hour,noun,of the hour,time,,,feminine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',Il prezzo dell'ora è alto.,The price of the hour is high.,71bd1ea114fb3786dab7fa35cc8109e2d38de9d85c52e3dbe93d0940f6338f65,0fa91907e5fd70d939c95f3b029fcecc2e53db9dcc79aaf439b1583cb38e3067,1320.0,1392.0
all'ora,False,ora,now/hour,noun,per hour,time,,,feminine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Vado a sessanta chilometri all'ora.,I go at sixty kilometers per hour.,108c9d951aadc003701f2f8f036408c52c5c8f029acd7fbd09a766466cd65a98,d93014d111b7c56e6cd8a1395a1811b230916f0f25b0dd8e6488f7fb80f99263,1224.0,1320.0
alle ore,False,ora,now/hour,noun,at the hours,time,,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,La riunione è alle ore 18.,The meeting is at 6 p.m.,b625431022959c7079702c4604c2bd53d91c5e87ef5e15a0a7dd36b4cc187b8d,efefb7c0d42d8acc32cb10e484c4fbe2d0becf44e58719adf56142f95f25675d,1440.0,1392.0
dall'ora,False,ora,now/hour,noun,from the hour,time,,,feminine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',È passato molto tempo dall'ora fissata.,A long time has passed from the set time.,a9624080e0380d9ad8f048177d66639196f4e06331704779da673aef57f4c6bc,542671b4fb4142d8855a8864f22bbad9496871c4a425d396df405cb8f620b6b4,1392.0,1416.0
