term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
ricompensa,True,ricompensa,reward,noun,reward,Concepts & Ideas,,,feminine,singular,,,False,False,False,,,,,base lemma,Offro ricompensa.,I offer a reward.,5d9253c121a860155debf1ee552401d123bcff98723b61500eb9c6f9389dd89d,381cec3a794b00db0515b896a4783e6655bdb2cef55bde4fc417ff61d4366cc3,1200.0,1800.0,ree-kohm-PEHN-sah
una ricompensa,False,ricompensa,reward,noun,a reward,Concepts & Ideas,,,feminine,singular,,,False,False,False,indefinite,una,una,,,Ho promesso una ricompensa.,I promised a reward.,36abbee113eb4516e6645e2f74623c4bc424135009cfaa89129f236ecc4c5265,1b44a0394b3432a78857f46b9df21476cb0ee9b96e06f1f914f46c2111825e12,1296.0,1992.0,OO-nah ree-kohm-PEHN-sah
la ricompensa,False,ricompensa,reward,noun,the reward,Concepts & Ideas,,,feminine,singular,,,False,False,False,definite,la,la,,,La ricompensa è alta.,The reward is high.,a86e67d54bd84aa23262ff866210364e2b44cfa687739a58fa91308a0c6685f7,f506e8a0db2e9654637ba1b2bf278f338783eb30f41f6a05f0e948966f38102c,1344.0,1920.0,LAH ree-kohm-PEHN-sah
ricompense,False,ricompensa,reward,noun,rewards,Concepts & Ideas,,,feminine,plural,,,False,False,False,,,,,plural form,Ricompense giuste motivano tutti.,Fair rewards motivate everyone.,c81a62d073b2cea3e378a8981af47a312d03b513c8bec93f6632fe1d94533d56,80f774deb122828eacbb7bef359b232b6e14deee22862a4bd9e5a0674815a937,1344.0,1800.0,ree-kohm-PEHN-seh
le ricompense,False,ricompensa,reward,noun,the rewards,Concepts & Ideas,,,feminine,plural,,,False,False,False,definite,le,le,,,Le ricompense arrivano domani.,The rewards arrive tomorrow.,f8981d37cd576c56a028d3a63b34c67e4317d7303356b64063e0f0f59fc4790a,e29860b742676efabebc74b60f61ac5bad8486a0f7230af61fe5416c42e7ab88,1440.0,1944.0,LEH ree-kohm-PEHN-seh
delle ricompense,False,ricompensa,reward,noun,some rewards,Concepts & Ideas,,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Offriamo delle ricompense extra.,We offer some extra rewards.,803a30396e18ee52672219e888aae8a8a4e1270895ef9fa0f51b1388596eb854,f9e209260a57d86eed1ab17c8b90a373506bbf6a0378774964f2d0e7b95d938e,1584.0,2112.0,DEH-lleh ree-kohm-PEHN-seh
della ricompensa,False,ricompensa,reward,noun,of the reward,Concepts & Ideas,,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il valore della ricompensa è alto.,The value of the reward is high.,b73b623f876fb39dc2091209551fdfde42b58856457829c97fa1a32b2fef96a7,9e8805c5084d25af4503b07a09a037dd5e8b6c92c4e48d19fadbe4244e63bea0,1440.0,2088.0,DEH-llah ree-kohm-PEHN-sah
alla ricompensa,False,ricompensa,reward,noun,to the reward,Concepts & Ideas,,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Puntiamo alla ricompensa.,We aim for the reward.,72bfa046473c863972cf0800a1815053b2fa519ec09a0aa9a521ba43bffd86fc,1ed688b76862b3b6059d9a9fbf054849eed05e12a46934ebd10a0d9424672407,1440.0,2016.0,AH-llah ree-kohm-PEHN-sah
dalla ricompensa,False,ricompensa,reward,noun,from the reward,Concepts & Ideas,,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Non dipendo dalla ricompensa.,I do not depend on the reward.,fe24d93b8674f09e0a95b23875d1b8179e7c36abe68f960d7ddad94255bcee2e,4d9fdb185cc80842f63e7dbb69cd4021d4fe24953dc53c79baca748e8a4552bb,1512.0,2112.0,DAH-llah ree-kohm-PEHN-sah
nella ricompensa,False,ricompensa,reward,noun,in the reward,Concepts & Ideas,,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Il senso sta nella ricompensa.,The point lies in the reward.,cda06a5fa1d98473f37d0fdb16a935dd6599baf9131f12b8431365eae987cdef,8a6a06cc0f4c67a9a274a883c6447a541ce5ed13f5ea2e36cff1d2b85b18342b,1440.0,2112.0,NEH-llah ree-kohm-PEHN-sah
sulla ricompensa,False,ricompensa,reward,noun,about the reward,Concepts & Ideas,,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Ho letto un articolo sulla ricompensa.,I read an article about the reward.,b8d769de1622d0208d096ea0d78daea390f8717c34da274c07388c4214e6c81b,9fd3e081481904ef878678000dc44dd38e2615c211e532d24622def8d235bad6,1608.0,2160.0,SOO-llah ree-kohm-PEHN-sah
con la ricompensa,False,ricompensa,reward,noun,with the reward,Concepts & Ideas,,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction with con + la,Pago il debito con la ricompensa.,I pay the debt with the reward.,f85b40f1556c5ded5985eb1e4204334cc4a8d05b3bc270c564a3f4d6fb47a167,cb93fa7714ce3067fa2a4861247dc3d4d8afc5d524184cee9832977a6e6d17ca,1512.0,2112.0,KOHN LAH ree-kohm-PEHN-sah
alle ricompense,False,ricompensa,reward,noun,to the rewards,Concepts & Ideas,,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Contribuiamo alle ricompense.,We contribute to the rewards.,5ee72ca6d2dd86109cbfd47e8c3738f7599c74d2d1f56b547d4c1a6a92a563c4,51d85a39c138ef2587d6cde526f7825ae0673a8e52f2c14c57cb0314af2fdb38,1536.0,2016.0,AH-lleh ree-kohm-PEHN-seh
dalle ricompense,False,ricompensa,reward,noun,from the rewards,Concepts & Ideas,,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Derivano dalle ricompense.,They derive from the rewards.,c0fef5216216b812b1913ce145b20635be25c5aec2019089fa261d3740a78056,6f32e47854463215c209abe9c8d872d091be6bf3cc30d0c060e83ca5137c3b72,1608.0,2136.0,DAH-lleh ree-kohm-PEHN-seh
nelle ricompense,False,ricompensa,reward,noun,in the rewards,Concepts & Ideas,,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,I dettagli sono nelle ricompense.,The details are in the rewards.,7a196f1d0fbc82e10f7d2ad0e0cb0e41d064f2ddde2206dd20a8d4a5a4b1447d,6e564b585043c4801c59980ca0bf7d09d1195c70618e89b66eaa57131138d8ec,1536.0,2136.0,NEH-lleh ree-kohm-PEHN-seh
sulle ricompense,False,ricompensa,reward,noun,about the rewards,Concepts & Ideas,,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Ho dati sulle ricompense.,I have data about the rewards.,eec7f1a77d3a2840eb64f331e24c9dc9b49dcd44061f779c7df0b7815214352a,14a7a8903544c5c7b0a8355c08442ffc3018b1724b17a01aaafece2f93225a35,1704.0,2184.0,SOO-lleh ree-kohm-PEHN-seh
con le ricompense,False,ricompensa,reward,noun,with the rewards,Concepts & Ideas,,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction with con + le,Lavoriamo con le ricompense previste.,We work with the expected rewards.,97e4bebe37560c11c5bda0c7e391a5912aa9bae90712549a5e7783a2dfecfe2b,2795d39c6fdc8517f97c3f8d27d7c96d1c42807a32c39765bb842fa270327e00,1608.0,2136.0,KOHN LEH ree-kohm-PEHN-seh
