term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
marito,True,marito,husband,noun,husband,"family,people",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco marito comprensivo.,I am looking for an understanding husband.,74d70b20a603c616ea61a79400f45b6f225b63400342bb578419ec2509787e4a,26e39cb19f5cac9fde4abce9fd60eea341c533763553d30731c8ad87a5ce3775
un marito,False,marito,husband,noun,a husband,"family,people",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ha un marito fantastico.,She has a fantastic husband.,20dab7669f1ebbf0e480efff556d64331db68360e585182da911380a25655d2f,6370b5efc8b92feed624734553f79f05c91cb4a15dc86c561aa575d1ca319d60
il marito,False,marito,husband,noun,the husband,"family,people",,,masculine,singular,,,False,False,False,definite,il,il,,,Il marito arriva tardi.,The husband arrives late.,bfb204b4845cf1b60c38fca928c1d1f04edf002bc38db876b3aa7d8ce8eb52d9,69631f4cea94a008412c429924fad6f9e3c610279990214502c5928a1de0f9b9
mariti,False,marito,husband,noun,husbands,"family,people",,,masculine,plural,,,False,False,False,,,,,,Mariti e mogli ballano.,Husbands and wives dance.,8feb9162bdf2a544353aaf4b01356c8afe68c13755a508e607f462d8e02260f7,8673110636dade408c189a379ffa3b7d9caa6d1df2ef08578492b02bed013aea
i mariti,False,marito,husband,noun,the husbands,"family,people",,,masculine,plural,,,False,False,False,definite,i,i,,,I mariti aspettano fuori.,The husbands wait outside.,c60ada6c4c8d00ea39963f8bf3e462dceb78fcec524e6734041dd6a6726ef9f7,49ee543b4247ec0e0253d06e2a57d3aa751a2286506122e89a0d9874506e3e04
dei mariti,False,marito,husband,noun,some husbands,"family,people",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Conosco dei mariti gentili.,I know some kind husbands.,6f6bbabd119edaf0cffdef0c5d6560b6e048085c05d56898126b9d1a85a9d396,347a1de84685cb8fce0ab281a82484a795252e884d66015239aca4fe44e78330
del marito,False,marito,husband,noun,of the husband,"family,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Conosco il nome del marito.,I know the husband's name.,c6a9f9fff546ad7c9f8ba17cc100b14b3bb79a2366817eb00830519989836f6f,bd153f110afc8b871e4ffb19855ade42741ea20b17d3336caf6fb47cc354bca8
al marito,False,marito,husband,noun,to the husband,"family,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Scrivo al marito.,I write to the husband.,8b67f5895b65954d67591b6ebe405aad200e5b041b050164c2bc33e953a5ba12,5185ec94d3825d4215678f0150b5f1d57ea065f35fdb2fbab3e7d953a6b48011
ai mariti,False,marito,husband,noun,to the husbands,"family,people",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Parlo ai mariti.,I speak to the husbands.,16f6fb44ccbc93a85b7fcb4a0a6edfbabfa822aa5fedfb997c0bd62f6d94e4b8,ebfdc3787a3a3881307c1896f7e6f67fdafa6a0593f7f8375bc48b1bdee29292
dal marito,False,marito,husband,noun,from the husband,"family,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Ho ricevuto aiuto dal marito.,I received help from the husband.,e1aa263bc4afe6b242dc92f2e37f49b452916fcbbcdd81e4139a66c14fede863,9c6980a35fd80b0dd8e1ed127277abc3aba0e645fba8e1260b38156cf4753f11
