term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
camera,True,camera,room,noun,room,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,,,,,base lemma,Cerco camera economica.,I am looking for an inexpensive room.,8ab4e31ac59251e234a3f9f0f041baeab2701c653ce5987aaa39533b4bc584c2,d67639a9541e803ccff77eb9d50de1b200c101fdc06a3136770b07ae1b43ad5c,984.0,1296.0,kah-MEH-rah
una camera,False,camera,room,noun,a room,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Abbiamo una camera libera.,We have a free room.,1bd314982f37af0fbdbb2fa00d7cd8c4abd2b15d2468b7c0ddafcdafc053cd22,79128eeadcb1cd430d369f888673bf2ef6c1e172ed0baf397bfcf927110b1d34,1104.0,1584.0,OO-nah kah-MEH-rah
la camera,False,camera,room,noun,the room,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,definite,la,la,,,La camera è luminosa.,The room is bright.,28b53fb06afa5633cf84b62b71a00cf1cacad9aa4baec58776c7cdad0f87acd9,b1cabcd267043eb84b2ceff0c6c0c4a6b22f49240e09b08fb5db804861e27041,1128.0,1512.0,LAH kah-MEH-rah
camere,False,camera,room,noun,rooms,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,plural,,,False,False,False,,,,,plural form,Ho prenotato camere spaziose.,I booked spacious rooms.,3d98e9cd8f6e3b3c58d6600188cc34c8b39616080f74e2211a8fc5051115461a,9dc4e1d2c54b7e4921a8e38847ce80671a93aae9507c40dc13dea3f26aa19c02,1080.0,1272.0,kah-MEH-reh
le camere,False,camera,room,noun,the rooms,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,plural,,,False,False,False,definite,le,le,,,Le camere sono pronte.,The rooms are ready.,edd80b1b1e892deda9c94d18490c19d593dd51d02ecb9e0f70a6efa4be15d4fb,dd441edb3bca6ef7380e71981e3a581965f2395d18a489cacb12ecde7cc42f94,1248.0,1488.0,LEH kah-MEH-reh
delle camere,False,camera,room,noun,some rooms,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Cerco delle camere silenziose.,I am looking for some quiet rooms.,0e792430b1d6a419adf5b80f79f373317022c960256849cec66313a0caba41d3,f24f4328b2374f9f3d49e71d831eae87429c98b1e0108532973b5d5879bf0779,1344.0,1680.0,DEH-lleh kah-MEH-reh
della camera,False,camera,room,noun,of the room,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,La chiave della camera è qui.,The key of the room is here.,1dd7f4fdf5096e93dbf625b0a4002e9f905b15a7ec3110c23a77af1b9163d5f2,61356b27c633cfddff6a8ac7e5c124d883c5ca9f55226808146417bf303cf552,1224.0,1680.0,DEH-llah kah-MEH-rah
alla camera,False,camera,room,noun,to the room,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Torno alla camera.,I am going back to the room.,295bae8ed63f8b24223a55948248e5573d726bc1e0605627def4ff2406defdc0,28ef044b00b98c646308c2fd6c219963e401b3b54e47549f23d6b6263c9bb8a6,1248.0,1608.0,AH-llah kah-MEH-rah
alle camere,False,camera,room,noun,to the rooms,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Gli accessi alle camere sono chiusi.,The accesses to the rooms are closed.,274b4aaa713390e64c7960189ca05aa175dc43b03c010df3a633a8823269f4e9,fca63d1c7e21937c72ed3b05cc946a8b4c49bfa3de78f8673189daa2a91d0bc4,1368.0,1584.0,AH-lleh kah-MEH-reh
dalla camera,False,camera,room,noun,from the room,"Lodging & Accommodation,Buildings & Facilities,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Esco dalla camera.,I am leaving the room.,7be7f6174879b78318dccdb955bb118291756291915d020a72503cd923857d2b,b411f27b88750831cdf66a94acafe1f00aff6fdbc6d9693b7cf0ee8fa74a6056,1296.0,1704.0,DAH-llah kah-MEH-rah
