term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
freddo,True,freddo,cold,noun,cold,"weather,temperature",,,masculine,singular,,,False,False,False,,,,,often used as a mass noun,Sento freddo.,I feel cold.,b0e8138c643e96c7f7e9fa4b82e4718ab0d5292ebdfd6b204506d70a7652d64d,0a4c52bdeb723aa392a571121791110db490c1b04d635985cf741cf2b495183c,1056.0,1392.0,FREHD-doh
un freddo,False,freddo,cold,noun,a cold (weather),"weather,temperature",,,masculine,singular,,,False,False,False,indefinite,un,un,,"idiomatic in expressions like ""fa un freddo""",C'è un freddo terribile.,There is a terrible cold.,e958b406f801c8d48e105f1674a0df54f649c78c327f1025e65ab9f9f5599262,4c4cbc87d0c509aa247f9db16e57a03ce9aeaad154cde2cfaa72bb291aa082fc,1968.0,1512.0,OON FREHD-doh
il freddo,False,freddo,cold,noun,the cold,"weather,temperature",,,masculine,singular,,,False,False,False,definite,il,il,,,Il freddo entra in casa.,The cold gets into the house.,7d87d00221df7f8e0150f7d3101289e81fd179478dae6b4c3b3094ca22aa1250,962f3bff4a85cb19d2bb06f1ce6a0ed49dc8f2bef43ce4f56af41cf42584b18c,1248.0,1536.0,EEL FREHD-doh
freddi,False,freddo,cold,noun,cold spells,"weather,temperature",,,masculine,plural,,,False,False,False,,,,,plural sense (chills/cold spells),Arrivano freddi improvvisi.,Sudden cold spells arrive.,395154eccc132ce17f646f550031e617e5629c34c4a41d742ee30b7ed48d5359,e0b94789c1bc34575f37a4d9e9993d1c8079c261b7156a2d8f5f39e5d85b2dfa,1584.0,1416.0,FREHD-dee
i freddi,False,freddo,cold,noun,the cold spells,"weather,temperature",,,masculine,plural,,,False,False,False,definite,i,i,,,I freddi di gennaio sono duri.,The cold spells in January are harsh.,d359a42d2ff7a83eeeefe01bff70d37014dd5d1de1bcc236280934d628796133,8e5da7037f3e3ebd1d5606036768ccd182ce1bdf5f4ec39708a5f8bcefc65de2,1728.0,1464.0,EE FREHD-dee
dei freddi,False,freddo,cold,noun,some cold spells,"weather,temperature",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ci sono dei freddi strani quest'anno.,There are some strange cold spells this year.,f039be058170962be0b3637e2a0c19227b41ebebc7ef7bcf2228517e788c19be,a72e1fa209c5923333edb79b2cea12f4cdf1e13d71874af8d622e9cb3dda805a,1872.0,1608.0,DAY FREHD-dee
del freddo,False,freddo,cold,noun,of the cold,"weather,temperature",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Ho paura del freddo.,I am afraid of the cold.,2b1b458980cd1162ab29b0fb4ed4a061b4701e24ca8dc408f133fd3d2be1d159,08d2924997a9594c078e6371c1a254f2dd7120fa006fc47d7445815f7295dd48,1368.0,1608.0,DEHL FREHD-doh
al freddo,False,freddo,cold,noun,to the cold,"weather,temperature",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Non restare al freddo.,Do not stay to the cold.,fcc19b4b86505211a3c12974a58406ff9afb6820816b79d491821a98d73f8fe6,b4fe5fb22f56ef7d0891110a759ec1d08c669626919e71a0c654a66f06114908,1344.0,1536.0,AHL FREHD-doh
ai freddi,False,freddo,cold,noun,to the cold spells,"weather,temperature",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Non siamo pronti ai freddi di montagna.,We are not ready for the mountain cold spells.,4d961fd7c84a243f8a33d51ead0f5bc83af11f7e7a2b6888ab09b2eea09c9c80,294576a88cf685bf83e50a2abad4843d5762c25357700c30d8ef327662acb8a0,1800.0,1536.0,EYE FREHD-dee
dal freddo,False,freddo,cold,noun,from the cold,"weather,temperature",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Le mani mi fanno male dal freddo.,My hands hurt from the cold.,e667320234b151847b24dbb19dbf46abdbca4d6f7ce515263ad031740eaf42c1,a420cc451269188a36ce02838bace13767b070e14246e34c0bf45539b265076d,1416.0,1608.0,DAHL FREHD-doh
dai freddi,False,freddo,cold,noun,from the cold spells,"weather,temperature",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Ci proteggiamo dai freddi notturni.,We protect ourselves from the night cold spells.,290c2a5b46da69ff5f2d16c1de285d85c5528c27449792bbbd75622bb0db9f20,d63b41d66850ae4d933d1c8a3b0368c816e7339e2cb44b35321e1677ba7c124f,1896.0,1608.0,DEYE FREHD-dee
nel freddo,False,freddo,cold,noun,in the cold,"weather,temperature",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Cammino nel freddo in silenzio.,I walk in the cold in silence.,976d6066f71075df9023162c56a6b92cac11b51593cbe381996ba2eeaf19f637,94905c743f5c3ea03d63f4ece708c6dcbdcf7aeb348e73e042ae9520ae810212,1344.0,1608.0,NEHL FREHD-doh
nei freddi,False,freddo,cold,noun,in the cold spells,"weather,temperature",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Nei freddi di gennaio resto a casa.,In the cold spells of January I stay home.,81e7abd39c77e08e1f0f7d42c67c7f92c26060e363e35f45c77d395a87e3fbaf,c96c1fa7f0c95436447ec7d19cc1f84b2cb88d57bd0d0c6a04772e64dbf6a989,1824.0,1632.0,NAY FREHD-dee
sul freddo,False,freddo,cold,noun,about the cold,"weather,temperature",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Leggo un articolo sul freddo.,I am reading an article about the cold.,b843ace98c1e57707a19d86386f3e80833430405c3aaa211c81456f860ceced0,be97a2788f6bac484634c483fcaaec17990850c19d3fcb7cbcc252e9e0112e86,1512.0,1680.0,SOOL FREHD-doh
sui freddi,False,freddo,cold,noun,about the cold spells,"weather,temperature",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Sto studiando sui freddi estremi.,I am studying about extreme cold spells.,6e0ee8976dd6c4921e4e9a220849ebe305ba6a36008cbcf12c1262a2364e27ed,d8d8221c8bef669a0a0225a3ec46582b419ec2168e5df8632ba09daf6d124d83,1992.0,1704.0,SWEE FREHD-dee
col freddo,False,freddo,cold,noun,with the cold,"weather,temperature",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Col freddo bevo tè caldo.,With the cold I drink hot tea.,83a7d20c97f441be271fac11feeac0b38388d89abc0f108e727b4c6cd969dd1a,8bfb6f98503b3f387bc7f99ea5b36f40d776b247838a5b02efc357cdaa451e09,1416.0,1584.0,KOHL FREHD-doh
coi freddi,False,freddo,cold,noun,with the cold spells,"weather,temperature",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Coi freddi intensi il vetro si appanna.,With intense cold spells the glass fogs up.,700879e49b6e4c534edcbea0927437c5a0ad1f8a6c7df7b0e86e6bc103735fa1,b277ae3aa19a6ba00a9f06cf902173a4d16e7abe94c61695ab5819425685be5e,1872.0,1632.0,KOY FREHD-dee
