term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
pasticceria,True,pasticceria,pastry shop,noun,pastry shop,"Food & Drink,Shopping & Retail,Objects & Things",,,feminine,singular,,,False,False,False,,,,,feminine noun; can mean 'pastry shop' or the pastry trade,Vado in pasticceria.,I am going to the pastry shop.,76480b2d20a1c258de25597bf7ac92a8c372a7577606a3eec5667d96f8f99c38,1512.0,b9699575d822a2093818026b382768c2a8c1d9fbee25476fe50f350f9e45aec1,1776.0,pahs-teek-CHEH-ryah
una pasticceria,False,pasticceria,pastry shop,noun,a pastry shop,"Food & Drink,Shopping & Retail,Objects & Things",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Ho trovato una pasticceria nuova.,I found a new pastry shop.,94742c8658c619550607a6d2f750f9be3ba9781d997d2561d8d84b9a4b71c5fe,1608.0,42014727f4effa3e3317d3aec4203e59510ee8c9f34fa8d67da2cdbe7281a141,2040.0,OO-nah pahs-teek-CHEH-ryah
la pasticceria,False,pasticceria,pastry shop,noun,the pastry shop,"Food & Drink,Shopping & Retail,Objects & Things",,,feminine,singular,,,False,False,False,definite,la,la,,,La pasticceria è chiusa.,The pastry shop is closed.,ee6eb19de5b7e8cc8f11e6de39dd8ac5feffaa64ebdcf0335b3ee5c01f9da535,1656.0,99169064efe3badba6157aba24668a7b3da2ef52e38282a5685d34fb5f29b440,1992.0,LAH pahs-teek-CHEH-ryah
pasticcerie,False,pasticceria,pastry shop,noun,pastry shops,"Food & Drink,Shopping & Retail,Objects & Things",,,feminine,plural,,,False,False,False,,,,,plural form,Pasticcerie artigianali sono popolari.,Artisanal pastry shops are popular.,050e3b3b397f033354ed801a598cfd7b7fdeae996bce65cebd1afb9201f49165,1632.0,68d470dd8c53d8c17b0a73b69932e6108db79e71b822bc42d60b5c2f6b2a5b07,1752.0,pahs-teek-CHEH-ryeh
le pasticcerie,False,pasticceria,pastry shop,noun,the pastry shops,"Food & Drink,Shopping & Retail,Objects & Things",,,feminine,plural,,,False,False,False,definite,le,le,,,Le pasticcerie sono piene.,The pastry shops are full.,7c240927c367dd05635e23fff229dc2548b33b1430cf70fe1226e13692ab74f8,1776.0,2431a953ec40a06252e016d301bea0ffcbd4160650ee61f0db71613e3bce508b,1968.0,LEH pahs-teek-CHEH-ryeh
delle pasticcerie,False,pasticceria,pastry shop,noun,some pastry shops,"Food & Drink,Shopping & Retail,Objects & Things",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho visitato delle pasticcerie locali.,I visited some local pastry shops.,c2c9ae662cadc1e2e474c76cd5995f711d0dae9575f4615ba5f310d8546c91e0,1944.0,1db3a7de5e07fa458c4c204866f8e789c694e6b1bb906451ff35e0e36cb87d4d,2136.0,DEH-lleh pahs-teek-CHEH-ryeh
della pasticceria,False,pasticceria,pastry shop,noun,of the pastry shop,"Food & Drink,Shopping & Retail,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il profumo della pasticceria è invitante.,The smell of the pastry shop is inviting.,c34367bf9e84c2a9e9a11c4b1e7082407837e50ac7a39f25a771fbe14ef08e56,1752.0,cce68d93c14a69378dd27c285ca8392634b5befd2867e4bc0680637b8c2259a9,2160.0,DEH-llah pahs-teek-CHEH-ryah
alla pasticceria,False,pasticceria,pastry shop,noun,to the pastry shop,"Food & Drink,Shopping & Retail,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Andiamo alla pasticceria.,Let's go to the pastry shop.,21d551f162261031f5a829ba0c0cc6e5c10b4d200b94a243f43daccee47cf30b,1752.0,4920d9cad4715d6ef54655b03e8339741252c51090fb732b6f61058ffd883bc7,2064.0,AH-llah pahs-teek-CHEH-ryah
alle pasticcerie,False,pasticceria,pastry shop,noun,to the pastry shops,"Food & Drink,Shopping & Retail,Objects & Things",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Consegnerò i volantini alle pasticcerie.,I will deliver the flyers to the pastry shops.,fcd7796ce3cc070bbf7be41e1b8de008ab269b4d249237874f9ac9535b4eb692,1872.0,1efb11b40ef477fd1fd37f3b32cc53ab2617487547538870799641aef581fae0,2064.0,AH-lleh pahs-teek-CHEH-ryeh
dalla pasticceria,False,pasticceria,pastry shop,noun,from the pastry shop,"Food & Drink,Shopping & Retail,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Sono venuto dalla pasticceria.,I came from the pastry shop.,81ab3ab72a9e38880749c9278f3d89e140e078b7e2d157ab4e23b82bd333c8f9,1824.0,eb3e9cec3bba411e398ef530e86c69dd01ec4f1c63e49fd5798c0aebb6afefa5,2160.0,DAH-llah pahs-teek-CHEH-ryah
