term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
inglese,True,inglese,English,noun,English person (masculine),"nationality,language",,,masculine,singular,,,False,False,False,,,,,can mean a person or the language; use article in many contexts,Studia inglese all'università.,He studies English at university.,497cd0b85b00299601172d245595e909623e07461b68206c3fcab0f7b140a85f,2568.0,2ae213209cbe8d92f105947e7b21bc18218b6a35b2bb2cb20ecac64507918699,1440.0
un inglese,False,inglese,English,noun,an English person (masculine),"nationality,language",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Conosco un inglese.,I know an English person.,c90002fd72d24bbb4ce9d6a0116edd1cbcb1f26bf927d901032a2595123b4a28,2688.0,27efc2745182ef3d16578805226b77615c6b30d59686896a4b497d796b3a3782,1584.0
un'inglese,False,inglese,English,noun,an English person (feminine),"nationality,language",,,feminine,singular,,,False,False,False,indefinite,un',un',,contraction of una before a vowel,Ho incontrato un'inglese al bar.,I met an English woman at the bar.,acdc73a58651e0d18e4b9fdf292a969bd8ff8574c1142813befd872d74a2aae8,2520.0,db98466999472e296725c8b955e369ac9ce1fb05a925f824744be0018d2a1deb,1584.0
l'inglese,False,inglese,English,noun,the English person (masculine),"nationality,language",,,masculine,singular,,,False,False,False,definite,l',l',,contraction of il/la before a vowel,L'inglese parla lentamente.,The Englishman speaks slowly.,20ac447974bc19f8f747114882d163a343e736a7e2779e9f5f8a8f6853b6951b,2712.0,b631d7b8313fd59c817b11b2391998a1ba36217bda7a765e55f3a4750d722601,1512.0
l'inglese,False,inglese,English,noun,the English person (feminine),"nationality,language",,,feminine,singular,,,False,False,False,definite,l',l',,contraction of il/la before a vowel,L'inglese si chiama Anna.,The Englishwoman's name is Anna.,87caf349108df80a4cb33b4f087d5efd54792ed1ae87579553bbb1f37bde96ec,2520.0,b631d7b8313fd59c817b11b2391998a1ba36217bda7a765e55f3a4750d722601,1512.0
inglesi,False,inglese,English,noun,English people (masculine),"nationality,language",,,masculine,plural,,,False,False,False,,,,,plural form,Gli inglesi amano il tè.,The English people love tea.,3a68daf91898ddae331b2680ddfca154c4e5ac8125d85af37b779c980f8afb46,2472.0,5fb4c2ddfc41d8423d58c3d326866b4f60ca9fe738d18636b68f3fd0e2abdaa6,1488.0
inglesi,False,inglese,English,noun,English people (feminine),"nationality,language",,,feminine,plural,,,False,False,False,,,,,plural form,Conosco molte inglesi a Londra.,I know many English women in London.,1ed52af68880f34714d0e5ed54c50970803d6b961613ca6fb6577e898769eb42,2280.0,5fb4c2ddfc41d8423d58c3d326866b4f60ca9fe738d18636b68f3fd0e2abdaa6,1488.0
gli inglesi,False,inglese,English,noun,the English people (masculine),"nationality,language",,,masculine,plural,,,False,False,False,definite,gli,gli,,,Gli inglesi sono in città.,The English people are in town.,c18f4a27cfbd95b9a74cdb24f5b27ba8d2b02d4a95fc6a976a263074e4ab5e81,2664.0,a95727e1febdd25f61f112f7d3a1c9ba678f1188ee0dd61cc4b782fe67ff2ac3,1776.0
le inglesi,False,inglese,English,noun,the English people (feminine),"nationality,language",,,feminine,plural,,,False,False,False,definite,le,le,,,Le inglesi sono arrivate.,The English women have arrived.,f0477fdd1bf347c115fecad99930301190582f7eec9788b1f73bd96bd876fda2,2472.0,955df8a3d9c0d999eee258572462f346acbf0d08a6fff518bdc2d85f2cc0b368,1632.0
degli inglesi,False,inglese,English,noun,some English people (masculine),"nationality,language",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form; also contraction of di + gli,Parlo con degli inglesi al festival.,I talk with some English people at the festival.,fd224f2b80667172222c84004693b00cd9a2345c185b7cd6d5ca400752a3710c,2760.0,91983de5301eff812eab88aeb2eeef54813089d9962d1d85b56eb429e5f85d23,1800.0
