term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
grazia,True,grazia,grace,noun,grace,"politeness,religion",,,feminine,singular,,,False,False,False,,,,,singular lemma; plural 'grazie' used as 'thanks' (interjection),Chiedo grazia.,I ask for mercy.,6014a117cdb424351457e1d9744d8baf7a42440ca114b4305f149cf9c00c3d1e,1152.0,f966b3f80d26b87de7266d93cad4a1e569de841ea72da35394b57838daa3b7b9,1416.0
una grazia,False,grazia,grace,noun,a grace,"politeness,religion",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Mi ha fatto una grazia.,He did me a favor.,c7851179a653f49f3869084b2c24aa4d23d03426029652cbcdfa8f89c9f375ef,1272.0,aa8570ac9bf98e59b814892b4fc318b5e320e04b2923206e9ce8ac3f36190e48,1656.0
la grazia,False,grazia,grace,noun,the grace,"politeness,religion",,,feminine,singular,,,False,False,False,definite,la,la,,,La grazia è un dono.,Grace is a gift.,be875f39347e2e1c58e961166441a88d381252f17fec74a0a7b0871d7b9e4395,1272.0,690ec211df96d9129c307e1c4394699e16c33669fd16f6c5a7477763d5adcf72,1584.0
grazie,False,grazia,grace,noun,thank you,"politeness,religion",,,feminine,plural,,,False,False,False,,,,,plural form used as 'thank you' (interjection),Grazie per il regalo.,Thank you for the gift.,00330959c0f6c9ed173340b626fbfacb6af9d46f3ec44c3f0a173073b4552259,1104.0,cc64bcd0bac07c106d361d7eaa6196a53c77b2f068e5b01a35eabc2ac4fd7d3b,1392.0
le grazie,False,grazia,grace,noun,the thanks,"politeness,religion",,,feminine,plural,,,False,False,False,definite,le,le,,,Le grazie furono molte.,The thanks were many.,39edd974a7a1f9f7bda838d035266a02191812857f9495a9caad1ff219f498ab,1296.0,7bf02bdab96a25d612ac0227f61397ffa3ea7fda2b42ed02eaeecda0cd004659,1560.0
delle grazie,False,grazia,grace,noun,some thanks,"politeness,religion",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ha ricevuto delle grazie.,He received some graces.,93f7cb3ed92322f4901fbb3b5374638f42e6e53dce7fc088a5f64949a22e61a3,1464.0,9c2a9da7a4361764938b4c06c5a26fc1f600cd50a66c8ccefb46b0779e44c7d9,1752.0
della grazia,False,grazia,grace,noun,of the grace,"politeness,religion",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Parla della grazia divina.,He talks about divine grace.,94a7445918d1a8bed50a857050d93491677fe5698c71a4cece43a07945dc605f,1392.0,75a31c7b4b3c2906edf77bea79a8f812c0caa30abb1c3c12a4ecfa37b852def0,1752.0
alla grazia,False,grazia,grace,noun,to the grace,"politeness,religion",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Si è affidato alla grazia.,He entrusted himself to grace.,94e727f320520a12e5f7f1e43609c8ced962c0d56d5b1c9c007929cb3a7c7671,1392.0,da4b0fc68c8eab6c6e9945fd924b78018234b0bd94adf783a7d3a5c1ea35b9d1,1680.0
dalla grazia,False,grazia,grace,noun,from the grace,"politeness,religion",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,È protetto dalla grazia.,He is protected by grace.,1fd47692b1cf540bc3dfc6e798069f35908fb4baba75405ffba700e257642f95,1464.0,5e9234e82b3d5b823f3711cff55b8bcefe18ab9b9538e7e4f95d4303331fa57c,1752.0
nella grazia,False,grazia,grace,noun,in the grace,"politeness,religion",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Vivo nella grazia.,I live in grace.,41846b772c41f44fff65b880c0ace4cc5a0d9cf26a2b1bcd4416df6f0bbcec1a,1368.0,d4f381a6ad1ba54207c1e3692a56bc0e7b76b0cd9d7a4da2174a6245e5dfd714,1776.0
sulla grazia,False,grazia,grace,noun,on the grace,"politeness,religion",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Ho scritto un saggio sulla grazia.,I wrote an essay about grace.,02fdf802643d3b156be155eaac31724ba68df9ec534f6d2368834342cd27036e,1392.0,309e07f699b9c2ce40966020f222055271795b8883476f4b776fef3b64e2b554,1824.0
alle grazie,False,grazia,grace,noun,to the thanks,"politeness,religion",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Si rivolse alle grazie per protezione.,He turned to the graces for protection.,0cd2486d1d6a8f52f69f5500d4411c5a24bbed953a6f6f76db9af077fb9b64ab,1392.0,5483a46f4b7b7502e6519627b5a234c9038d7111e9a4947440f3b897c659479e,1656.0
dalle grazie,False,grazia,grace,noun,from the graces,"politeness,religion",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Ricevette conforto dalle grazie divine.,He received comfort from divine graces.,7fecd97cfcf528c56988582052cc41225d597cdad7b049c05d3415a65fe8cbf2,1536.0,d0cc715a4e51f16a5720675b8d38d4a55e4e25d9617130b68c5f9e8727153359,1752.0
nelle grazie,False,grazia,grace,noun,in the graces,"politeness,religion",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Nelle grazie trovo speranza.,In the graces I find hope.,4629fc9bb97132fc68c26a0e54bb6ea2ed075dc7135eb73546951c82a42bb987,1464.0,390a618d203c6f73f14f669594d16020a9ffa5045fef92554098db035ef4f5aa,1752.0
sulle grazie,False,grazia,grace,noun,on the graces,"politeness,religion",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Ho letto commenti sulle grazie attribuite.,I read comments about the attributed graces.,584ec2292b0162bb4a88ce65b2fb1b8b68f5223f415f386f0e9ac47117ac0f19,1488.0,fbaf58b933d3e8287bcd4aa04113ca5693f9db86cd56a926042b7f0f498f08c6,1824.0
