term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
poliziotto,True,poliziotto,police officer,noun,police officer (masculine),"people,work",,,masculine,singular,,,False,False,False,,,,,base lemma; feminine form poliziotta,Poliziotto in servizio.,Police officer on duty.,9dee877703edc7365f852a79c78a2c83027cc097eb06dbd957fb64695bc33774,2592.0,c54992249cdfb5f2f0c51836e122b462c6607ce5dcf385fd6ee3d3be24953a14,1752.0,poh-lee-DZYOHT-toh
un poliziotto,False,poliziotto,police officer,noun,a police officer (masculine),"people,work",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho visto un poliziotto.,I saw a police officer.,71f946dcb7ba17cb8af1c7a5a6170b1cdb645f242ae7c3e8e6fcb61b02912a8f,2664.0,de34c00e4c2cc1047d121421d48183e0b0dda981ffc763a073d44912b17a4f31,1920.0,OON poh-lee-DZYOHT-toh
il poliziotto,False,poliziotto,police officer,noun,the police officer (masculine),"people,work",,,masculine,singular,,,False,False,False,definite,il,il,,,Il poliziotto è gentile.,The police officer is kind.,e9cb6f58dd92ad5c1ab0c3ae7f40ddcec7df7e00131d36f5f76b337443beeb4c,2688.0,54318d10c12299b81cb8698d3edb79473f12041cc9069b4dac8cefe9734a2767,1944.0,EEL poh-lee-DZYOHT-toh
poliziotti,False,poliziotto,police officer,noun,police officers (masculine),"people,work",,,masculine,plural,,,False,False,False,,,,,plural form,Poliziotti pattugliano la zona.,Police officers patrol the area.,6e4393e8f52920a607728c54c93943bc08b3cdcbd142a8c1765d814fdcb26444,2664.0,ce4394ffa5db507f0205069d4a02c5ba2335e3a7f0eb0d0340a3dfa74929a25b,1752.0,poh-lee-DZYOHT-tee
i poliziotti,False,poliziotto,police officer,noun,the police officers (masculine),"people,work",,,masculine,plural,,,False,False,False,definite,i,i,,, I poliziotti sono stanchi.,The police officers are tired.,6fc761ef491ad23fd905a3b023ea144d2e5db603126e8561548559a9de119415,2784.0,0f1708f3297871c8959fae1d82f6a10a118973ab2a4cb939c0372a92f534ff53,1848.0,EE poh-lee-DZYOHT-tee
dei poliziotti,False,poliziotto,police officer,noun,some police officers (masculine),"people,work",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Conosco dei poliziotti.,I know some police officers.,7fd48d1ea46c67a82109c4f568091495f87802c514ec8feadbeddc404c543d60,2952.0,7b124438bcbc7c127e505b406cabf753ca5e1404fd7df486800631f6433ba134,1992.0,DAY poh-lee-DZYOHT-tee
del poliziotto,False,poliziotto,police officer,noun,of the police officer (masculine),"people,work",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il cappello del poliziotto è caduto.,The police officer's hat fell.,66a055cdbdf1a93483308a8b6765884daedf528ac400d6b1a951466d0c8fbf08,2808.0,9baea0f33c366617251c2a0b5dac3d877dbc7f17d232be1d81657f2564399c20,2016.0,DEHL poh-lee-DZYOHT-toh
al poliziotto,False,poliziotto,police officer,noun,to the police officer (masculine),"people,work",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Parla al poliziotto.,He speaks to the police officer.,9f6b5cdc1480b07260e73b9dc397fe5d599bfcffa3b0ef383404ccab198f2f67,2808.0,a6c740cd5c4a2182d568e6409bf581c01d77b20ad4a16cd8f2fa0ce32d2952c8,1944.0,AHL poh-lee-DZYOHT-toh
ai poliziotti,False,poliziotto,police officer,noun,to the police officers (masculine),"people,work",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Scrivo ai poliziotti.,I write to the police officers.,be431a9a23739e9a5ebe65a9e3cfa0a1008de8c6fc9da8b223df035e87730c73,2904.0,a5f31123f7f75f9aca598eea3dc1745198d55fadea7e7037a906896479fbbe04,1920.0,EYE poh-lee-DZYOHT-tee
dal poliziotto,False,poliziotto,police officer,noun,from the police officer (masculine),"people,work",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Ho ricevuto informazioni dal poliziotto.,I received information from the police officer.,4fef2f42bcfc69c60600e2e4d17a2eec107c48ca701d5968ce6ff62e2efda4b4,2904.0,f3fb7284cd82c48e619b572feb077ba78c47759f38ce68742e20123151892e9e,2016.0,DAHL poh-lee-DZYOHT-toh
dai poliziotti,False,poliziotto,police officer,noun,from the police officers (masculine),"people,work",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Ho imparato dai poliziotti.,I learned from the police officers.,ecfffe4b45bc10ed848bc54e1ae175d032ceec45590acbcddcf24d1dd7574d29,2976.0,bbfcbb59d1fd5a561aefb24f5f806c5af381db60da7b6ebf70e2ed20760d5661,2016.0,DEYE poh-lee-DZYOHT-tee
nel poliziotto,False,poliziotto,police officer,noun,in the police officer (masculine),"people,work",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Il coraggio nel poliziotto è evidente.,The courage in the police officer is evident.,4fc8f78a898562462eacc7e82f832247e3045a4b10cfd78bb10b87af0e96f341,2832.0,f598a50c960bddd3598ec5aacf49752981ef04ddc2db1cf3a873b4aa0c0ce71e,2016.0,NEHL poh-lee-DZYOHT-toh
nei poliziotti,False,poliziotto,police officer,noun,in the police officers (masculine),"people,work",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Ci sono cambiamenti nei poliziotti.,There are changes in the police officers.,599878423db9c98612c4ac5d3e40a692e01ad9447d1a530c9d0883435ad7b03a,2928.0,b438e0a68179c695ae56cf18ec064420c8f80414626f320e5e25bb45cc814044,2016.0,NAY poh-lee-DZYOHT-tee
sul poliziotto,False,poliziotto,police officer,noun,about the police officer (masculine),"people,work",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ho letto un articolo sul poliziotto.,I read an article about the police officer.,54bd1ddc2061a272ebec0c12e10e99939b5e80763a26f764c43c7a7ed587f20b,3000.0,b92a802634d8860c7a75a20cbfb36c33289d30d876e281d95c3f1703eaf0a1d9,2064.0,SOOL poh-lee-DZYOHT-toh
sui poliziotti,False,poliziotto,police officer,noun,about the police officers (masculine),"people,work",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ho dati sui poliziotti.,I have data about the police officers.,4bf692570e21b95cab003cb07bccd815ce826ebac679d189729d9a1e3a71e8d5,3072.0,71fed1718d84f364339b34316046944350b57fe107c01a7994fd9040a1963902,2136.0,SWEE poh-lee-DZYOHT-tee
col poliziotto,False,poliziotto,police officer,noun,with the police officer (masculine),"people,work",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Collaboro col poliziotto.,I collaborate with the police officer.,7b3b04a96551f1b6287586f96481dbd0775f6bb7b8accb96b085ef6f23498a57,2880.0,94cba3e6907e3f8851671542353b49ce4ef9e3c483a288e932a9cc87aa15f968,1992.0,KOHL poh-lee-DZYOHT-toh
coi poliziotti,False,poliziotto,police officer,noun,with the police officers (masculine),"people,work",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Lavoriamo coi poliziotti.,We work with the police officers.,340e1f367989df290628278861ea0c9feb9058863206259354b5ca8a7339ed2c,2976.0,6a9cf6232f5fe766c3ead6d118db30a5c71f13557a45d9e5071fb21363a6d703,2040.0,KOY poh-lee-DZYOHT-tee
