term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
mattino,True,mattino,morning,noun,morning,"time,core",,,masculine,singular,,,False,False,False,,,,,base lemma,Ogni mattino bevo caffè.,Every morning I drink coffee.,81b10ac32a286ea0c3ad8bcd797dbfe28bac9692b7fb7a5de6ac7539f70f7e80,1056.0,0438ee02cf187afa6ccddb284115b2b59c64702075ed8baf80be5cfa3f9eef9d,1464.0
un mattino,False,mattino,morning,noun,a morning,"time,core",,,masculine,singular,,,False,False,False,indefinite,un,un,,indefinite singular,Ho avuto un mattino difficile.,I had a difficult morning.,7c3c43fed11b641684f1e7f80fac5c9cc0e1682fdefce8545e2295423dda3170,1200.0,00ebdc2c4063d95f0886b43d03b688546340e2b369a0bbfdc4871bf065d3a75f,1584.0
il mattino,False,mattino,morning,noun,the morning,"time,core",,,masculine,singular,,,False,False,False,definite,il,il,,definite singular,Il mattino è fresco.,The morning is cool.,a484c131c4e79ea4767a5220dd5a19da1aec1c825e07fba6c342f6cf9477d97e,1200.0,195abb779d5008e968135a3a04f10ad4827f4d922e63f87f014e41907f0302f4,1584.0
mattini,False,mattino,morning,noun,mornings,"time,core",,,masculine,plural,,,False,False,False,,,,,plural form,Mi piacciono i mattini tranquilli.,I like quiet mornings.,d31abd384185f03833f7e8ceca2f8320b1fa8873f7c4453cec47d54d235e69f5,1200.0,6585ad651b660e0f0b5a53b435e4540d73e35638f0ea6c3b7f3e3c38509ba598,1488.0
i mattini,False,mattino,morning,noun,the mornings,"time,core",,,masculine,plural,,,False,False,False,definite,i,i,,definite plural,I mattini d'estate sono caldi.,Summer mornings are warm.,d0531b8693df7c8a3a577a9f2f8578ff0163068a7eb4bd043b1c711102558730,1344.0,3a5cb2470cda77d56a12c1046bc51ed45c35ed0dcea2711456135bd9b2f70ed6,1536.0
dei mattini,False,mattino,morning,noun,some mornings,"time,core",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Dei mattini mi sveglio tardi.,Some mornings I wake up late.,cb8358a830606e5a7d8241e7f9393ab57ac2c5fdbecd70d4d163610d41cbe69d,1512.0,270d151ba43b45ac314a26603ae18c73b3a33e2daeb1763cba56640b24254741,1680.0
del mattino,False,mattino,morning,noun,of the morning,"time,core",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il silenzio del mattino è piacevole.,The silence of the morning is pleasant.,f78118ab0da35fce0c31065e2f8d01b1880286111dc822161c4589523b366b79,1320.0,67364efbf410bfe6de552384f633a672add369120d94715a123496592141462d,1656.0
al mattino,False,mattino,morning,noun,in the morning,"time,core",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Al mattino bevo caffè.,In the morning I drink coffee.,26445c92fd3368f366e7dc29c93c15785cb433731200176e5292a81243075325,1320.0,bb5b67beca6f881e7632edb3b2bc9bbfc373a69d953aad662cb09633d19ce013,1584.0
ai mattini,False,mattino,morning,noun,in the mornings,"time,core",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Ai mattini faccio jogging.,I go jogging in the mornings.,e2dd1d417046631c7d6dc7b6dc90ded26a5188b6bd506e3cb4014f1937559414,1464.0,3dacd86972f37026b340c760648049efc44b9a43c45a027e1a6d1572a09bee10,1608.0
dal mattino,False,mattino,morning,noun,since the morning,"time,core",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Sono qui dal mattino.,I have been here since the morning.,823ab292088c08d2bd3469a8669c2a10f84ab392deacb8ae211922dcd064dc8d,1464.0,4b3be13779764eeb89fdea281cc4c2a3b5afc50dedc3745e27a702895ff5baef,1680.0
dai mattini,False,mattino,morning,noun,from the mornings,"time,core",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Dai mattini freddi porto spesso idee nuove.,From cold mornings I often bring new ideas.,2aaf8c63b68474a9ab0311b4b050bb669203073262a55746140ab95089fd31fd,1536.0,2322c5a1184a9b13788d1ce38e72e8683660ef4b5a238938384839be06f69f6b,1704.0
nel mattino,False,mattino,morning,noun,in the morning,"time,core",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Nel mattino c'era nebbia.,In the morning there was fog.,26445c92fd3368f366e7dc29c93c15785cb433731200176e5292a81243075325,1320.0,cd6185b35acbbc77d6158645a20062a416b4b55dbc284b2ff92d00fb2825572e,1704.0
nei mattini,False,mattino,morning,noun,in the mornings,"time,core",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Nei mattini estivi mi sveglio prima.,In summer mornings I wake up earlier.,e2dd1d417046631c7d6dc7b6dc90ded26a5188b6bd506e3cb4014f1937559414,1464.0,992ed09b2c2bb0e62b7ab2688a2e3cff7c22bc9ef4f419dc80fc4e8aa972c8ea,1704.0
sul mattino,False,mattino,morning,noun,about the morning,"time,core",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ho scritto un articolo sul mattino.,I wrote an article about the morning.,6d182da80fba64f60384368ae151c1f000d05141e644f1c909e2ee4b8a9b2a25,1488.0,63f3b4e83b875d7c9f13af2129f7c9cbb19f287fd67bed333c815ddcc1abcee6,1752.0
sui mattini,False,mattino,morning,noun,about the mornings,"time,core",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ho fatto osservazioni sui mattini più freddi.,I made observations about the colder mornings.,3c7eb6c04a69aa9870c8881debdae39c433a8f23f029db954bb1cfe0c4de3aed,1632.0,ff56adb77800d10e7174c7f766ffcd0c0196f3b421e2f12bf984729ee0c7b70a,1800.0
col mattino,False,mattino,morning,noun,with the morning,"time,core",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Col mattino arriva una brezza fresca.,With the morning a cool breeze arrives.,314f8b78551330ddc743ad62600df151aa52c67bb6d01540c7eb9f32314ddaf5,1368.0,e71cc05f4942d2d3e522842e858497064d4ed3e4c5d9e5f33608a71457a2300f,1680.0
coi mattini,False,mattino,morning,noun,with the mornings,"time,core",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Coi mattini più lunghi preparo il giardino.,With longer mornings I prepare the garden.,c07e0b84991c17c5e7a1bd7259c30b51f07cd2bf5aaa8ad62266d0635067a346,1512.0,37940747a06689da7da85646357ef7f12384f28e26b90f053b6d45e927439dd8,1704.0
