term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
antipasto,True,antipasto,appetizer,noun,appetizer,"dining,food",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco antipasto leggero.,I am looking for a light appetizer.,dc74445710120eb2dcccddf5a337c31c9cb5d6328066106fae201c45c5f3a736,1416.0,a851dbdd960f42b7d46f7868d40bf2615f5fd6832b245ad3fccea13e91bf81bd,1704.0
un antipasto,False,antipasto,appetizer,noun,an appetizer,"dining,food",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Prendo un antipasto.,I will have an appetizer.,bcfb0e50c7cf2664ee4b7037beec93605f73c46ea27ccba4a11b56592fb34859,1560.0,95b79d276df9bdc21123ff6d161c61359188842dc522bceefd17247bb3ddfe0a,1896.0
l'antipasto,False,antipasto,appetizer,noun,the appetizer,"dining,food",,,masculine,singular,,,False,False,False,definite,l',l',,,L'antipasto arriva subito.,The appetizer arrives right away.,cac206f66ab667b9b01567601a095a0329b3d25490f113d4ad5c251f4c70ea96,1560.0,b470c8d75b3bf234f68666b18dcc0f091a5a2ab6a80399a610a08bb14bf6f89b,1776.0
antipasti,False,antipasto,appetizer,noun,appetizers,"dining,food",,,masculine,plural,,,False,False,False,,,,,plural form,Antipasti tipici cambiano per regione.,Typical appetizers change by region.,c4d793fef5db4fb7f4431ec3a6087b44b6ca44a9765d13d89b3e8f34e1412873,1512.0,2740967ef02ea1c10b4b2692adf183477f2b97be0c9226d32517e39a74d80a42,1680.0
gli antipasti,False,antipasto,appetizer,noun,the appetizers,"dining,food",,,masculine,plural,,,False,False,False,definite,gli,gli,,,Gli antipasti sono pronti.,The appetizers are ready.,fc35b09508511fa8076c62f27497598d32a2db860b87c4c1e35c27871fa96dbb,1656.0,a2f5f18b21f623461d40c8d46f3ee25cec05a7854100c0c97da8fa255b784f39,1968.0
degli antipasti,False,antipasto,appetizer,noun,some appetizers,"dining,food",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Prendiamo degli antipasti.,We will have some appetizers.,e36efa31af993d55a6c84f1ca1b7cd6a9264e21fd65d0ff9c40c5a2dbf418eab,1776.0,a16969afe2d30ec6c63383fe97cccd390d589b5480162db16342637a70889a9b,2016.0
dell'antipasto,False,antipasto,appetizer,noun,of the appetizer,"dining,food",,,masculine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',Il prezzo dell'antipasto è alto.,The price of the appetizer is high.,3c412e08ac0adfb65cd64f08b9efb0c1510d499b1b1a2ed2ece3e54960ea6f2f,1680.0,94318ae81815e1bc7ec3dd9d6e91d4bcd5ea5abf180d8823bf2e7c035666d564,1920.0
all'antipasto,False,antipasto,appetizer,noun,to the appetizer,"dining,food",,,masculine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Passiamo all'antipasto.,Let's move on to the appetizer.,fe351729337ea842842c18ee06d85161a7ea84114cd93d83c7fc04f8bf9910b4,1680.0,c7239a74223786b4b8040c349f0f6afceadfef678b45aee57b17240ea29f2ec7,1896.0
dall'antipasto,False,antipasto,appetizer,noun,from the appetizer,"dining,food",,,masculine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Partiamo dall'antipasto.,We start from the appetizer.,6103c2a38bab41521d48079c28f2cd4ac1e60eaa21d3fd08dbb5b2c6461a55a0,1752.0,4f41fb4a31013e44bbd2e9da0cf577f44c5e17033835b1e34b534d8abf6347ab,1968.0
nell'antipasto,False,antipasto,appetizer,noun,in the appetizer,"dining,food",,,masculine,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',C'è aglio nell'antipasto.,There is garlic in the appetizer.,5ab2e7a8bbde9b2d033d2f26658033e4b106fdd02ea9cb1b84c198fe195d5583,1680.0,f76e5de69e8078b6a8da0e07b3580356f9f64df73858324be17eacb41dddadae,1968.0
sull'antipasto,False,antipasto,appetizer,noun,about the appetizer,"dining,food",,,masculine,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Leggo un articolo sull'antipasto.,I read an article about the appetizer.,c3638b9e2d92a8d0a7513779b8d7a88639d206df7489b275f8d18640fdfa05fc,1848.0,d2f487da6cd5e9d5304b2bdc72e9f555cd9781a57fb2a6b750731eb0308535c0,2016.0
con l'antipasto,False,antipasto,appetizer,noun,with the appetizer,"dining,food",,,masculine,singular,,,False,False,False,articulated_preposition,l',con l',con,standard form (con + l'),Bevo vino con l'antipasto.,I drink wine with the appetizer.,acbebfe8eeb7a32f678371adf21c470969548b64d81c4228d8c268bba27a18f7,1728.0,bb188594dca0c2f4cf19bd87728d012c94db0ed9ddbbf71f253dbb1f86bf723c,1968.0
agli antipasti,False,antipasto,appetizer,noun,to the appetizers,"dining,food",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Passiamo agli antipasti.,Let's move on to the appetizers.,4593e4a061079f9b2793bd918b159971bf39074f7a88b8b94ec93724449a6371,1776.0,9e6c81448a478b536b76563a60e3073194def18d25fdacc4bb808479cd4b524e,1968.0
dagli antipasti,False,antipasto,appetizer,noun,from the appetizers,"dining,food",,,masculine,plural,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Comincio dagli antipasti.,I start from the appetizers.,9c4d85c8c0909a15aba697ad80d68d0a743e4019f3e8ab4d8d3498f2b9b725f7,1848.0,4cc74df294eaa12c11c3d76d85fe59b02474c35877349af8c7acea988cecce3e,2064.0
negli antipasti,False,antipasto,appetizer,noun,in the appetizers,"dining,food",,,masculine,plural,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,C'è pesce negli antipasti.,There is fish in the appetizers.,7866b84ce62ab005163547a7aaa0bff7eed529ec672e998f51974ba50ca3be3b,1776.0,ef02b105ab27b0c5faf0b758b5cf1fb1bba63b763c19b0645289ede7cae5c7ad,2040.0
sugli antipasti,False,antipasto,appetizer,noun,about the appetizers,"dining,food",,,masculine,plural,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,Ho un libro sugli antipasti.,I have a book about appetizers.,62dcdfb9ffab1724105aee5648f76191843836fe99f68be6b1e4f57d1aeba634,1944.0,6012b9ebd64ff809789b5511010a62ce4b787d245b0222ff6caa2f2fa0d23310,2136.0
con gli antipasti,False,antipasto,appetizer,noun,with the appetizers,"dining,food",,,masculine,plural,,,False,False,False,articulated_preposition,gli,con gli,con,standard form (con + gli),Serviamo vino con gli antipasti.,We serve wine with the appetizers.,3efc4cb80329da53c34f40875e8339e889ea0ea132420597806e591289d37e30,1824.0,93db36791994abf2af1ccc7118ec99f76c5ddaa5e4ba3b55fee4a4c6d8293425,2064.0
