term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
angolo,True,angolo,corner,noun,corner,"Objects & Things,Directions & Position",,,masculine,singular,,,False,False,False,,,,,also 'angle' in geometry,Cerco angolo tranquillo.,I am looking for a quiet corner.,153d2dcd8f7f93d92e6559457416523ff744c97b1d52e44a29a8f5f7a918ffbb,d25fe5b57b5cf2d0b3f9356b2156e2a2356f01ae169e0b2a59fcbac0e91d5596,1104.0,1320.0,ahn-GOH-loh
un angolo,False,angolo,corner,noun,a corner,"Objects & Things,Directions & Position",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Vedo un angolo luminoso.,I see a bright corner.,26398a442bec29e93a4c1c095cd4f4456003dbfab175f7c1e2e4da4103cee058,92fb0d202c00dd5f6a74e9325ea91dfd932dae2c6bbbfb63866b734e3a9d687e,1248.0,1512.0,OON ahn-GOH-loh
l'angolo,False,angolo,corner,noun,the corner,"Objects & Things,Directions & Position",,,masculine,singular,,,False,False,False,definite,l',l',,,L'angolo è buio.,The corner is dark.,a1ea782b5b6b1bd2ddde41953eb449772ebd92ee6a954cd83de6fbba03b4a8d2,db803350944f00d4e67c118999190671b5b3fee551c151d599693e49b71a5966,1272.0,1416.0,lahn-GOH-loh
angoli,False,angolo,corner,noun,corners,"Objects & Things,Directions & Position",,,masculine,plural,,,False,False,False,,,,,,Vedo angoli strani ovunque.,I see strange corners everywhere.,c9709ba4e4d734d78bcee11bdafb4705dcf63e0c48f35ea124aac700cf2c23b0,3aac9cfa2aee7f898894a597cf29a540b2b8ab59b0c0158c5395bce96c92d07f,1200.0,1296.0,ahn-GOH-lee
gli angoli,False,angolo,corner,noun,the corners,"Objects & Things,Directions & Position",,,masculine,plural,,,False,False,False,definite,gli,gli,,,Gli angoli della stanza sono scuri.,The corners of the room are dark.,e17cb592c624bc2941e493b094b24aa76fed4c28be4758bb2ffa393748f7a78e,e687a9a6dadd711263214017b5b782821dd84f1f19f71f862ecb3b5797c596ca,1344.0,1584.0,LY ahn-GOH-lee
degli angoli,False,angolo,corner,noun,some corners,"Objects & Things,Directions & Position",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Ci sono degli angoli polverosi.,There are some dusty corners.,3aa438e17c762ea1324f725330cd8f843ad88abd904b3744db1f9e79c4250850,ede12d44f90acad1bae66c90a2651e5d0437af70835f9080c101627e239ab957,1488.0,1656.0,DEH-ly ahn-GOH-lee
dell'angolo,False,angolo,corner,noun,of the corner,"Objects & Things,Directions & Position",,,masculine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',Il colore dell'angolo è chiaro.,The color of the corner is light.,06eb715a11e142ecd07c8f882947af1f1a51ee006419f051e1939b4f11c0d433,2f48efcfbbea3afd7d609de82370e08d43cdf432ab8345e321648c2e74d329c3,1368.0,1608.0,deh-llahn-GOH-loh
all'angolo,False,angolo,corner,noun,at the corner,"Objects & Things,Directions & Position",,,masculine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Ci vediamo all'angolo.,See you at the corner.,b214ca73d4dec7b2a63bf94b7efc0d7c9c5ea3e1adcc044e40a7e3ca4814bb5a,68a931eee41f1f4b0a105faab30af30e4743de01c5dd4b561f642442e4fbb106,1368.0,1536.0,ah-llahn-GOH-loh
agli angoli,False,angolo,corner,noun,at the corners,"Objects & Things,Directions & Position",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Metti le piante agli angoli.,Put the plants at the corners.,38afced2edcdcadc9c60827b93703aa48b17508394fb43f90ac8e21972c2810c,91caa11f2c2792ac0e69138f00912203703685c50b6161b274ee83ae3d914390,1464.0,1584.0,AH-ly ahn-GOH-lee
dall'angolo,False,angolo,corner,noun,from the corner,"Objects & Things,Directions & Position",,,masculine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Una voce arriva dall'angolo.,A voice comes from the corner.,dec93c4c35bca5bed506194dec45f246d9e6f66234afd03e3e8bbcc001d76280,1dc0c4e16463d25844ac2ac1ef72e24b6afb5d0dd3aeed31ccc16c5847b34731,1440.0,1608.0,dah-llahn-GOH-loh
dagli angoli,False,angolo,corner,noun,from the corners,"Objects & Things,Directions & Position",,,masculine,plural,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Polvere viene dagli angoli.,Dust comes from the corners.,9bb5f66a4f2530afd4b519dd085f8b00d6f648515e014ae9a1107d9303408e78,eb25787257686958559ea90fc27d3d5c1c3e3142fcce243555054417af023ab7,1560.0,1680.0,DAH-ly ahn-GOH-lee
nell'angolo,False,angolo,corner,noun,in the corner,"Objects & Things,Directions & Position",,,masculine,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',C'è una lampada nell'angolo.,There is a lamp in the corner.,f51164d45b139ad817e68e2e74f184cc63a8593f604e8cdafc498261977794bf,1ae68e19516190f308a50c23adc12083882181be6630af0dc9904b987b70ac39,1368.0,1608.0,neh-llahn-GOH-loh
negli angoli,False,angolo,corner,noun,in the corners,"Objects & Things,Directions & Position",,,masculine,plural,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,Si accumula polvere negli angoli.,Dust accumulates in the corners.,4127ab5744aaf2aefabe2fafa99d33ef9e0070deedd34b321a731656351d6c50,12a8801eb1326fd60dfc00c96ec2212536d8885866f1e95ed3919eff164528e8,1464.0,1656.0,NEH-ly ahn-GOH-lee
sull'angolo,False,angolo,corner,noun,on the corner,"Objects & Things,Directions & Position",,,masculine,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Appoggia il quadro sull'angolo del tavolo.,Rest the picture on the corner of the table.,5f7ecdd4a81cd1687f38387ac52b52a6775740270faaffe6e766c3a3a7ac5707,c0fe018e5db29dd0bd72836f4765dcb8f2ed6e575972b17d8055575dab644caa,1368.0,1680.0,soo-llahn-GOH-loh
sugli angoli,False,angolo,corner,noun,on the corners,"Objects & Things,Directions & Position",,,masculine,plural,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,La pittura è rovinata sugli angoli.,The paint is damaged on the corners.,81ff69f1797b0ceec1543f78325499f1fed5871b8e7f4280626bf81400cd3074,cc98a28b95aee2952c60f54807c5c5f519af45c442ed903e05a1ef16432cdd42,1464.0,1776.0,SOO-ly ahn-GOH-lee
con l'angolo,False,angolo,corner,noun,with the corner,"Objects & Things,Directions & Position",,,masculine,singular,,,False,False,False,articulated_preposition,l',con l',con,no common contraction,Stai attento con l'angolo.,Be careful with the corner.,65be52cab73fa1d8a0c689b506933f94d6b53a9b4bc695562d8ab783ef9a8054,2bb57978a114b474e64740a90b70872d31a7fa4c89af4584365e8fa7aec79205,1440.0,1632.0,KOHN lahn-GOH-loh
con gli angoli,False,angolo,corner,noun,with the corners,"Objects & Things,Directions & Position",,,masculine,plural,,,False,False,False,articulated_preposition,gli,con gli,con,no common contraction,Lavora con gli angoli.,Work with the corners.,92b1033e1602c079fcb1b5e00b4e452648c2bf24e22a2e3101bacbdc64139782,cb04e610043463ad7148401eda5b243a52f314dde45ef42d0c21680e6f621a8b,1536.0,1704.0,KOHN LY ahn-GOH-lee
