term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
aereo,True,aereo,airplane,noun,airplane,"Travel & Transportation,Objects & Things",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco aereo economico.,I am looking for a cheap airplane.,af50dd6efdb5c4d6757cf19f3c8393dd8c86409bf8e1534b330350757ce0dda4,1176.0,283aaf0aa78e510874e9669c911b0afc503e9582abab2a2825c0263be9ed2c5b,1392.0,AH-reh
un aereo,False,aereo,airplane,noun,an airplane,"Travel & Transportation,Objects & Things",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Prendo un aereo domani.,I am taking an airplane tomorrow.,641f35bd7ca43556fe0178e8f1695e5e4ca8b479a9a4b7e694bffe9ba0f48bd7,1344.0,4c346312c08c911afdfd504ddd143b8d969db927064e5501873a4c8f178f9d5c,1584.0,OON AH-reh
l'aereo,False,aereo,airplane,noun,the airplane,"Travel & Transportation,Objects & Things",,,masculine,singular,,,False,False,False,definite,l',l',,definite article before vowels,L'aereo parte alle otto.,The airplane leaves at eight.,61daf3357cc4e862f1e2e513f0f2cabb9c4e5a0884b2971a137f0ce6d13f0470,1368.0,c372d356d254b1cc73e53997111f37b99cc9a99b0f4e3eb4e6579eea984fa3d8,1488.0,LAH-reh
aerei,False,aereo,airplane,noun,airplanes,"Travel & Transportation,Objects & Things",,,masculine,plural,,,False,False,False,,,,,plural form,Aerei nuovi sono più silenziosi.,New airplanes are quieter.,4b7f79258c9e7cb06a7a091ce5cc9396169457198c9595af9854c0184622fc74,1272.0,0fda51deeeb6ee379d8d314aa9b534ba3173af1440313c2390809506a1e882fd,1368.0,AH-ray
gli aerei,False,aereo,airplane,noun,the airplanes,"Travel & Transportation,Objects & Things",,,masculine,plural,,,False,False,False,definite,gli,gli,,,Gli aerei decollano presto.,The airplanes take off early.,2fa514e1ee483592e7f88d87bae368f35b9e77344eaa5f565b1c6e7da1c24347,1488.0,904b74c94afa27d55b3110e111dc67d734fbc3fb3e65acc2af376dc3ad136f88,1680.0,LY AH-ray
degli aerei,False,aereo,airplane,noun,some airplanes,"Travel & Transportation,Objects & Things",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Vedo degli aerei lontani.,I see some distant airplanes.,5ea181e66bbac7efd5ff445fce239f81971c43c1ceff0a765814d60c3f877e11,1584.0,0ed86f7d706dbc235dd7b3f81c5d10071050e2b3fef6c8ca38db55781eedd124,1704.0,DEH-ly AH-ray
dell'aereo,False,aereo,airplane,noun,of the airplane,"Travel & Transportation,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',Il pilota dell'aereo saluta.,The pilot of the airplane waves.,bee779972b11e52e0ab7aadf4fc68d045fac41459b31bb425e37d62e76dff236,1488.0,4fb6547a6f50ee8f6826be7e488e33adee23c9b4f4cb587fbff182fd290dcb08,1632.0,deh-LLAH-reh
all'aereo,False,aereo,airplane,noun,to the airplane,"Travel & Transportation,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Mi avvicino all'aereo.,I approach the airplane.,540a7e0f9514609aeea67fb4614f28194463c7593c1b370ba9cb3fd11cc364e6,1488.0,90d0552b7c393c84bf23e0b05ab4c8613657a2bf83a2d519f796c6bc49136f23,1584.0,ah-LLAH-reh
agli aerei,False,aereo,airplane,noun,to the airplanes,"Travel & Transportation,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Ci avviciniamo agli aerei.,We approach the airplanes.,10a2bd8f9cb4c024e22581f416e228be0c5fc06be7ea97444e246d62ab4ae1fb,1608.0,838e7fb66012b3fb8251091c003f7081f993ef3479caf41d1b4fa330e7b50649,1632.0,AH-ly AH-ray
dall'aereo,False,aereo,airplane,noun,from the airplane,"Travel & Transportation,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Scendo dall'aereo.,I get off the airplane.,7e4e4afa55ebd1a2b58582a88fcc3eb071e3620bc9d67649796ae5e6a8b90cbd,1560.0,bb760dc69e33751661c14128306ae786d353c269a0db87c728e56b0b9bab7f40,1680.0,dah-LLAH-reh
dagli aerei,False,aereo,airplane,noun,from the airplanes,"Travel & Transportation,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Il rumore viene dagli aerei.,The noise comes from the airplanes.,6ce1ac10203290d59a86e25fcaa1e469ad2c5abda554dd32a8f43a74bde3834d,1680.0,c9993203f873f699b5a3cde2095d8c2fc77f1057408bf8c2376ae75b68b6baf0,1728.0,DAH-ly AH-ray
nell'aereo,False,aereo,airplane,noun,in the airplane,"Travel & Transportation,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',C'è poca gente nell'aereo.,There are few people in the airplane.,3da373b7365315d56c4164fb355a781cb752ecde314900871907a8ece4401350,1488.0,8ab29e5a85f19c7df70e04462b6699da93ce97b067808fc574b2052219041890,1680.0,neh-LLAH-reh
negli aerei,False,aereo,airplane,noun,in the airplanes,"Travel & Transportation,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,Non si fuma negli aerei.,You cannot smoke in airplanes.,ce9d0369953b0327e932df41dac42b896156303ab4c5c081dbe9fe13794ec8af,1584.0,6687b06848d9a5d985cac0d95abc1d7bf9196414c9e25a13cf0a6c7afd485ca0,1704.0,NEH-ly AH-ray
sull'aereo,False,aereo,airplane,noun,on the airplane,"Travel & Transportation,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Sono già sull'aereo.,I am already on the airplane.,aac636b5a1f89f6b689486f4003a17cc0ac3ec7b0e00ee3fea83c5a57768b891,1488.0,13b6647aabd06ec0063003dd5992c17dc08b0111735ec3d817fdcc3c458cb41b,1704.0,soo-LLAH-reh
sugli aerei,False,aereo,airplane,noun,on the airplanes,"Travel & Transportation,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,Le cinture sono obbligatorie sugli aerei.,Seatbelts are mandatory on airplanes.,927cfe861d6035ef2b6638ca3b631f54d9c0fda44d571a965bfce533dc334af7,1608.0,a75b4d1353d8b12eeafe35afb1e2b789b965582e2855626252dcfb3960e550fe,1824.0,SOO-ly AH-ray
coll'aereo,False,aereo,airplane,noun,with the airplane,"Travel & Transportation,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,l',coll',con,contraction of con + l',Viaggio coll'aereo quando posso.,I travel by airplane when I can.,2cd4caedace8fed9d6605287590fd3afb55b3a3719c4eab02318868d80e6e8fb,1560.0,28b9358699b4c254b6f220be16d07d9666a791627960acf13be3ae80256e860d,1656.0,koh-LLAH-reh
cogli aerei,False,aereo,airplane,noun,with the airplanes,"Travel & Transportation,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,gli,cogli,con,contraction of con + gli,Lavoriamo cogli aerei cargo.,We work with cargo airplanes.,17a2e8b1df52bb19c34393e35d5777ded47a571f337135c856c73c66da0fe625,1656.0,a1d0e6f2954431a6b34d1ca2894fb0c1be9d9d37bd26559901a07b68689bdb94,1824.0,KOH-ly AH-ray
