term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
passaporto,True,passaporto,passport,noun,passport,"travel,documents",,,masculine,singular,,,False,False,False,,,,,base lemma,Ho perso il passaporto.,I have lost my passport.
un passaporto,False,passaporto,passport,noun,a passport,"travel,documents",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho bisogno di un passaporto.,I need a passport.
il passaporto,False,passaporto,passport,noun,the passport,"travel,documents",,,masculine,singular,,,False,False,False,definite,il,il,,,Il passaporto è scaduto.,The passport has expired.
passaporti,False,passaporto,passport,noun,passports,"travel,documents",,,masculine,plural,,,False,False,False,,,,,plural form,I passaporti sono nello zaino.,The passports are in the backpack.
i passaporti,False,passaporto,passport,noun,the passports,"travel,documents",,,masculine,plural,,,False,False,False,definite,i,i,,,I passaporti sono pronti.,The passports are ready.
dei passaporti,False,passaporto,passport,noun,some passports,"travel,documents",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho visto dei passaporti sul tavolo.,I saw some passports on the table.
del passaporto,False,passaporto,passport,noun,of the passport,"travel,documents",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,La copertina del passaporto è rotta.,The passport cover is broken.
al passaporto,False,passaporto,passport,noun,to the passport,"travel,documents",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Ho attaccato l'etichetta al passaporto.,I attached the label to the passport.
ai passaporti,False,passaporto,passport,noun,to the passports,"travel,documents",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Ho apposto i timbri ai passaporti.,I stamped the passports.
dal passaporto,False,passaporto,passport,noun,from the passport,"travel,documents",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Ho copiato i dati dal passaporto.,I copied the data from the passport.
dai passaporti,False,passaporto,passport,noun,from the passports,"travel,documents",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Ho preso informazioni dai passaporti.,I got information from the passports.
nel passaporto,False,passaporto,passport,noun,in the passport,"travel,documents",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Hai scritto nel passaporto?,Did you write in the passport?
nei passaporti,False,passaporto,passport,noun,in the passports,"travel,documents",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Ci sono timbri nei passaporti.,There are stamps in the passports.
sul passaporto,False,passaporto,passport,noun,on the passport,"travel,documents",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ha incollato la foto sul passaporto.,He glued the photo onto the passport.
sui passaporti,False,passaporto,passport,noun,on the passports,"travel,documents",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ci sono informazioni sui passaporti.,There is information on passports.
col passaporto,False,passaporto,passport,noun,with the passport,"travel,documents",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Viaggio col passaporto in mano.,I travel with the passport in my hand.
coi passaporti,False,passaporto,passport,noun,with the passports,"travel,documents",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Siamo partiti coi passaporti e i biglietti.,We left with the passports and the tickets.
