term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
pettegolezzo,True,pettegolezzo,gossip,noun,gossip,"social,communication",,,masculine,singular,,,False,False,False,,,,,base lemma,Questo pettegolezzo gira da giorni.,This gossip has been going around for days.,b8c4c621445ca62ee75db44ff6d8ac8cf1718642e1c2baeba8ba8899f0189696,64feec107dc76553872a5ee822e04def812df63538afef638cdb7c72b332bb3b,1152.0,1872.0
un pettegolezzo,False,pettegolezzo,gossip,noun,a piece of gossip,"social,communication",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho sentito un pettegolezzo su di lui.,I heard a piece of gossip about him.,c62b4eb4867e94be653982bb4b55085699d5824540a3549299598e5f7b0ecc78,fb5f70e87ed80fc74486c37b2850ec4c548aa56a2627851161045c075e494c58,1680.0,2040.0
il pettegolezzo,False,pettegolezzo,gossip,noun,the gossip,"social,communication",,,masculine,singular,,,False,False,False,definite,il,il,,,Il pettegolezzo si è diffuso subito.,The gossip spread immediately.,8954da809ab9ca8f1f6c69130cc4dc8223ccfce2b29efc55f9386d1fb8c7a92c,2b11948dd387409b820f09ba36d3c6c8b89869f160cf32660587b0128474752f,1272.0,2064.0
pettegolezzi,False,pettegolezzo,gossip,noun,pieces of gossip,"social,communication",,,masculine,plural,,,False,False,False,,,,,plural form,Pettegolezzi circolano in ufficio.,Rumors circulate in the office.,1c8dde5e3e2113f4cd073c5fb22add833e76769f7cdd9610e6725bb8748130e6,7c254e80f9a43eef51f7f17d022afe0e13212c9a1bdbbb81b2809593e6b2804a,1680.0,1872.0
i pettegolezzi,False,pettegolezzo,gossip,noun,the pieces of gossip,"social,communication",,,masculine,plural,,,False,False,False,definite,i,i,,,I pettegolezzi rovinano l'atmosfera.,The rumors ruin the atmosphere.,3fc1eeba37843e923cc8cf0b01681fdce8464c426b6405a99bd6d3d881125ec8,b38642b029a946169658e93a74f43405f411b026b37a1f8b2e26cbad258800f1,1848.0,1968.0
dei pettegolezzi,False,pettegolezzo,gossip,noun,some pieces of gossip,"social,communication",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho letto dei pettegolezzi online.,I read some gossip online.,2687dcaa709bfb0b2f0c2910462746266537edde5bdc40ed1f94a993bd462f8a,633343b9ec389dfb7786746f23ade4c91a777e6642dad7b74673877b307d1ae2,1992.0,2112.0
del pettegolezzo,False,pettegolezzo,gossip,noun,of the gossip,"social,communication",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Non mi importa del pettegolezzo.,I do not care about the gossip.,fff3673ce441e9af5fb17ce274be450e7ce312a4133c61efc2ae947b5aa75c73,8f45735c8bd50b303ccb21fb4a722348d6e2cb26cce167d02ce9603c29aa4ad3,1416.0,2112.0
al pettegolezzo,False,pettegolezzo,gossip,noun,to the gossip,"social,communication",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Reagì al pettegolezzo con calma.,He reacted to the gossip calmly.,d12bad068e4ac408ec74b7a931731eddc45aef21dbfd21c2fb182f74905edd9d,d3f34564c9836489027d0ffc8d87c78f37d051ec06de833df9851a74283430dd,1392.0,2040.0
ai pettegolezzi,False,pettegolezzo,gossip,noun,to the pieces of gossip,"social,communication",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Non credere ai pettegolezzi.,Do not believe the rumors.,673a2930f5a91a643647f17eaa47dfc877a72635be626b9cf44eb991a86dc6be,513eb83743619cfc0c9b20e3d524023b4c8181d639138bc6921268155b9b9bd4,1920.0,2040.0
dal pettegolezzo,False,pettegolezzo,gossip,noun,from the gossip,"social,communication",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,La verità emerge dal pettegolezzo.,The truth emerges from the gossip.,2e7d890000a2c41fba4062e822bf449076ffebad3f8621153a860b2c6fccb119,e0a4eec01fe256b9a7ce3b723bfc8b95cb5ab8517e5298028fb35cd3be2dd4da,1488.0,2136.0
dai pettegolezzi,False,pettegolezzo,gossip,noun,from the pieces of gossip,"social,communication",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Mi tengo lontano dai pettegolezzi.,I keep away from the rumors.,df8d1db43f21b6647785fb1241cad8afb6d69a1309dda5af9deb19f057327aad,0a5c6c91e513b35f04e06cbf7adcdab2d38424497dd8f814869a013b6ea7adff,2016.0,2136.0
nel pettegolezzo,False,pettegolezzo,gossip,noun,in the gossip,"social,communication",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Non voglio entrare nel pettegolezzo.,I do not want to get into the gossip.,089a80ca2b92ff83a98a7203a396d3df37c4f206a80904f2039f4834af39c025,602dbb1b5eeace01208b54eab37f8bc481988b7cbc26f922273a083209e4e80a,1416.0,2136.0
nei pettegolezzi,False,pettegolezzo,gossip,noun,in the pieces of gossip,"social,communication",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Si parla di noi nei pettegolezzi.,They talk about us in the rumors.,b728c48f75679a46d5d04cd930e3e7d0e18cd1dba944d40abd4a58551e0e3bc6,cb2aa50aabf340bd3b6f538a17c9aba4696f585317e8fa9af791352cb92b0261,1944.0,2136.0
sul pettegolezzo,False,pettegolezzo,gossip,noun,about the gossip,"social,communication",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ha scritto un articolo sul pettegolezzo.,He wrote an article about the gossip.,8da778f358d4a056d4a889dba19c727e9ce64239f2bdda5a38a6874b8bd0348e,7c2fa9acca47138e8ff32f653a4504e872b6ac5d59140b9a66032b53d221e8a7,1560.0,2208.0
sui pettegolezzi,False,pettegolezzo,gossip,noun,about the pieces of gossip,"social,communication",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ridono sui pettegolezzi.,They laugh about the rumors.,854cb56e9558b0dc989504273649ab27e9692152cf7f997696db871f14b8eb08,1f597959648de20ad8037407ebbe891c12b252c7b9005fd5e1bfa9940b7020f8,2136.0,2232.0
col pettegolezzo,False,pettegolezzo,gossip,noun,with the gossip,"social,communication",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Non perdiamo tempo col pettegolezzo.,Let us not waste time with the gossip.,b386d11fd797b47ce9584235759e1ecbce84849f2fb1e0308ab59ffeceeebeab,25b9c8d6513c93de52dc034ad07092024e7e7b10e93bd36b7f92a717eae1e3b4,1464.0,2136.0
coi pettegolezzi,False,pettegolezzo,gossip,noun,with the pieces of gossip,"social,communication",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Hanno riempito il pomeriggio coi pettegolezzi.,They filled the afternoon with gossip.,4585bec767c959873d096fdedaeb0e5eb9242209919ff186a56934f3b20a5f7a,7b7a8520dbb87fafc2dad3387aebc292505d2b3dfad39929deefdc0bac2baf5d,2016.0,2160.0
