term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
ingresso,True,ingresso,entrance,noun,entrance,"home,buildings",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco ingresso laterale.,I am looking for a side entrance.,402669ee4154334abe7a3abf3d5ff9a25809d7d7dbb2dbb0ae1b5dac94e29cf2,d342ffb3a220e3aaf6d7fdb4e26c1251e932b115c11170d5f3636eba8b890769,1176.0,1536.0
un ingresso,False,ingresso,entrance,noun,an entrance,"home,buildings",,,masculine,singular,,,False,False,False,indefinite,un,un,,,C'è un ingresso sul retro.,There is an entrance at the back.,996037cae0b66e04ba2fb8b8339b6c69e2436623cbc4df7ab60790706c17f0dd,3e2952b75f47a3c348b1208d9e848113509f4a16eb3f948ce0f7680ae2f6db02,1320.0,1680.0
l'ingresso,False,ingresso,entrance,noun,the entrance,"home,buildings",,,masculine,singular,,,False,False,False,definite,l',l',,before vowel,L'ingresso è chiuso.,The entrance is closed.,dd56cd1a8d5f91660275796b78ccd1ef80e6535466b44bbcbd7d2c67aa6709f2,5d052a2f74325337424cbd1deafc1bd3096ab10804e3db0dc4fc3837803c9d59,1344.0,1608.0
ingressi,False,ingresso,entrance,noun,entrances,"home,buildings",,,masculine,plural,,,False,False,False,,,,,plural form,Ingressi secondari aprono alle nove.,Side entrances open at nine.,f987bccb3269a7c4893c6c872a32d21af31c1d6fb39fc310daf1907ed0dd55f0,be306d7a7827169b50b04b3e0cbc8e4967c41871a2e801942763cc809b74ac30,1296.0,1536.0
gli ingressi,False,ingresso,entrance,noun,the entrances,"home,buildings",,,masculine,plural,,,False,False,False,definite,gli,gli,,,Gli ingressi sono sorvegliati.,The entrances are monitored.,4627163a424f61fad602db7349467201afc153c9a26a3f6dcc7384cf892d3190,694b6cb57b6ee786c3c3b9174d3c7aec4ab2566c24e1a78484ae4fb50aa20443,1464.0,1824.0
degli ingressi,False,ingresso,entrance,noun,some entrances,"home,buildings",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Ho visto degli ingressi nascosti.,I saw some hidden entrances.,551065d7077a1c4cafdf6de67b0bded18423cedad31abd56594cfe9c9ecaf8ab,79c19b2e20bddf4b98e2525cefeed257abf1e091364de61fbf0fade5d459a1ef,1560.0,1848.0
dell'ingresso,False,ingresso,entrance,noun,of the entrance,"home,buildings",,,masculine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',Il colore dell'ingresso è blu.,The color of the entrance is blue.,f276b6030ff5c4229fd042417286a3b35c31f03eb71602c27aadec120c643af4,3898e426acc1d5008b5b4b3d691aefdc0f2c13529c9c33427318d3c13769ce95,1464.0,1800.0
all'ingresso,False,ingresso,entrance,noun,to the entrance,"home,buildings",,,masculine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Ci vediamo all'ingresso.,We will meet at the entrance.,6537bfc9eab27b1b7617733a3b16ce19b59219c898797eb47b8d82afba86cfbe,4f79a1706544b7cc46590ced9e33f52410cdfa7a3241a7dfc018caa4e4d70080,1464.0,1704.0
agli ingressi,False,ingresso,entrance,noun,to the entrances,"home,buildings",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Metti le guardie agli ingressi.,Put guards at the entrances.,7019bfff8ae3917daf71917059eb4e2d0bcd1f71b10d6ae993fa08f1f6b71865,519f5d6d6a3b5f6db8986d2fc6156b7649ed57fd70faa126839e3a1dbbc2aafa,1560.0,1800.0
dall'ingresso,False,ingresso,entrance,noun,from the entrance,"home,buildings",,,masculine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Esce dall'ingresso principale.,He exits from the main entrance.,3d082918071a41f8508d5fdbd37539c5e40118440f9d232cb3930d9ad352b98d,a5afaf29c894cc511f93f19e4a35f5c752bc6edf31cba6231973c7f8d21b88d0,1536.0,1776.0
dagli ingressi,False,ingresso,entrance,noun,from the entrances,"home,buildings",,,masculine,plural,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,La folla entra dagli ingressi laterali.,The crowd enters through the side entrances.,0ef309fb146da149c3c3f676d5833742ff0b8753e1d45cbda3fc61fad891ece9,65b80d4e2c83171da4962a55da88f2d2055c914401e3de006fa58d41177d4a1f,1632.0,1896.0
nell'ingresso,False,ingresso,entrance,noun,in the entrance,"home,buildings",,,masculine,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',Lascio le scarpe nell'ingresso.,I leave my shoes in the entrance hall.,5703bd713d8c53acc553be7d70247e166bfe9eae6c8830a07f2f5f07d5ddd9a5,fec14b3c10b6bc94852bc3d63fc7543ed33cf4867e8f5207f84155ced4f17594,1464.0,1776.0
negli ingressi,False,ingresso,entrance,noun,in the entrances,"home,buildings",,,masculine,plural,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,Si accumula polvere negli ingressi.,Dust builds up in the entrances.,0a39d06acf2f4502694dc6c6fcfb66b4efc321758d31f6d0ad2f052238368d14,f47c69f2b329047a1efccbc6dbbdd0a385bdd9e27676c3e8fbc52accfcbf1718,1584.0,1872.0
sull'ingresso,False,ingresso,entrance,noun,about the entrance,"home,buildings",,,masculine,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Ho letto un avviso sull'ingresso.,I read a notice about the entrance.,6e74427e89f520708cd91e96762ec9c6cf4a5d9f7cd253e30a3043e691d8439d,76c6a4ef379de3ea0ee47f37573402342ef789ba724e66bdf6b3a3af4c9f30fa,1608.0,1872.0
sugli ingressi,False,ingresso,entrance,noun,about the entrances,"home,buildings",,,masculine,plural,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,Leggo un rapporto sugli ingressi.,I am reading a report about the entrances.,d4efe1d3004521c0df93f5666b19d7368db812d93054c66ebf1ba74e7307da66,90f535692dc08a544e84dc22eacc0d77b4eeb9f5ea5d92c60d3194a7c1d054aa,1752.0,1968.0
coll'ingresso,False,ingresso,entrance,noun,with the entrance,"home,buildings",,,masculine,singular,,,False,False,False,articulated_preposition,l',coll',con,contraction of con + l',L'appartamento coll'ingresso privato è comodo.,The apartment with the private entrance is convenient.,b9133971bce3050381e763eae5108f448d3a53f38d16804aa2b9892f71be6004,278b444b0a67ddd698d19bf942b843d65a9b1735e14d6ccc8c686eda3dccb177,1512.0,1800.0
cogli ingressi,False,ingresso,entrance,noun,with the entrances,"home,buildings",,,masculine,plural,,,False,False,False,articulated_preposition,gli,cogli,con,contraction of con + gli,Lavoriamo cogli ingressi secondari chiusi.,We are working with the side entrances closed.,41a38a8a1dd1052028f11b6318dbaac0e9741bfa7816919eb0b252d517491918,02268424b74cf5b5335aed260de3c3db65e922bd0833838fef4c59046ca56ca3,1632.0,1944.0
