term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
problema,True,problema,problem,noun,problem,"core,abstract",,,masculine,singular,,,False,False,False,,,,,masculine noun of Greek origin; plural ends -mi,problema risolto.,Problem solved.
un problema,False,problema,problem,noun,a problem,"core,abstract",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho un problema.,I have a problem.
il problema,False,problema,problem,noun,the problem,"core,abstract",,,masculine,singular,,,False,False,False,definite,il,il,,,Il problema è serio.,The problem is serious.
problemi,False,problema,problem,noun,problems,"core,abstract",,,masculine,plural,,,False,False,False,,,,,plural form,Problemi nuovi emergono.,New problems emerge.
i problemi,False,problema,problem,noun,the problems,"core,abstract",,,masculine,plural,,,False,False,False,definite,i,i,,,I problemi sono molti.,The problems are many.
dei problemi,False,problema,problem,noun,some problems,"core,abstract",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho dei problemi con il computer.,I have some problems with the computer.
del problema,False,problema,problem,noun,of the problem,"core,abstract",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,L'origine del problema è sconosciuta.,The origin of the problem is unknown.
al problema,False,problema,problem,noun,to the problem,"core,abstract",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Dobbiamo trovare una soluzione al problema.,We must find a solution to the problem.
ai problemi,False,problema,problem,noun,to the problems,"core,abstract",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Ci sono soluzioni ai problemi.,There are solutions to the problems.
dal problema,False,problema,problem,noun,from the problem,"core,abstract",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Abbiamo imparato dal problema.,We learned from the problem.
dai problemi,False,problema,problem,noun,from the problems,"core,abstract",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Hai imparato dai problemi passati.,You have learned from past problems.
nel problema,False,problema,problem,noun,in the problem,"core,abstract",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Nel problema c'è una contraddizione.,There is a contradiction in the problem.
nei problemi,False,problema,problem,noun,in the problems,"core,abstract",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Nei problemi complessi serve calma.,In complex problems you need calmness.
sul problema,False,problema,problem,noun,about the problem,"core,abstract",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ho scritto un articolo sul problema.,I wrote an article about the problem.
sui problemi,False,problema,problem,noun,about the problems,"core,abstract",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ci sono dati sui problemi locali.,There is data about local problems.
col problema,False,problema,problem,noun,with the problem,"core,abstract",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Devi fare i conti col problema.,You must deal with the problem.
coi problemi,False,problema,problem,noun,with the problems,"core,abstract",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Non riesco a lavorare coi problemi tecnici.,I cannot work with technical problems.
